,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3328387821.20,1954828147.18,1219229321.99,523578032.75,3264373125.15,2256203881.88,1446591908.50,579830015.16,4263628598.18,2729727810.83,1863269509.29,654282871.07,5304151934.91,445840424.37,305935983.99,170506090.70,913590320.34,679806671.83,441521445.33,197205052.70,979743843.49,635725493.84,343388016.06,119344238.87,921151213.49,583178166.62,319211209.60,132238129.80,1041537260.40,713382745.05,527570871.85,203193731.10,1503120640.86,1016911874.75,717770814.64,232902998.56,1374760438.53,1052442694.11,806899450.06,448112415.23,1456357533.55,925718325.89,586006080.17,282279706.57,1327225264.88,884248109.73,546915633.48,225307194.61,1082594816.88,701997381.65,503364070.34,230701698.63,792699490.64,622115632.08,432312199.62,176835010.62,600409846.13,332063008.44,173577459.90,100467893.21,509526860.72,261967269.51,207183760.11,110467013.13,1339206795.82,981118438.72,537990988.17,140617471.58,478051983.52,246098851.42,193717401.22,90621968.95,413734804.30,246861030.48,107879810.54,353774731.00,85772327.41,531512288.38,214469371.78,451484857.32,252403156.03,364788086.17,204168392.99,197665114.00,149313973.00,135028837.00,0.0
2,营业收入,3328387821.20,1954828147.18,1219229321.99,523578032.75,3264373125.15,2256203881.88,1446591908.50,579830015.16,4263628598.18,2729727810.83,1863269509.29,654282871.07,5304151934.91,445840424.37,305935983.99,170506090.70,913590320.34,679806671.83,441521445.33,197205052.70,979743843.49,635725493.84,343388016.06,119344238.87,921151213.49,583178166.62,319211209.60,132238129.80,1041537260.40,713382745.05,527570871.85,203193731.10,1503120640.86,1016911874.75,717770814.64,232902998.56,1374760438.53,1052442694.11,806899450.06,448112415.23,1456357533.55,925718325.89,586006080.17,282279706.57,1327225264.88,884248109.73,546915633.48,225307194.61,1082594816.88,701997381.65,503364070.34,230701698.63,787477152.58,617930195.26,429762483.51,175812873.10,591064823.46,323467257.23,167127712.77,98006334.73,496297260.63,253002550.45,203173958.62,107049111.33,1328836417.76,980415077.26,537512635.53,140392462.76,476813589.85,245423346.35,193260212.06,90382751.84,413253281.71,246654806.94,107696439.05,353554251.77,85658525.59,527860656.23,214469371.78,448396832.82,249315131.53,364788086.17,204168392.99,197665114.00,149313973.00,135028837.00,0.0
3,二、营业总成本,3444397093.37,2083314794.16,1331221828.49,602726652.45,3433690097.97,2353799548.78,1490153486.70,594305521.64,4318084236.49,2819507389.10,1921155718.79,664549472.11,5481504764.94,532013052.99,373336746.95,198103971.30,1035719107.55,734863485.71,479321319.08,224353449.83,1005199403.09,723288706.06,404400479.49,144995883.07,1113386578.54,684211978.38,381083851.49,159076464.97,1157719404.66,744589481.03,528477848.33,201058324.90,1465164498.39,989987770.72,702947530.58,230852269.10,1321712362.98,1018653736.69,783227367.58,441891897.35,1404458050.11,898332414.27,565256107.65,276528880.98,1288043618.81,854879049.43,537271023.55,220965420.42,1056828938.56,684189922.63,490676777.73,226183996.86,786523267.50,612691649.50,426022986.84,173346388.96,583968730.16,325835301.84,169430448.51,97913178.01,500377594.90,255522864.06,201571540.83,106457019.04,1332707935.50,964690827.24,524742859.95,137726200.24,462931637.67,238253326.44,187968622.32,86722648.18,391856241.38,238829753.41,107765899.18,365067557.08,93802936.51,469927158.25,178848265.06,388092692.92,205872356.25,290941971.41,0,164571148.00,120823806.00,109053357.00,0.0
4,营业成本,3048016914.76,1810466064.82,1157362169.35,495873696.84,2935504343.97,2021420312.56,1264877749.94,511776106.56,3827601639.85,2475639242.01,1678169798.97,579668297.40,4965183998.03,443646602.78,311467957.76,169503515.23,839341102.80,629331459.96,410269504.39,187729226.36,842056697.64,611501077.64,332106806.51,114041088.90,961795908.51,615741041.22,340491594.71,138483248.56,1050365920.14,672943159.28,481420527.37,178363140.66,1360426760.55,917000406.74,650478504.03,207504367.88,1223279540.48,951166559.11,731585953.29,417885439.34,1314347888.40,853152208.80,535579595.60,257315232.48,1224326888.73,822220443.09,505987505.06,208499803.61,994961438.86,651250639.10,467425165.22,214248646.04,731593306.87,581985105.14,404167677.23,162272551.09,544186106.95,299645676.42,151992493.87,90219730.26,464256545.26,234445407.98,188666808.81,100635532.42,1303196889.68,947215769.21,514007024.16,132406053.42,433704341.69,221526114.24,176201497.20,81383372.34,364786847.60,220566466.40,94770715.91,342656844.66,83207587.66,446635108.39,170906285.71,372509082.93,199289975.82,281964003.90,0,157548829.00,118180694.00,102731392.00,0.0
5,营业税金及附加,12795835.88,7050772.92,4666145.13,2164091.44,18811609.66,14123969.31,9959976.34,6711085.39,22197887.31,14130247.71,12562557.09,2800056.84,50858602.65,1872202.20,2057353.95,1007848.69,6764185.27,4900134.67,3606178.43,770118.99,4433604.51,3756824.81,1946946.62,1486186.94,13060891.11,11022355.99,3895591.86,2797353.29,6261585.42,6884781.04,7508875.64,2317727.09,9658884.72,6715833.23,5454541.29,873611.29,12186929.55,7645518.05,5104884.24,2575658.81,16115579.79,2454311.94,2212248.00,2002458.00,7064901.48,3275174.11,1860278.51,961874.94,2160576.94,699173.93,693487.11,227725.94,2869921.44,2263695.57,2223655.51,728799.92,2018587.37,898187.71,876911.79,563783.30,2876382.98,4479.98,3112.19,1422.34,3390454.82,245358.97,196591.25,3196.15,398651.83,350612.15,347691.66,156746.71,2170881.38,199202.69,84453.28,686403.70,4117.35,3314380.05,30051.00,3319317.84,1847380.55,323917.59,0,133338.00,40387.00,32286.00,0.0
6,销售费用,19340605.82,14935544.97,9768966.92,4772155.83,19279431.23,18337078.11,13043083.90,5699594.02,21356248.24,17511815.31,11831136.60,6241516.24,28460368.19,5869848.53,4018880.67,1903215.68,6434957.25,3971795.31,2241114.66,1000886.23,5332626.17,3863361.95,2639245.72,1550906.07,4337826.32,3113973.94,2061999.85,1016904.34,4968602.33,3656800.40,2454122.22,1447645.49,5044117.81,3882705.49,2572943.26,1521112.35,4126854.93,3341512.04,2380195.69,1470663.37,4277133.88,3292220.58,2094676.29,1266777.42,3533245.73,2420041.58,1661491.31,920617.60,2625702.41,1928192.02,1356377.12,758012.63,3008046.62,2526784.22,1691742.08,1056064.60,3261722.89,2039541.50,1434177.71,698316.70,2613588.97,1682430.64,731186.15,344719.16,2617581.50,1232249.04,895086.20,462421.87,2333810.07,1650820.85,1025579.26,379886.42,1554290.58,1019714.47,617690.40,1173375.74,569978.49,1078207.46,601910.65,1341560.59,448356.73,769013.82,0,0,0,0,0.0
7,管理费用,200147348.33,130535692.40,86412250.15,42845782.94,181082757.34,126467306.72,102795277.13,46947337.14,233683079.16,141599223.96,90878072.64,45018121.02,293327414.90,49754989.91,32645163.32,15446043.06,117363388.85,71536882.52,45216684.90,23660068.71,110113421.87,80712516.33,52689776.53,16259058.79,113161363.80,51001086.91,33973889.19,18977674.39,86064157.38,63458577.38,42186674.57,21233805.74,83904984.62,60948511.69,40204256.68,22203522.92,82017754.88,58585805.36,41685680.23,22192705.96,63539711.81,42690689.35,27100354.86,14330503.13,67200370.40,39768813.01,27256212.26,13794172.78,47431823.65,29122468.07,19214607.76,10661063.04,52304851.20,28608358.01,19386595.59,9742123.69,37111751.14,24617856.16,16076934.90,6951543.88,32047838.74,20325178.88,12843615.70,5839337.21,25683288.01,17888297.86,11354269.38,5727656.36,27363536.37,15360689.29,10822512.75,4796660.25,19374252.47,13266765.25,9916146.66,16844802.24,7809251.25,16991953.69,6178750.06,11850451.05,5045841.34,9072855.79,0,5960613.00,4758205.00,4928553.00,0.0
8,财务费用,54382707.99,47779524.36,34011234.94,38720088.99,173524118.88,130028669.69,93119755.02,27893394.13,192146328.61,156256840.12,110810009.21,26328355.52,89675254.21,10729065.37,7591949.22,4286685.87,19412343.33,13781291.30,9120967.68,4487109.71,17391957.54,11080842.73,6727632.35,2592628.20,9788441.21,5859882.70,5109377.09,1388891.68,8059247.46,4677717.06,3011963.86,1735019.84,6801077.36,5204180.51,3762346.54,1470740.42,5538373.04,5772594.38,4693074.05,1851272.99,-4898330.50,-4344957.80,-3129190.05,239577.52,-3146257.11,-4097776.59,-4387014.65,-2749898.80,-3011528.17,-2707396.62,-2299017.79,-982536.36,-3252858.63,-2692293.44,-1446683.57,-453150.34,-2609438.19,-1365959.95,-950069.76,-520196.13,-1416761.05,-934633.42,-673182.02,-363992.09,-2180278.51,-1890847.84,-1710111.04,-873127.56,-868702.29,-634910.09,-428658.55,5982.46,3969969.35,3777604.60,2376892.93,3706130.74,2212001.76,1907508.66,1131267.64,-927719.49,-759198.19,-1187819.69,0,928368.00,-2155480.00,1361126.00,0.0
