,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,180040573.49,107740599.05,43470115.95,339799067.26,189719091.93,91966679.49,38764945.14,266548057.67,154007041.65,97624422.21,43390835.72,315945847.85,204513183.34,142467211.62,60490010.17,261239778.42,131778123.77,82572034.62,43152550.33,220959675.58,111419285.12,67513952.51,31160305.13,256574984.22,154336161.61,78173673.60,28778273.08,203445527.31,134551725.60,60694333.51,13281897.35,172832176.92,82978775.15,47251635.76,9599475.10,144399296.24,46858387.20,33537252.88,6324975.55,126675081.79,53683246.64,27667699.36,13014636.44,117069464.06,61049843.60,42834383.35,27211578.14,115226621.47,62254980.04,52488231.40,13477373.45,107803050.51,89150158.06,0.0
2,营业收入,180040573.49,107740599.05,43470115.95,339799067.26,189719091.93,91966679.49,38764945.14,266548057.67,154007041.65,97624422.21,43390835.72,315945847.85,204513183.34,142467211.62,60490010.17,261239778.42,131778123.77,82572034.62,43152550.33,220959675.58,111419285.12,67513952.51,31160305.13,256574984.22,154336161.61,78173673.60,28778273.08,203445527.31,134551725.60,60694333.51,13281897.35,172832176.92,82978775.15,47251635.76,9599475.10,144399296.24,46858387.20,33537252.88,6324975.55,126675081.79,53683246.64,27667699.36,13014636.44,117069464.06,61049843.60,42834383.35,27211578.14,115226621.47,62254980.04,52488231.40,13477373.45,107803050.51,89150158.06,0.0
3,二、营业总成本,167107914.76,104507282.75,41407898.32,314168571.17,177892110.59,85694857.57,36490640.99,231410247.79,139618218.02,88309536.91,41130932.91,283127875.37,181792435.55,128871463.27,55707619.70,225789520.46,111915581.63,67554034.98,38929427.55,213505773.66,98960206.65,58487449.18,25747398.85,212552976.28,133366222.22,68337430.67,25746412.49,160273575.69,115813902.90,49359853.86,12486080.62,135459132.12,67686906.79,40704076.92,9592671.41,113118599.89,40347297.41,29380948.02,8153211.77,102374013.78,46486713.51,24740578.44,14117692.01,95431200.91,57929564.50,38414539.56,21548584.81,93039774.79,58491137.68,46188191.84,15043657.71,93892390.29,77576391.28,0.0
4,营业成本,120938006.26,74234777.73,30905356.76,252963938.04,136574131.23,60377361.58,24750686.91,175942283.13,105298113.18,64579574.97,29184983.79,222962317.26,144092547.41,104221274.60,43622984.89,170244414.13,80484268.37,47114777.41,29283383.40,162500091.97,71495831.80,40530323.44,18645652.17,172684846.96,109559522.06,53626950.24,18219210.35,131807533.64,97705768.19,38657255.95,8169998.04,110025749.15,51734889.89,29698831.21,6184747.73,93669924.23,29696903.62,20902596.40,4275058.72,80327435.08,34886495.23,16462537.75,9913821.81,72043786.17,41492028.95,27526118.95,16940733.92,70897908.76,41638739.37,33877152.31,9953324.95,76137942.54,59999370.37,0.0
5,营业税金及附加,1438711.44,1099972.55,74856.62,3024109.12,1404984.84,1051478.68,195557.25,3411419.55,1945555.51,1777715.94,508082.53,2657713.00,60424.12,-105547.99,14629.47,1402352.94,330497.95,173655.99,135755.83,989949.12,304032.42,207629.11,44792.58,3467023.93,2096178.47,1293944.57,400069.37,3482730.69,2066658.74,1281921.68,140478.65,2659761.08,1176880.53,641611.99,171412.40,1849996.69,412928.54,287761.01,30333.61,1346996.65,742240.35,377571.18,170705.61,2012177.95,990291.82,642372.19,201246.59,2131444.88,957706.98,800117.91,42757.24,980172.08,1055180.59,0.0
6,销售费用,7568225.19,4617626.45,2285981.36,13569938.03,8894693.92,5776864.02,2803720.84,11954878.12,8167660.55,5466660.33,2020093.64,15097209.03,10698782.80,7488971.79,3384994.39,15064282.08,8272430.85,5598733.00,3287795.58,15104743.51,7985419.27,5584250.10,3117245.00,11779487.90,7376653.18,4926444.94,2493610.97,8930423.61,4353984.89,2847831.74,1142590.63,5684899.47,4876508.35,2690602.67,862420.34,4482846.89,3836615.18,2690118.25,1036140.00,9754109.96,5186643.58,2036863.39,1538877.42,6163231.23,4114136.90,2636694.02,770466.21,5962927.17,5220163.76,2798936.94,1421121.94,5019607.31,3189449.56,0.0
7,管理费用,22874867.22,13938810.54,11839815.12,40997175.95,34142664.58,24007523.32,12248402.32,39326782.28,26659400.81,17290688.05,9394887.05,39526812.69,27655954.67,17927686.51,8677567.48,38543386.00,23027287.95,14767892.87,7323248.77,31788332.03,21308046.48,14073512.66,6566884.79,26373826.81,19479908.79,12549223.43,5952833.56,20377887.67,12949718.20,9062312.00,4540722.31,17443209.68,11034741.41,7469041.53,3556722.31,14300779.82,9371107.02,6538367.44,3520068.20,15179536.58,9934685.12,7010818.63,3490381.74,13645237.68,10981889.96,7198383.43,3638329.77,11919873.63,8897505.36,7243601.49,3241413.41,10825313.78,11596207.57,0.0
8,财务费用,-2124885.61,-1590971.00,-678257.16,-3395623.80,-2065382.50,-1473576.78,-490011.19,-4612614.16,-2470614.07,-2037643.57,-385524.76,-6221653.05,-2218046.16,-1880222.00,-437136.81,-1311946.79,-969756.13,-721261.07,-404756.35,-2863455.11,-2509496.34,-2109578.28,-925797.72,-7024590.71,-4999307.57,-3912399.80,-906111.76,-10876394.24,-3362912.76,-2490117.11,-740215.09,-2784966.17,-2013211.22,-738906.42,-332597.37,-3477693.31,-3120109.07,-1365648.41,-624326.30,-6112262.50,-5952630.89,-1318115.84,-996094.57,-207650.16,333057.79,290544.80,279725.72,1683309.83,1436124.74,929975.10,385040.17,455507.85,1841468.13,0.0
