,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,161378299.22,110904961.70,78317388.46,25203337.84,83084147.63,60291517.22,40122459.58,23153339.98,110912990.07,87448714.91,63322495.61,20551327.71,167701814.23,120759718.73,79646402.56,44535789.14,230428719.24,128384323.22,90133630.56,59071563.94,345499733.88,256201715.37,176718895.92,57160188.40,335799587.52,235587895.93,163559418.80,51557347.88,372988301.39,316417013.13,257743443.32,123882440.36,626636809.18,501277649.75,324604772.38,110549490.17,668826349.39,543493500.88,324277115.86,100273545.21,573916448.76,423532485.44,243364923.17,70468651.20,420832814.75,316151313.06,197624810.20,73905923.75,398346606.02,279437281.46,151184737.66,58074981.39,318103380.72,251644217.54,0.0
2,营业收入,161378299.22,110904961.70,78317388.46,25203337.84,83084147.63,60291517.22,40122459.58,23153339.98,110912990.07,87448714.91,63322495.61,20551327.71,167701814.23,120759718.73,79646402.56,44535789.14,230428719.24,128384323.22,90133630.56,59071563.94,345499733.88,256201715.37,176718895.92,57160188.40,335799587.52,235587895.93,163559418.80,51557347.88,372988301.39,316417013.13,257743443.32,123882440.36,626636809.18,501277649.75,324604772.38,110549490.17,668826349.39,543493500.88,324277115.86,100273545.21,573916448.76,423532485.44,243364923.17,70468651.20,420832814.75,316151313.06,197624810.20,73905923.75,398346606.02,279437281.46,151184737.66,58074981.39,318103380.72,251644217.54,0.0
3,二、营业总成本,219150327.86,154968935.21,103784339.62,45781868.50,683361391.61,264120558.04,173468184.29,60014645.04,414748738.33,272054984.22,171001751.57,53823490.86,432663984.08,262884244.09,151803125.89,77481092.76,479633645.77,272265297.51,153698556.36,87254709.75,532997694.67,350650252.05,235852478.09,89111051.08,544607566.54,322127871.63,212122329.90,80078485.62,515610275.09,371714727.76,282665004.40,131779724.24,612442681.04,454994459.82,291122764.55,108003104.25,561687518.91,429128631.59,262923685.77,86799564.91,450059385.65,325057195.53,196985802.05,66423517.67,370083497.42,275205903.54,175633009.13,67379291.29,353986673.18,249428245.93,140993357.16,55287678.90,286874639.66,233308513.78,0.0
4,营业成本,150498447.73,101704136.01,73624823.18,26696997.28,102686039.52,77674352.27,54011675.56,24396795.14,127215550.29,108534586.85,72912532.38,25149536.98,198353283.17,135970797.47,86608144.18,49977434.48,231318415.29,120248647.35,86435373.54,56894197.76,313036824.44,232056556.90,158671797.40,54544958.69,285454251.67,201300789.38,136996383.76,45280495.02,304287472.62,238856120.81,190921378.17,87399343.50,449133670.21,355334418.36,229908724.58,79785032.75,457045916.01,358635791.51,216829035.76,66350866.16,372903524.57,270446297.20,163185846.69,52775624.94,314068142.01,237409587.44,150860583.18,55682605.41,311865574.32,220304360.62,121952720.78,47107953.64,256403790.16,205175382.58,0.0
5,营业税金及附加,4595253.62,3163121.02,2233708.34,826977.70,10763074.64,8326682.15,5912793.18,2718314.40,14348152.72,10859578.13,7676810.23,3054825.64,14646681.35,1073202.09,762994.38,337839.82,655451.51,303291.96,226409.04,71981.00,909266.75,471156.62,320232.19,184671.31,1400526.74,574692.51,401186.05,197847.53,1889676.57,1278432.77,873402.20,423349.47,3985313.87,2502862.05,658885.35,352289.76,3186449.53,3100064.14,1270175.47,411963.29,1401915.04,1121263.47,123543.50,59001.41,1893704.65,770146.95,181671.42,181671.42,1238307.56,587726.31,313591.14,154494.37,1321472.15,1062127.92,0.0
6,销售费用,18055508.55,12957582.25,7482186.02,2862444.81,13284073.69,6642701.43,4386348.29,2166497.48,12231490.15,6812953.47,5202807.78,2378426.64,13561442.29,10630598.21,6579304.44,4128864.00,20214385.46,15981539.26,11394082.05,6213054.22,21900987.30,14773263.13,9695669.75,4450674.28,21609699.20,14503958.12,8740029.74,3402895.31,22384678.87,16974919.43,11861887.22,5803273.95,27208739.77,20213983.73,13241121.32,5970702.20,21886041.39,15684814.81,9225383.95,3737890.20,17831612.23,10720751.27,7005572.79,3415301.11,14310469.67,10464835.19,5767531.63,2829616.28,10612654.84,6888121.95,4221587.93,1879875.18,7981475.48,8423820.71,0.0
7,管理费用,26971433.68,24982042.56,10353420.56,5282354.35,112253450.30,75230131.65,48069327.71,15988688.13,81856324.82,41019850.51,20786222.78,8813798.98,38879518.27,43015658.72,26749500.25,13635405.68,56743658.51,39901178.92,26503659.64,13067897.43,76068958.81,58336126.13,38721082.86,17494230.36,92545427.63,62911165.46,41826686.25,21517856.65,80725152.52,59683824.14,42154233.56,23725420.41,74703418.19,48645379.35,32923037.65,17625273.64,55296555.42,38507555.82,25495181.52,12399213.90,42817987.23,31751003.63,20227749.55,7328300.84,26684856.88,18129880.11,12098727.09,5923138.16,17199653.39,12291782.17,8779549.55,3503649.48,14307322.16,13032744.91,0.0
8,财务费用,11799890.45,9117788.22,7628451.18,4341562.06,23709971.71,13555191.45,12939388.33,6872757.93,53447190.77,50435605.57,29110562.67,12995357.37,42011429.26,30079937.02,18134858.75,7377858.31,49953312.45,30934790.19,21082342.16,9262588.93,66003486.63,38577719.29,27062094.30,14129820.13,73136281.64,37427977.30,27197279.09,15263911.21,65344540.15,48756829.09,33850418.37,14889980.02,41255907.61,26543090.65,14840970.69,5486218.32,15353504.11,9754968.42,5820296.47,3881479.52,8827158.28,8822741.38,5431126.06,2526016.62,10030835.44,7099986.72,5780654.32,2762260.02,10842396.39,8051820.41,5318060.78,2641706.23,6361686.45,4557311.20,0.0
