,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,793742204.43,3646683905.76,2795518245.15,1858537759.35,893372399.42,2943801995.73,2232403872.76,1408821727.66,643598548.68,2219065970.18,1545960309.97,998563934.08,478411667.28,1875460915.20,1350098671.61,892059976.06,417413380.97,1415696356.95,1031262841.84,694380867.21,331331626.09,1235496145.95,904543461.09,594959865.86,272928143.87,974427375.98,696013159.39,457067669.62,216841219.50,857582263.11,641802834.81,420196234.86,190120221.17,709730813.20,535769397.78,377455734.55,186383701.12,631018882.46,461742578.79,304028986.88,144417063.85,531474251.82,387270105.34,248401999.67,107391423.65,510305555.54,344339844.09,229558532.57,122589733.70,565217329.74,391361925.15,270360109.08,125901048.07,429811848.70,309996874.08,201707034.56,95770976.88,302164622.56,245692909.25,205103433.71,90847512.06,348250764.81,235578702.38,165312226.27,64069582.17,301592539.35,208220659.74,147743456.01,270219577.97,227417684.92,0.0
2,营业收入,793742204.43,3646683905.76,2795518245.15,1858537759.35,893372399.42,2943801995.73,2232403872.76,1408821727.66,643598548.68,2219065970.18,1545960309.97,998563934.08,478411667.28,1875460915.20,1350098671.61,892059976.06,417413380.97,1415696356.95,1031262841.84,694380867.21,331331626.09,1235496145.95,904543461.09,594959865.86,272928143.87,974427375.98,696013159.39,457067669.62,216841219.50,857582263.11,641802834.81,420196234.86,190120221.17,709730813.20,535769397.78,377455734.55,186383701.12,631018882.46,461742578.79,304028986.88,144417063.85,531474251.82,387270105.34,248401999.67,107391423.65,510305555.54,344339844.09,229558532.57,122589733.70,565217329.74,391361925.15,270360109.08,125901048.07,428869301.33,310061525.40,201750735.56,95771732.12,301881236.93,245695362.29,205098333.14,90844881.29,348222229.96,235546985.63,165295938.23,64085031.27,301505638.48,208133725.36,147644376.46,269954197.42,227052570.30,0.0
3,二、营业总成本,707217154.49,3160119462.50,2361748271.35,1566712981.25,781153886.22,2592573880.67,1904424368.94,1191354994.81,552253170.79,2135623580.81,1292641438.15,821559721.95,404731323.63,1647817540.47,1137972829.74,745604456.07,353019851.00,1247840050.34,886807547.98,597213364.05,287342643.26,1116266557.54,799008992.68,525180564.61,243818717.13,911400387.33,644095480.42,420304573.52,202290330.58,821194323.74,613615165.92,399769065.94,182603401.47,681489541.78,512038163.58,360165027.86,179595618.29,621095735.04,454495396.74,298832687.13,143778814.47,527914945.98,387230536.30,248995192.22,107644919.69,531283666.67,350321147.81,234683788.52,128418301.16,575239340.11,395100394.77,269771698.37,125289639.62,413944103.57,291323233.37,187541240.67,91177982.49,271289587.24,221034345.41,184659883.40,85895497.58,315909570.61,210106537.68,146226307.63,59534134.61,269582200.80,184035129.64,129234659.38,244744110.01,213433071.47,0.0
4,营业成本,310411238.67,1273428846.48,988101878.35,682561471.71,364225248.87,1034680703.76,828152635.98,522058372.36,247627482.53,911946800.20,645739203.57,425983032.66,208105080.28,864404107.76,638909553.56,423489003.66,196879028.90,698744833.53,502100528.50,339214016.13,166843065.86,659772301.33,496974474.12,326899856.57,152271341.72,574437977.58,409136905.12,267309452.30,129596524.43,559599235.07,429492998.97,292554760.58,136504805.09,522427656.97,398090809.78,278843137.47,138427537.16,442406547.91,315562678.36,205536690.49,98430516.64,367277824.59,269893919.75,175448372.30,82380230.88,361264990.13,223535464.12,146129490.14,86843142.70,439041553.35,296097436.71,205862015.05,93600073.43,310739481.61,217322776.35,142424758.04,68356615.82,204591252.36,171965164.75,150473455.46,67074616.95,261419899.38,166931049.05,116710161.66,46112088.10,220843594.27,145942272.05,104167709.85,208897007.50,185918662.48,0.0
5,营业税金及附加,7864288.21,40808305.59,30798405.11,20563796.36,10651294.64,40306327.03,31342191.39,19710579.41,9015706.32,35362580.59,22867790.59,14855934.43,9160673.40,27251757.89,13557867.89,8759661.38,4106755.58,13916668.72,9943064.09,6347124.25,2623120.01,9772885.36,6710948.58,4155131.61,1955154.68,7469765.41,5496104.29,3748002.87,1644932.45,6166918.97,4749269.25,3323350.27,1147315.74,4677663.24,3308303.98,2330809.33,994045.90,4290194.37,2945603.45,1882093.55,862801.93,4142994.12,3048380.13,2297787.14,1074704.19,3447117.42,2279045.72,1410913.04,639959.09,2884322.32,1789294.05,1293149.79,684746.89,2692970.76,1731262.08,913391.14,250096.05,1746933.56,1333021.17,1231073.34,459842.18,853545.20,504129.32,421580.49,77164.28,1116003.66,707562.11,463527.95,1251766.84,447688.98,0.0
6,销售费用,279286120.06,1341060473.58,1017061506.26,652989435.50,305845892.00,1100571875.03,757247182.97,455180328.91,211119514.95,679676389.14,420435467.77,242628531.63,110914292.70,501778683.79,313335874.95,200623168.63,99189812.99,363437394.55,258469069.20,163083553.88,76269880.87,311608985.14,186606482.96,122114490.36,58381043.24,204679589.38,137931731.07,89568033.74,39473223.02,144659382.01,101261313.79,58406698.77,23409744.43,63526449.69,48769809.92,36768666.25,19353284.25,91195229.72,74374357.66,50431553.87,22438313.91,79267736.37,55733692.51,34900332.95,9540609.66,65892491.12,51999677.45,36940353.60,18201666.30,60099848.52,44075437.43,29020987.62,14586116.78,49535064.41,35327984.08,23263451.38,13192296.88,33228368.80,25594526.07,18165910.54,10513024.88,29099803.92,20082844.13,11706591.23,7765386.58,25570650.07,18700913.46,13450045.76,17390827.54,16104234.84,0.0
7,管理费用,46271073.25,247498968.74,107220538.44,70804069.29,38746221.46,177256993.25,92957257.27,195786329.82,79896565.24,330803075.94,198306427.38,134943531.11,74929808.90,240726580.94,168067854.32,109489100.25,52751499.99,176951175.78,118968069.74,84469968.82,38976266.56,135372907.13,106118128.00,67881426.42,29446516.09,114417522.70,81001747.45,52482849.41,26811331.49,99303372.15,69234851.01,38938650.27,16211581.24,69141926.69,45181451.56,30446085.86,14612968.55,62025340.90,44799878.27,29726712.41,16355550.33,60232682.05,42585808.50,27869183.25,11441393.83,64877478.28,48143513.18,31767554.04,14820998.85,48258066.20,37466694.94,25090546.67,11649459.25,38728742.26,29059531.96,16014576.92,7400715.22,26342864.16,18469382.86,12556897.74,6932028.56,20771556.62,19422621.29,14767740.26,4656733.63,17816931.41,15789925.92,9288411.89,13714931.42,9078301.35,0.0
8,财务费用,-2842619.09,3218997.45,-2208564.90,266857.85,4371710.70,936728.79,90405.24,-537360.08,4234369.21,2780190.97,2684034.08,2372452.53,882451.46,20800.16,150118.03,-1221983.76,-756005.01,-7467705.77,-4274777.76,1404418.60,1687420.16,-1915573.79,-20022.14,1262104.08,638351.02,8086867.84,7679182.49,5179469.89,3436449.03,9575407.42,7515936.50,5514379.67,4438165.32,21884315.16,16689471.75,10368545.00,4956467.38,20093071.99,15091590.75,9495257.79,4282752.28,18993426.77,18007271.49,11301127.20,6420379.05,31839359.94,24158260.35,17937455.14,7871184.08,22364276.31,15404812.37,8228270.26,4505452.41,12247844.53,7881678.90,4925063.19,1978258.52,5380168.36,3672250.56,2232546.32,915985.01,3764765.49,3165893.89,2620233.99,922762.02,4235021.39,2894456.10,1864963.93,3489576.71,1884183.82,0.0
