,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,31726569.06,20137684.01,13156848.30,4244788.48,30113795.53,24706196.98,20292279.63,12235055.32,27262222.69,16081406.64,12537176.46,5572466.04,13178894.55,9941301.80,8401448.78,5717463.42,12544578.64,9496053.42,7048351.05,2856443.43,14844251.44,10668070.42,8988013.79,6343102.06,34916191.37,27429994.85,22472721.64,12854943.40,76052422.03,56544832.15,43241104.05,20225041.31,98453524.31,73241202.45,50966775.14,26979663.85,47549601.93,31066642.28,23608450.24,13585333.68,90038955.52,63084322.00,47917560.07,23764591.39,56607890.52,44391206.04,32819286.09,18774919.73,78356570.95,60658535.19,47562003.89,25670780.99,190773197.26,141731526.52,92757808.18,46967935.84,132222854.67,70771451.08,50952448.34,23255764.27,138248480.42,135502946.57,34634964.41,16024524.13,130314126.47,97972596.66,79343465.48,42080174.70,70650267.80,39062564.60,28554972.90,17030894.49,70932618.90,41710766.86,61598233.17,33681205.31,72752803.80,29119080.41,60497286.84,28579925.34,48978118.33,25204499.63,39345585.05,19242168.54,33493267.89,22713247.00,43360551.44,0.0
2,营业收入,31726569.06,20137684.01,13156848.30,4244788.48,30113795.53,24706196.98,20292279.63,12235055.32,27262222.69,16081406.64,12537176.46,5572466.04,13178894.55,9941301.80,8401448.78,5717463.42,12544578.64,9496053.42,7048351.05,2856443.43,14844251.44,10668070.42,8988013.79,6343102.06,34916191.37,27429994.85,22472721.64,12854943.40,76052422.03,56544832.15,43241104.05,20225041.31,98453524.31,73241202.45,50966775.14,26979663.85,47549601.93,31066642.28,23608450.24,13585333.68,90038955.52,63084322.00,47917560.07,23764591.39,56607890.52,44391206.04,32819286.09,18774919.73,78356570.95,60658535.19,47562003.89,25670780.99,190751918.66,141720161.88,92738301.54,46975793.01,132257374.19,70812272.97,51003761.93,23280148.79,138156133.06,135500157.64,34638270.06,16026934.40,130369659.28,97949570.95,79263945.47,42030472.04,70715499.71,39249169.48,28686126.62,17104979.49,71184128.72,41833815.60,61699139.10,33791020.00,72821546.12,29193447.11,60664243.06,28598264.61,49051239.39,25273509.73,39625576.42,19465296.81,34121635.25,23004770.00,44220243.49,0.0
3,二、营业总成本,45754748.81,30895087.27,21665400.35,8641180.93,40698092.57,31111395.33,25037549.00,15202664.33,43147900.82,26392428.82,20469077.84,9150348.19,26899925.17,21811114.24,16272129.38,9349351.54,27217260.90,17112007.52,12239310.61,5144718.44,28390880.40,16758391.80,13092306.21,7616444.11,44784447.38,33776985.69,27067042.83,14464959.74,81664610.10,59088405.73,45645024.26,22040614.86,103719144.64,75462237.32,52798139.68,27828631.88,53157945.71,35699401.22,27136626.14,14879808.66,106085287.66,70340701.92,54611654.67,27637417.57,75012507.75,56985519.57,41380515.73,22489965.70,88151919.62,63912459.30,47117510.58,26131010.41,180239417.30,133677304.33,88914568.30,45178349.23,142113954.61,77595785.39,55313217.94,25304320.15,152353455.15,141066657.42,38599146.25,17259116.72,137021935.07,105487938.31,81986293.51,42391924.45,64964943.39,37510333.15,25396383.18,15391795.10,59904271.73,35095146.69,49212421.19,24425675.08,50653532.87,22871110.26,44083557.85,22141443.09,38298784.74,0,34349500.02,0,25292260.21,15192844.00,29630208.63,0.0
4,营业成本,32902816.88,21399819.17,14769203.79,5383888.38,30244579.53,24752585.53,20085253.55,12509957.54,26698646.72,14823027.31,11473155.30,5196642.44,14962273.29,11538947.76,9605852.72,6690010.01,15104712.65,11344591.59,8505291.95,3631271.91,16666562.56,11420276.87,9197929.20,6246756.86,34080097.49,26940897.09,22151442.48,12599716.15,67251394.14,51181574.14,39908280.57,18481230.88,90846248.93,66777915.19,46342741.47,24433539.29,41618491.11,28010406.99,21418153.38,11672380.03,81671106.81,59175813.12,46461123.55,23682638.68,60016625.51,46945766.04,34094774.10,18888530.18,67182160.14,48951024.46,35959865.94,18936392.96,141952457.58,107479208.93,72853332.57,37751007.09,97562998.79,49239346.75,34821484.80,16872957.82,114385465.20,119040176.22,24354024.08,10402831.44,111335013.15,85984370.21,69640018.37,35971301.09,48373914.36,26725529.46,19442722.66,12182536.29,46247459.89,27813732.49,35856653.45,17477307.30,38486283.99,19007232.99,31173600.45,15651711.01,27986924.56,0,25881932.75,0,20052579.63,11991327.00,23745486.97,0.0
5,营业税金及附加,254846.84,126612.61,99325.52,6143.24,294669.88,182444.09,176328.65,84886.55,568244.83,189889.74,184690.39,45488.18,180970.96,27247.62,20931.68,9576.72,49892.21,49892.21,52592.21,25670.93,132287.50,39005.63,36105.26,34841.86,137403.52,123911.12,123911.12,75297.91,276478.38,197024.19,196351.89,120444.71,327068.06,259888.23,104198.14,47822.93,86716.46,52632.52,50582.48,46870.76,241149.21,147420.84,132791.18,79376.70,92609.26,66977.90,60223.45,48505.98,258486.75,203871.31,165328.59,94792.29,802018.04,561866.35,303267.50,151613.54,683459.04,398683.51,289793.11,133984.01,775918.44,325826.96,185446.55,95441.10,686677.59,209190.27,136064.62,59386.92,1334787.82,398380.70,319089.85,129272.05,431232.69,368771.60,882015.90,530141.38,1247296.61,328167.28,807058.31,299521.15,510912.10,0,453655.60,0,170210.11,126154.00,269952.90,0.0
6,销售费用,1199416.26,888214.66,575191.04,319931.27,1259007.29,958646.76,696479.98,378775.51,941278.32,638729.75,439831.27,246567.17,997968.25,626717.01,437042.96,237620.65,750703.68,569705.53,401409.82,207630.20,668723.88,513968.09,373671.75,202079.06,703795.77,571249.74,428857.07,230591.21,862787.22,629370.36,439911.45,219584.81,917077.06,675276.77,462578.75,233697.67,652070.35,476533.13,339077.98,190923.03,872087.33,704499.65,509333.18,238248.76,770463.37,625797.87,416114.98,213594.57,1027181.20,773532.45,465646.20,270786.27,5549224.61,3588001.05,2301362.99,1049478.77,4601101.24,2870568.59,1965986.42,845786.72,3907581.22,2420898.43,1436052.32,717338.34,2738485.50,1973431.47,1418638.81,1011117.02,2668989.75,1638941.59,484146.77,250698.97,1319543.77,668697.87,1497768.03,590847.01,1081393.43,473816.22,5268461.56,2915988.74,4852470.95,0,4684328.93,0,3029125.13,1688324.00,3484087.34,0.0
7,管理费用,13938308.71,10179191.78,7326168.73,3386453.51,14533768.34,10820731.73,7872407.51,3599164.05,17744953.51,13434006.98,10147081.46,4513588.58,16703505.88,12126252.42,8288296.88,3708105.55,14818523.29,10185826.11,5862177.34,2789320.07,10974609.77,8232660.44,5588469.91,2847834.37,11281443.53,8729075.66,5934467.81,2884326.70,13113430.35,9633132.71,6778313.40,3712436.95,12744942.63,9242897.75,6253575.34,3445913.28,10988909.70,8118006.18,5972167.06,3397219.14,12777303.03,9092338.82,6561727.99,2991417.79,9948464.78,7550388.30,5367102.98,2569218.33,11168730.29,8544128.28,6122814.86,3236684.68,25625816.18,17315134.22,10230857.46,4693409.78,30066945.01,18321222.65,13229159.94,4957243.94,25067940.04,13355650.94,8793328.75,4194086.87,14966704.55,12030796.06,7286183.12,3719761.07,9579960.64,6990681.42,4169320.36,2466341.66,9325604.52,4624037.10,8850931.00,4965228.48,9169187.58,2760119.93,6498866.54,3203792.05,4131365.92,0,3025246.70,0,1952734.41,1369997.00,984320.55,0.0
8,财务费用,-2540639.88,-1698750.95,-1104488.73,-298557.77,-6270740.96,-5119637.76,-3360514.48,-1016819.10,-3295937.38,-1887452.38,-1193040.05,-538064.91,-3348677.47,-1923935.88,-1656357.10,-958727.18,-4912302.54,-3518701.10,-1736194.60,-573971.29,-1644915.48,-1609460.74,-630830.28,-620067.52,-1463179.52,-1304432.05,-692916.15,-655385.63,-1092985.69,-969766.16,-261211.36,-192864.88,-912320.88,-762944.82,-507524.39,-236323.65,-886516.84,-651012.26,-398013.41,-178615.51,1216980.80,1279023.02,920737.76,384939.23,3199789.66,2530530.15,1575394.23,800844.42,4305151.71,3539609.16,2686823.03,1374497.99,6309900.89,4733093.78,3225747.78,1532840.05,9199450.53,6765963.89,5006793.67,2494347.66,8216550.25,5924104.87,3830294.55,1849418.97,7295054.28,5290150.30,3505388.59,1630358.35,3007290.82,1756799.98,981103.54,362946.13,2580430.86,1619907.63,2098667.93,839569.04,649975.99,301773.84,335570.99,70430.14,817111.21,0,304336.04,0,87610.93,17042.00,1146360.87,0.0
