,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,5218241623.62,3728303476.93,2419243689.78,4369208710.77,3584696916.32,2345706630.30,1374006139.79,5640050925.14,4367331345.24,2763638347.19,1203743091.12,5857355339.07,4157682154.10,2575720420.98,1196479002.59,8499643780.49,6974656370.61,4858379366.99,1625161437.73,4548208653.84,3111396407.32,1763741969.78,887954771.92,3047939863.05,2267534367.19,1356833011.72,815345710.47,2286081502.18,1704469957.60,1227735172.02,582228760.97,1863518770.19,1337998541.45,1095725570.88,728593528.13,3199216250.96,2296320397.11,1237741399.49,927255688.98,3194397894.52,2031618071.56,1356449575.24,532694151.08,2073241925.87,1649141657.59,1359220049.32,706951397.24,4961893857.56,0.0
2,手续费及佣金净收入,2386656822.41,1682526798.26,873154125.81,2720300911.85,1976492024.12,1398183367.04,773618544.50,3205526881.26,2414269743.44,1472490541.07,669277612.80,3502006216.18,2470960882.44,1629288686.30,773845638.16,5610381497.05,4300421502.59,3084351171.12,1002980261.73,2625758849.10,1618098162.70,938331901.06,565076966.64,1750258479.30,1213547452.98,757629956.26,388777563.72,1328355330.14,953795241.20,651827901.70,306855221.73,1527776204.57,1205471277.30,843464486.18,436558958.46,2034883361.89,1366938216.44,921118962.79,488003531.84,2300774312.56,1593513848.35,977433711.47,359923453.73,1221483155.25,967002346.31,739226465.14,422835937.47,2134383292.89,0.0
3,代理买卖证券业务净收入,1513738111.50,1038849732.97,521398348.88,1589253860.42,1263130017.78,891346951.15,470903722.69,1773215162.38,1329387705.01,794953031.11,392646479.96,2111083760.15,1600917605.54,1093724280.02,556259074.93,4719162101.66,3800229796.61,2743985298.84,892980619.65,2066111239.00,1197404891.44,674498666.12,393272955.72,1493444643.41,1090654928.23,661867857.68,339981970.96,1028627193.10,790293243.94,541007532.75,267541980.92,1258688465.35,1015986891.99,707014795.56,395180314.49,1752871932.50,1207394880.84,799949267.83,408577372.50,2047183858.73,1446158200.89,849515392.64,344480628.05,1102400204.55,884765587.16,691303913.21,389194529.24,2080213580.25,0.0
4,证券承销业务净收入,519796882.18,395802689.07,234840560.38,551450872.75,347526664.97,243593247.49,160484992.36,708070669.21,554312441.98,350045818.71,133872757.27,690320140.08,504306699.17,290933787.36,84885647.29,523242127.44,231966130.85,158734466.02,49828387.33,386836340.12,288582930.61,195782143.53,142761308.06,160838907.19,45221650.00,45091650.00,26379650.00,172847270.67,89888270.67,63933270.67,19517270.67,134870345.50,96475345.50,78477345.50,16823345.50,169434861.01,104162886.66,82727886.66,64122886.66,162410233.30,93231463.99,92176990.59,2808850.60,73137600.00,58779300.00,33497300.00,25165000.00,31795518.80,0.0
5,受托客户资产管理业务净收入,269235523.35,191563832.85,99699018.40,466528508.04,303082699.02,218186964.36,120600836.57,639033712.95,479613889.36,285997504.87,128179449.29,628505026.29,336196445.44,226950122.61,124347607.92,329231292.48,250760897.52,168139857.65,51997184.85,157251751.22,118497996.29,56266269.22,28172226.91,89588189.37,56018050.29,37337318.44,18932938.41,68366873.91,52335118.59,31004598.28,16120970.14,81255044.36,63532918.86,41248923.75,16612178.88,83870426.37,35419545.22,23069808.30,10431272.68,66813919.35,37704183.47,21571328.24,11953975.08,10006330.95,4547459.15,2775251.93,-273591.77,7429193.84,0.0
6,利息净收入,555080328.83,353846185.15,156943980.27,472755273.32,423100604.72,315552849.69,167512347.30,1130854910.67,893841996.87,662659692.00,337165031.47,1354563710.05,871569619.36,518159107.92,233702490.04,1205461899.23,917503720.13,635173118.91,233629319.40,776555243.84,536275716.68,323573044.52,154139833.81,520047981.83,367989260.62,229982165.37,111232192.66,398432070.23,305621966.26,190564822.69,82012714.90,284145897.29,191756354.60,106053618.51,50688353.99,208555832.51,154175220.24,105665994.41,57191760.09,170125447.47,110956331.24,62004010.83,31244093.96,131754657.34,102609371.45,70623150.76,33063094.70,109772117.50,0.0
7,其中:利息收入,2220421564.80,1479434790.24,707547748.10,3164440036.82,0,1788339183.41,0,3818276019.62,0,1899996767.54,0,3325518014.85,0,1568953206.52,0,3895589378.16,0,1906287272.96,0,1432984328.23,0,544497703.78,0,788659498.28,0,333359462.12,0,558680134.98,0,265448638.52,0,445308327.26,0,186024892.63,0,321993185.06,0,156704749.35,0,253363729.27,0,94017861.70,0,261661611.68,0,153836356.34,0,261686834.41,0.0
8,利息支出,1665341235.97,1125588605.09,550603767.83,2691684763.50,0,1472786333.72,0,2687421108.95,0,1237337075.54,0,1970954304.80,0,1050794098.60,0,2690127478.93,0,1271114154.05,0,656429084.39,0,220924659.26,0,268611516.45,0,103377296.75,0,160248064.75,0,74883815.83,0,161162429.97,0,79971274.12,0,113437352.55,0,51038754.94,0,83238281.80,0,32013850.87,0,129906954.34,0,83213205.58,0,151914716.91,0.0
