,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,549012674.89,339190174.05,143921648.63,637046707.03,489960226.29,340984843.24,171620013.62,858040132.74,672360983.25,439480144.17,191829256.72,619167770.74,456933423.45,309538525.56,137699187.33,499455781.11,389423540.82,248734629.86,117513081.51,694839760.10,574799097.22,366621826.36,162659610.67,626821044.64,453351424.39,302732823.42,154372188.50,723891496.54,548851511.10,383517298.55,214990907.87,875778275.09,685932871.16,461498937.23,229257873.14,745580123.38,525153122.53,366405407.84,137890464.87,508262752.54,370475322.72,212122658.94,93287223.02,189401245.08,111830906.45,72721200.02,42328434.23,193244882.85,107169387.97,67894925.19,28572239.05,178886457.90,94655767.43,63936146.28,29321617.22,132307666.72,79879095.13,48543072.03,25756355.34,139280848.19,91764597.04,60234521.91,27108633.57,135200917.79,77656376.45,47776509.38,20104961.07,148762742.54,108886519.00,74972690.48,24588941.90,98546637.20,54869143.62,137812683.52,67242049.96,191752631.70,86680161.93,126703114.00,38620137.17,201567390.00,136670294.00,293692550.00,110830439.00,353463423.00,162570494.00,339680112.44,139244742.00,462855931.00,224980867.00,553466932.00,401015094.00,0.0
2,营业收入,549012674.89,339190174.05,143921648.63,637046707.03,489960226.29,340984843.24,171620013.62,858040132.74,672360983.25,439480144.17,191829256.72,619167770.74,456933423.45,309538525.56,137699187.33,499455781.11,389423540.82,248734629.86,117513081.51,694839760.10,574799097.22,366621826.36,162659610.67,626821044.64,453351424.39,302732823.42,154372188.50,723891496.54,548851511.10,383517298.55,214990907.87,875778275.09,685932871.16,461498937.23,229257873.14,745580123.38,525153122.53,366405407.84,137890464.87,508262752.54,370475322.72,212122658.94,93287223.02,189401245.08,111830906.45,72721200.02,42328434.23,193244882.85,107169387.97,67894925.19,28572239.05,161208668.37,80535893.51,54578049.55,24514191.62,114421667.78,68775483.40,41719866.24,20726426.85,129245944.71,80049116.40,52203699.29,22506719.64,118522402.81,60961450.14,35934357.06,15367123.19,128961236.66,95995993.44,68714404.90,20422210.33,82861878.62,41768426.49,118411642.09,56916149.38,164663658.29,78010711.06,125173904.00,38743964.70,173948400.00,122806010.00,268613945.00,98070235.00,353463423.00,160633881.00,339801227.72,139244742.00,462855931.00,224980867.00,552621357.00,400642981.00,0.0
3,二、营业总成本,547196425.35,336433054.05,143650187.48,634300173.31,491129704.77,338582633.28,171509663.58,853455010.07,673873979.03,437502286.20,191831362.18,611110771.22,452911993.54,301336765.71,137536986.38,531003343.27,414576515.80,265260708.90,131536886.19,691076836.44,574117195.53,365080280.21,161989734.18,634436289.11,451431120.47,299072961.97,153783651.26,718284986.86,540459878.05,374986346.19,208756579.61,860595787.53,674351677.65,450387314.02,225527259.41,730995280.11,514940965.17,356403776.17,132407483.84,499959176.11,359624586.43,207633871.71,90575354.22,193957378.65,120327600.42,79232188.19,42940270.50,195884373.91,116749546.18,74269222.46,28593464.16,198497286.48,93344565.33,63412521.28,28787150.04,126015841.14,76191075.97,48158244.31,26480192.90,182854598.66,95431453.77,62142101.75,27000084.17,142206190.04,77815293.78,47993587.09,20829189.60,148761917.84,107725224.40,78885687.86,24087165.20,100874379.53,53956310.69,133896891.54,63932062.20,183410771.75,84857094.19,178401878.00,59594809.52,270082053.00,124107546.00,248880672.00,0,319743202.00,0,299271273.89,0,410902854.00,0,521398145.00,357890058.00,0.0
4,营业成本,487096790.74,297580208.34,123972772.66,566691476.49,440512068.49,302582979.44,152728695.85,777906611.12,611011951.57,398913925.08,172648617.84,534736613.02,397033133.61,264288398.24,117411777.37,418001067.08,326662858.89,207463525.37,100468187.06,593998799.18,505448858.26,326921602.88,141788368.98,556598949.78,394291567.27,263513507.38,134382466.54,637127498.77,482023944.27,336861526.85,188935971.87,789063149.35,622592144.54,416891940.56,209590258.62,666733440.07,469427601.57,326247895.99,119242694.86,450885753.00,316949913.23,180418375.74,79905708.80,155172877.06,93787195.61,61521143.96,34131325.38,167135398.03,94372328.19,59062394.20,23666252.64,156991380.02,76354368.60,51542632.11,22885199.36,107048606.74,66869744.59,43021796.07,21537650.43,127783045.82,75792168.48,48934376.91,20884522.78,109062596.83,57367967.28,34830931.85,14821110.98,120222890.94,88554174.10,65330041.42,18866012.85,80378956.14,43823747.16,114084325.01,55550828.44,156294638.06,76040992.99,141939144.00,44180105.52,207811935.00,111530826.00,236731916.00,0,308407332.00,0,270883157.02,0,376577881.00,0,508829924.00,349064972.00,0.0
5,营业税金及附加,2245537.72,1310110.00,628766.00,3975984.41,2587120.52,1712293.39,1117886.20,6447920.89,3327635.76,2317887.45,1491954.21,6137557.58,2543023.16,2156369.16,1694769.37,9242961.43,4920188.37,3677294.51,1029949.88,5655209.84,4381764.40,3005524.09,2130920.06,5047372.25,4088844.27,1273512.07,664519.22,3485761.22,2711251.58,1655984.64,838415.68,3599651.17,2573912.90,1737536.45,829972.33,3420534.89,2247153.31,1493633.36,791103.86,3026639.53,2267627.23,1830716.14,648909.94,2828600.24,1514383.97,1014361.45,477565.00,1625087.63,1489175.45,980165.08,26444.97,67144.84,0,0,0,54500.77,22314.77,22314.77,0,59219.73,0,0,0,45997.41,0,0,0,51725.12,0,0,0,82274.72,42807.75,50700.92,20591.98,14792.81,102059.89,0,0,0,0,24400.00,0,0,0,0,0,0,0,0,0,0.0
6,销售费用,14557759.76,9130380.22,3231596.06,14100247.17,12053059.93,8433363.31,3844118.14,15916493.87,11762865.09,7363051.86,3335114.13,11415270.82,7889841.76,5283735.71,2441634.16,11427705.20,7622389.84,5131770.58,2669100.41,11512229.16,8704843.81,5564699.14,2600832.06,10021716.98,7298539.82,4557574.73,2238764.11,8068151.58,6031250.42,3466307.56,1748619.61,5407314.52,5009162.64,3328879.52,1469381.53,4022023.19,4086594.21,1169773.97,953612.86,6138931.82,4197476.22,3027035.54,1337685.11,3588602.84,3181544.36,2211264.49,1011006.23,3733724.38,2642713.65,1746199.80,587384.67,3445845.36,2316022.44,1639193.59,794629.98,2538648.54,1649323.18,1082466.78,522166.93,3870711.67,2498491.22,1700633.67,782848.11,3335235.63,2015392.16,1307777.36,700039.34,1841121.28,1323728.62,799805.19,426050.93,2225940.25,1151308.00,5962315.86,2096151.37,10764598.44,4428391.07,10558787.00,3605611.82,8554249.00,4127287.00,8762695.00,0,0,0,7433048.99,0,8362380.00,0,7551098.00,9207496.00,0.0
7,管理费用,30906279.24,19616991.39,11971872.78,38515205.15,22964669.93,20400985.42,9464851.87,42783111.53,38673364.32,24085956.74,11689655.01,50261495.60,40843439.93,27295883.47,13936016.77,42591764.80,32171134.90,18594919.77,11372964.11,39200279.02,29522696.42,19519931.83,10215002.01,39240424.34,29738810.28,21074358.43,10947611.34,45568945.84,33493693.05,21570404.40,10859762.08,37608576.76,30187870.36,19453213.98,9246367.59,32003619.91,24036348.73,16030758.40,7936979.56,29711162.55,27349030.56,16821127.85,6848772.65,23824246.71,16143395.79,11037561.09,5041632.79,17100889.55,15457562.02,10456267.74,3054532.06,32789662.98,10926062.86,7746872.86,3790637.17,9692215.28,2541639.84,571161.72,2864644.47,43936091.06,12018578.87,8069041.42,3640664.66,23000743.82,13537570.92,8701749.39,3823403.74,19400702.38,12477236.55,9235138.60,3235288.36,12437876.04,5986898.66,12439627.07,7256564.45,19136248.67,6506638.95,19700414.00,8761459.55,46784738.00,4897462.00,8995812.00,0,11335870.00,0,22973794.56,0,22590910.00,0,2482680.00,6804643.00,0.0
8,财务费用,6852728.93,5068371.24,3845179.98,10316763.45,5216790.23,5447070.22,4354111.52,8979085.95,9191587.68,4914890.46,2759446.38,5012897.34,4602555.08,2312379.13,2052788.71,48393716.52,43199943.80,30393198.67,15996684.73,39784553.27,26200025.63,10209515.26,5254611.07,21454338.85,16882403.45,9523053.98,5550290.05,21670454.84,15155233.98,10220006.16,5163965.42,18979860.46,13988587.21,8801913.51,4391279.34,18080992.31,11362835.29,7681282.39,3483092.70,11695034.23,8860539.19,5536616.44,1834277.72,6527280.66,5090168.81,2968516.75,2278741.10,4227096.85,2787766.87,2024195.64,1258849.82,5203253.28,3748111.43,2483822.72,1316683.53,6681869.81,5108053.59,3460504.97,1555731.07,7205530.38,5122215.20,3438049.75,1692048.62,6761616.35,4894363.42,3153128.49,1484635.54,7245478.12,5370085.13,3520702.65,1559813.06,5749332.38,2951549.12,4670056.57,1987117.40,5753201.42,2759228.03,6203533.00,3047632.63,6931131.00,3551971.00,-5634151.00,0,0,0,-2018726.68,0,3371683.00,0,2534443.00,-7187053.00,0.0
