,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,285454197.99,199741510.22,112598627.97,1038975516.88,766910932.92,515556574.63,236780305.24,1465292337.85,992570434.48,619741403.79,260357371.59,1477286407.87,1123679066.89,642768238.35,258759163.73,1536911195.02,1095058707.01,659767380.75,267325723.46,1607378846.11,1117622992.30,699608275.39,240381392.52,1487768452.99,1034877417.30,640739715.26,292835748.71,1773072202.74,1171190790.61,676101362.17,306007845.02,1467371818.92,882226671.60,516285366.70,186641216.49,1168890303.04,787982508.43,477515265.23,242813245.29,857961548.30,506204917.60,299352360.37,101136716.90,635970155.85,414228807.22,296328900.86,103050125.79,431433823.12,294251209.52,203848071.19,75098744.56,233730911.08,106722947.69,40950989.98,0.0
2,营业收入,285454197.99,199741510.22,112598627.97,1038975516.88,766910932.92,515556574.63,236780305.24,1465292337.85,992570434.48,619741403.79,260357371.59,1477286407.87,1123679066.89,642768238.35,258759163.73,1536911195.02,1095058707.01,659767380.75,267325723.46,1607378846.11,1117622992.30,699608275.39,240381392.52,1487768452.99,1034877417.30,640739715.26,292835748.71,1773072202.74,1171190790.61,676101362.17,306007845.02,1467371818.92,882226671.60,516285366.70,186641216.49,1168890303.04,787982508.43,477515265.23,242813245.29,857961548.30,506204917.60,299352360.37,101136716.90,635970155.85,414228807.22,296328900.86,103050125.79,431433823.12,294251209.52,203848071.19,75098744.56,233730911.08,106722947.69,40950989.98,0.0
3,二、营业总成本,496269113.76,365345479.74,253178523.34,1210741949.24,740966672.14,492294327.34,232513341.79,1331473937.42,882144890.72,532293705.37,237300506.19,1286996814.28,972119075.19,558310953.04,237110273.35,1378943961.05,958281613.29,582930919.13,249349485.98,1470348641.51,986598585.90,623852912.11,222312090.16,1350437173.14,912385001.31,567559906.47,273028681.79,1614622220.45,1056754641.65,609134182.54,285116645.60,1302468633.22,777555214.39,458487156.79,171772742.31,1049669425.61,720655355.49,432743878.09,224591988.02,787777435.39,476657134.22,281462125.73,96127103.77,571113876.91,372102560.29,261838155.99,90683185.56,383642781.17,261418290.97,179718364.43,67603098.10,206140174.40,92682349.18,34814802.13,0.0
4,营业成本,260664553.98,193622370.20,103109054.68,875184496.76,637917868.55,417136459.01,193838316.70,1141270057.69,792624559.53,479578022.07,212538971.35,1171577244.58,894582301.70,511094235.50,207039746.56,1209617037.66,854632509.88,520605178.95,216309700.32,1309396886.08,893769859.89,567297033.43,199986542.82,1162981303.35,811211508.67,506000092.12,239293759.24,1428383277.54,964053219.77,559574884.19,262467002.24,1166826323.21,708901740.93,421634668.76,157359201.37,966479790.13,669800502.84,410032230.44,214317812.22,736231259.41,446081426.53,264596129.72,88220346.67,529726895.70,345932144.46,249129943.25,86686158.08,369668905.13,249853330.86,171359615.33,63557184.66,193964999.61,86860323.66,30787295.91,0.0
5,营业税金及附加,9264997.51,6207026.59,3378432.41,14229463.19,11197726.02,7393585.21,2273730.94,12621072.50,7523294.19,5143876.90,2763491.03,8354582.04,3818579.94,2888369.46,1778503.59,7561484.67,5582048.25,4252441.63,2077921.09,3235853.92,2804168.33,2155650.40,1526189.33,7828545.03,6450013.61,5297642.37,2788756.06,7099993.57,4321038.49,1755428.95,1377243.08,2612905.41,1990237.36,1390927.96,1156502.79,4834588.19,1643417.86,1424621.38,683908.64,597967.37,253764.89,35463.16,11289.85,1164969.05,439259.28,439259.28,438704.28,166365.84,555.00,555.00,555.00,0,10230.27,68457.52,0.0
6,销售费用,8658562.91,5896909.23,3255351.65,16187807.75,12396250.82,8515251.18,4329478.83,24192861.48,18733421.36,13180649.83,7116689.57,39981802.24,27586884.91,19167458.96,8470730.91,44492097.89,33249414.70,20359420.26,8218817.73,48011159.10,35745880.90,23104375.14,7833546.64,52429053.81,34248713.17,21451478.00,12148442.84,70730105.96,32068004.40,18640406.73,8663614.71,47089801.74,25624347.72,12458406.16,4769876.13,28152220.84,21192260.67,7288234.59,3294939.09,10516590.96,5781307.44,3764494.13,1274041.91,7400661.26,5940862.77,2963291.75,1179507.65,4350185.12,3387741.04,1976052.75,862048.69,4104743.23,2299670.27,985025.02,0.0
7,管理费用,108796765.78,72474157.56,37566200.01,142966399.66,25741227.99,17675488.22,14159759.54,31128805.93,22344409.74,14179130.69,6379885.62,32038475.31,22102790.17,14444797.20,6266482.50,35645142.08,20575232.99,13424264.56,6423137.19,28905907.67,21955044.45,12397574.16,5609784.64,34831453.47,20960239.66,13290041.60,6104589.94,27084269.58,20137722.35,11809710.48,5660403.09,15744025.23,10510820.59,6651824.52,2675653.21,16769494.12,8124509.19,5426535.51,2375476.85,10650255.49,8314514.91,6142301.59,2410116.99,10431529.04,6066099.72,4554318.19,1803963.39,6224253.01,4347074.76,3222643.95,974986.03,3085092.11,1265800.08,1551368.33,0.0
8,财务费用,108884233.58,87145016.16,70329547.45,90342854.69,41028578.06,45279312.83,25319628.78,105633847.66,44741891.21,24033170.72,8501468.62,15065907.02,19962613.52,14484675.47,13554809.79,66110195.21,44744423.91,24791630.17,16509382.06,79642869.06,35679112.28,22253758.93,9051913.61,84682210.40,39548106.80,21554232.98,12693133.71,77948197.36,35990193.38,16881245.38,6948382.48,70128937.98,30528067.79,16351329.39,5811508.81,33702500.08,20102934.07,8780525.31,3919851.22,29589868.01,16226120.45,6923737.13,4211308.35,22311060.83,13672509.73,4699659.19,574852.16,3346675.53,3829734.53,3159642.62,2221288.02,4837441.31,2246324.90,1422655.35,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,35539937.14,71830927.19,12685020.70,-3705769.11,-7407573.00,16627292.16,-3822685.31,-3821144.84,0,19978803.09,4065904.95,-3768583.55,0,15518003.54,-502016.44,-502016.44,-189472.41,1155965.68,-3355479.95,-3355479.95,-1695886.88,7684607.08,-33580.60,-33580.60,0,3376376.44,184463.26,472506.81,0,66639.65,0,0,0,-269167.75,-208269.14,-208269.14,0,191494.15,0,0,0,78761.03,51684.33,51684.33,0,-113603.46,-145.22,-145.22,-12964.30,147898.14,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,886448.98,876969.00,872571.74,1283754.42,1264781.54,1235973.01,1234440.44,1091523.00,1099040.37,624703.04,626194.39,742112.69,797460.22,791785.81,791603.94,442346.76,583312.17,579060.48,579929.72,0,0,0,0,0,0,0,0,0,-1428.94,-1428.94,0,235693.55,2377961.52,2377961.52,2377961.52,1284861.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
