,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050630,20041231,20031231,20021231,20011231,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,549182000000.00,416333000000.00,276733000000.00,141034000000.00,504107000000.00,376141000000.00,251447000000.00,126015000000.00,483278000000.00,364072000000.00,248236000000.00,129295000000.00,483630000000.00,369070000000.00,261895000000.00,122819000000.00,474321000000.00,356773000000.00,239561000000.00,121440000000.00,456331000000.00,346334000000.00,234924000000.00,120038000000.00,407508000000.00,305609000000.00,206084000000.00,105466000000.00,366091000000.00,269435000000.00,179627000000.00,94956000000.00,328166000000.00,245279000000.00,166110000000.00,83567000000.00,276817000000.00,202420000000.00,133010000000.00,67556000000.00,232198000000.00,168881000000.00,107856000000.00,50533000000.00,228288000000.00,177392000000.00,119077000000.00,55037000000.00,180669000000.00,137518000000.00,88771000000.00,42869000000.00,146074000000.00,100620000000.00,64602000000.00,33455000000.00,116028000000.00,56679000000.00,104737000000.00,92839000000.00,76335000000.00,65639000000.00,59242000000.00,38016000000.00,38731000000.00,39142000000.00,0.0
2,利息净收入,374250000000.00,277820000000.00,181684000000.00,89381000000.00,359706000000.00,264306000000.00,176701000000.00,86051000000.00,338389000000.00,252084000000.00,165042000000.00,78608000000.00,306048000000.00,229805000000.00,154858000000.00,79536000000.00,328650000000.00,246280000000.00,163391000000.00,81000000000.00,321102000000.00,238775000000.00,156675000000.00,76467000000.00,283585000000.00,208205000000.00,137288000000.00,66960000000.00,256964000000.00,189444000000.00,124054000000.00,60598000000.00,228064000000.00,167302000000.00,110215000000.00,53536000000.00,193962000000.00,140804000000.00,91864000000.00,44506000000.00,158881000000.00,115610000000.00,74722000000.00,36838000000.00,162936000000.00,122250000000.00,81523000000.00,40815000000.00,152745000000.00,110573000000.00,71027000000.00,34373000000.00,121371000000.00,86854000000.00,54476000000.00,26218000000.00,100405000000.00,48658000000.00,84985000000.00,71904000000.00,54091000000.00,50930000000.00,44960000000.00,28640000000.00,30169000000.00,30477000000.00,0.0
3,其中：利息收入,742207000000.00,553652000000.00,365364000000.00,181222000000.00,687900000000.00,505578000000.00,334583000000.00,163912000000.00,622616000000.00,461114000000.00,300634000000.00,144807000000.00,566139000000.00,423763000000.00,284265000000.00,145509000000.00,615056000000.00,463960000000.00,308422000000.00,153382000000.00,602680000000.00,449345000000.00,294193000000.00,142457000000.00,518995000000.00,381611000000.00,249870000000.00,122979000000.00,506528000000.00,380743000000.00,253121000000.00,123127000000.00,413102000000.00,298032000000.00,190774000000.00,90609000000.00,313533000000.00,228228000000.00,148025000000.00,71252000000.00,261424000000.00,193668000000.00,127332000000.00,63300000000.00,286927000000.00,214613000000.00,141405000000.00,70091000000.00,261871000000.00,190347000000.00,122503000000.00,59668000000.00,215334000000.00,156383000000.00,99777000000.00,48044000000.00,167345000000.00,77466000000.00,128903000000.00,112274000000.00,102156000000.00,133195000000.00,147110000000.00,133317000000.00,164001000000.00,162938000000.00,0.0
4,减：利息支出,367957000000.00,275832000000.00,183680000000.00,91841000000.00,328194000000.00,241272000000.00,157882000000.00,77861000000.00,284227000000.00,209030000000.00,135592000000.00,66199000000.00,260091000000.00,193958000000.00,129407000000.00,65973000000.00,286406000000.00,217680000000.00,145031000000.00,72382000000.00,281578000000.00,210570000000.00,137518000000.00,65990000000.00,235410000000.00,173406000000.00,112582000000.00,56019000000.00,249564000000.00,191299000000.00,129067000000.00,62529000000.00,185038000000.00,130730000000.00,80559000000.00,37073000000.00,119571000000.00,87424000000.00,56161000000.00,26746000000.00,102543000000.00,78058000000.00,52610000000.00,26462000000.00,123991000000.00,92363000000.00,59882000000.00,29276000000.00,109126000000.00,79774000000.00,51476000000.00,25295000000.00,93963000000.00,69529000000.00,45301000000.00,21826000000.00,66940000000.00,28808000000.00,43918000000.00,40370000000.00,48065000000.00,82265000000.00,102150000000.00,104677000000.00,133832000000.00,132461000000.00,0.0
5,手续费及佣金净收入,89612000000.00,71616000000.00,50564000000.00,27355000000.00,87208000000.00,68518000000.00,48188000000.00,25782000000.00,88691000000.00,69901000000.00,49187000000.00,25751000000.00,88664000000.00,68486000000.00,47827000000.00,25727000000.00,92410000000.00,71484000000.00,50044000000.00,24355000000.00,91240000000.00,72078000000.00,52131000000.00,28970000000.00,82092000000.00,65385000000.00,45481000000.00,24730000000.00,69923000000.00,49930000000.00,34250000000.00,21152000000.00,64662000000.00,50827000000.00,34974000000.00,18582000000.00,54483000000.00,41344000000.00,28306000000.00,15656000000.00,46013000000.00,34513000000.00,22955000000.00,11263000000.00,39947000000.00,31841000000.00,22365000000.00,9454000000.00,27488000000.00,18923000000.00,11764000000.00,5168000000.00,14323000000.00,10072000000.00,6841000000.00,3150000000.00,9247000000.00,4518000000.00,8557000000.00,7353000000.00,0,0,8140000000.00,4039000000.00,4284000000.00,5023000000.00,0.0
6,其中:手续费及佣金收入,104917000000.00,82488000000.00,57465000000.00,30698000000.00,99997000000.00,76933000000.00,53641000000.00,28612000000.00,100800000000.00,78372000000.00,54348000000.00,28268000000.00,98319000000.00,75188000000.00,52119000000.00,27793000000.00,100905000000.00,77748000000.00,54134000000.00,26253000000.00,98538000000.00,77343000000.00,55575000000.00,30719000000.00,88585000000.00,69942000000.00,48473000000.00,26172000000.00,75198000000.00,53730000000.00,36721000000.00,22382000000.00,70018000000.00,54881000000.00,37603000000.00,19858000000.00,59214000000.00,44726000000.00,30505000000.00,16776000000.00,50234000000.00,37540000000.00,24850000000.00,12079000000.00,43712000000.00,34442000000.00,24113000000.00,10279000000.00,31554000000.00,21602000000.00,13388000000.00,5906000000.00,17139000000.00,0,8166000000.00,3734000000.00,12698000000.00,5915000000.00,11388000000.00,9568000000.00,0,0,9965000000.00,7264000000.00,6862000000.00,6960000000.00,0.0
7,减：手续费及佣金支出,15305000000.00,10872000000.00,6901000000.00,3343000000.00,12789000000.00,8415000000.00,5453000000.00,2830000000.00,12109000000.00,8471000000.00,5161000000.00,2517000000.00,9655000000.00,6702000000.00,4292000000.00,2066000000.00,8495000000.00,6264000000.00,4090000000.00,1898000000.00,7298000000.00,5265000000.00,3444000000.00,1749000000.00,6493000000.00,4557000000.00,2992000000.00,1442000000.00,5275000000.00,3800000000.00,2471000000.00,1230000000.00,5356000000.00,4054000000.00,2629000000.00,1276000000.00,4731000000.00,3382000000.00,2199000000.00,1120000000.00,4221000000.00,3027000000.00,1895000000.00,816000000.00,3765000000.00,2601000000.00,1748000000.00,825000000.00,4066000000.00,2679000000.00,1624000000.00,738000000.00,2816000000.00,0,1325000000.00,584000000.00,3451000000.00,1397000000.00,2831000000.00,2215000000.00,0,0,1825000000.00,3225000000.00,2578000000.00,1937000000.00,0.0
8,汇兑收益,8974000000.00,7406000000.00,3875000000.00,1485000000.00,-4574000000.00,-5079000000.00,-2658000000.00,-2914000000.00,-2334000000.00,-1327000000.00,2390000000.00,6067000000.00,6221000000.00,4376000000.00,3527000000.00,1059000000.00,10057000000.00,7379000000.00,2353000000.00,2386000000.00,9853000000.00,8331000000.00,6041000000.00,3112000000.00,5984000000.00,4729000000.00,3772000000.00,3883000000.00,-3527000000.00,2288000000.00,1562000000.00,-258000000.00,-9051000000.00,-12950000000.00,-6618000000.00,-3779000000.00,-661000000.00,-973000000.00,5676000000.00,3473000000.00,-1938000000.00,-1793000000.00,-5204000000.00,-5414000000.00,-25695000000.00,-32365000000.00,-23749000000.00,0,-662000000.00,0,0,0,0,-1438000000.00,0,0,0,0,0,0,0,0,2510000000.00,3698000000.00,3080000000.00,2328000000.00,0.0
