,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1993476721.94,1328160800.49,591162950.32,3051035392.65,2184061933.27,1479772683.98,624152423.89,2204267131.70,1395571686.74,841197126.11,325697545.58,1617188641.83,1097145021.95,682021580.63,286469638.89,1107853563.95,627844188.68,317216264.46,149262852.76,954053500.71,611109673.33,357204321.02,140905838.84,778365236.45,477653298.59,310106364.91,124942011.82,569546311.84,378785661.26,244347047.84,87237732.62,484772774.42,315747227.91,202884111.32,84759607.52,329496103.54,206775001.62,145738180.72,58116928.28,294983349.86,201466367.76,146522184.81,79555434.47,228862222.85,153054280.50,104179968.15,37438522.97,150368994.74,107426761.74,72331328.02,30494874.17,101528200.84,68991000.72,46750846.33,87787431.74,44035200.89,0.0
2,营业收入,1993476721.94,1328160800.49,591162950.32,3051035392.65,2184061933.27,1479772683.98,624152423.89,2204267131.70,1395571686.74,841197126.11,325697545.58,1617188641.83,1097145021.95,682021580.63,286469638.89,1107853563.95,627844188.68,317216264.46,149262852.76,954053500.71,611109673.33,357204321.02,140905838.84,778365236.45,477653298.59,310106364.91,124942011.82,569546311.84,378785661.26,244347047.84,87237732.62,484772774.42,315747227.91,202884111.32,84759607.52,329496103.54,206775001.62,145738180.72,58116928.28,294983349.86,201466367.76,146522184.81,79555434.47,228862222.85,153054280.50,104179968.15,37438522.97,150368994.74,107426761.74,72331328.02,30494874.17,101528200.84,68991000.72,46750846.33,87787431.74,44035200.89,0.0
3,二、营业总成本,2039901892.99,1358070563.16,617957459.79,3442849744.06,2174817756.79,1458138477.12,642142578.82,2165711838.14,1382910630.58,836016704.17,333621291.86,1549636337.57,1056386678.52,673281554.32,298656039.00,1114773315.45,665986397.39,353636838.15,167280493.34,929035209.29,601382992.42,369622479.19,156130767.77,747160440.96,475351097.87,308121750.78,132785014.17,551561721.05,378254508.02,247178051.09,101537517.61,440539784.37,277918758.90,179538645.43,78276604.37,284746012.87,182873528.97,126457497.20,50710219.93,237698911.55,169829903.71,121794627.65,68952172.19,177319857.66,111964857.75,76085261.22,28478080.43,109747468.45,80239812.44,55151747.74,23325719.43,77139543.23,52872048.91,37788777.51,71198523.30,39200909.82,0.0
4,营业成本,1450915341.58,966652276.99,421373364.44,2137498903.36,1576105969.78,1069888574.85,459652393.39,1526422129.89,972089763.98,578972742.22,217170748.78,1097415278.38,742177302.14,472228895.96,206364348.65,753682127.33,446492228.35,225613256.77,104808490.30,665344258.01,423201838.25,252371568.97,97859533.39,531123061.02,321119540.00,205728325.25,82466801.70,377383558.53,248068187.75,165097364.39,62691234.00,311832957.39,196720068.73,125772985.55,54171011.59,208884254.11,130765359.54,92123240.09,36015942.60,184906684.01,134857854.84,98490159.31,57153879.96,137516062.31,86216110.98,58145052.08,19412278.52,88395001.26,62599387.25,42985761.10,18025155.51,59644859.89,41240263.51,29562988.49,60471212.22,30943391.08,0.0
5,营业税金及附加,9434214.62,7277368.90,3128364.05,18487551.28,11845635.56,9426376.96,2293271.51,14755616.39,10847757.79,7013715.49,4178842.63,12975401.55,5766989.47,3765985.44,1551886.22,6793092.87,4874060.42,3160234.16,1511943.26,4530053.47,1958636.98,966593.43,205880.83,4805411.37,1549012.53,843916.70,276291.87,6251583.92,2314184.63,1395143.61,396356.21,3864235.97,2031797.54,702654.99,165983.36,4350907.09,1055255.20,495202.49,145277.89,3036652.51,1128776.36,853165.04,151056.94,1918722.51,1050781.68,686381.28,16198.60,1582254.38,974383.09,749624.75,119044.26,1253693.56,650382.00,232009.52,649640.96,253806.98,0.0
6,销售费用,128346324.85,85649452.83,42254518.42,184026559.11,125256653.01,79074712.97,36557473.08,114793052.37,69971128.12,44978105.75,20772143.07,94649501.57,65233842.44,42388021.04,19544544.12,86705513.48,54073120.45,34729317.02,16047590.08,76451058.49,52321853.98,31898030.24,16230502.86,71491556.78,48854492.87,33770350.27,16485777.32,57981901.20,38321025.92,26968768.24,11484604.18,48472259.18,30407384.69,20221261.49,8085510.15,28032872.58,16893274.41,10085382.90,4021226.18,21534286.80,13964157.81,8775500.43,4049028.95,17518402.21,10717309.25,7143828.50,3902117.71,8676399.15,6006462.98,3824187.23,1944515.00,5130740.40,4532724.92,2718911.80,3655823.28,2352050.72,0.0
7,管理费用,301790834.04,199307731.10,114133093.03,452538432.82,338010687.44,275200209.50,130941632.20,407960803.38,285068236.39,182580610.14,87586647.13,311065229.92,215765898.68,136339452.92,65456398.53,233415333.56,146262891.89,83278391.58,41454163.15,163311788.99,114814957.90,77666509.19,36851317.72,118390279.83,84291977.94,56174463.74,28245229.80,95065713.60,70701418.42,45621775.59,23859750.79,64724758.66,44067263.29,29504016.61,13926324.93,39034321.34,29985732.52,19569170.66,9904486.75,26538484.38,17510648.16,11728560.29,5994871.25,19568989.58,13146689.08,9413376.05,5430963.27,10895676.75,10658530.65,7390213.15,3139736.90,11221737.72,6288264.65,5090956.75,6318032.60,5223301.94,0.0
8,财务费用,34000322.61,20777157.81,11427500.72,29484968.33,22409866.38,8479086.98,6106256.96,18010735.08,6953019.17,-1889003.80,-1754321.11,1474211.99,178907.78,2975926.95,1834541.06,5587444.44,2614383.95,2114946.71,499880.02,4922628.34,4206538.57,3031425.34,2033761.87,15987202.60,10174676.37,5891412.28,3280460.83,14264349.97,11179184.32,6643858.84,3600871.34,5504009.18,879628.87,698965.86,101719.20,1443670.47,521518.98,144651.90,185078.59,-307814.23,26447.28,-89274.95,-2586.52,-2013621.68,-2116077.30,-940760.24,-283477.67,-807136.83,1048.47,201961.51,97267.76,-528314.75,160413.83,183910.95,-735781.47,-276076.23,0.0
