,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000930,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6457638387.02,4943803674.93,3285658466.15,1643801876.97,6089805238.24,4443657100.00,2952875500.00,1486153600.00,6081310900.00,4351145300.00,2906649800.00,1452207300.00,3914222900.00,2475934900.00,1540918400.00,744707300.00,4069023300.00,2801137613.61,1986267889.94,1049307929.38,5174837582.90,4191078582.25,2895801240.17,1352823893.38,5783686057.62,4315020112.33,2896111149.37,1384000331.47,7882292378.46,5950248208.86,4339752168.23,2161109857.07,7464931764.57,5432610233.01,3564018973.63,1771704027.79,5469241526.08,4015363850.75,2573065067.26,1168791329.87,4546060740.98,3378900041.68,2269223241.71,1103055327.91,4104038523.66,3233289615.70,1795352820.29,837232101.97,2408667578.75,1766228345.53,1066769635.62,489020957.14,2448094798.18,1849903128.24,1190698242.80,590382046.62,2529732578.97,1862071403.51,1254926967.40,579000427.67,1708614998.55,1256711955.57,771513068.24,359392225.59,964385808.77,720063494.03,485303658.06,193943144.05,669326263.59,502099290.99,326897757.54,162050603.48,493282860.16,249154940.38,469978101.19,333858468.96,478038078.16,431899173.75,494875566.02,0.0
2,营业收入,6457638387.02,4943803674.93,3285658466.15,1643801876.97,6089805238.24,4443657100.00,2952875500.00,1486153600.00,6081310900.00,4351145300.00,2906649800.00,1452207300.00,3914222900.00,2475934900.00,1540918400.00,744707300.00,4069023300.00,2801137613.61,1986267889.94,1049307929.38,5174837582.90,4191078582.25,2895801240.17,1352823893.38,5783686057.62,4315020112.33,2896111149.37,1384000331.47,7882292378.46,5950248208.86,4339752168.23,2161109857.07,7464931764.57,5432610233.01,3564018973.63,1771704027.79,5469241526.08,4015363850.75,2573065067.26,1168791329.87,4546060740.98,3378900041.68,2269223241.71,1103055327.91,4104038523.66,3233289615.70,1795352820.29,837232101.97,2408667578.75,1766228345.53,1066769635.62,489020957.14,2446806602.16,1849323295.34,1190332288.33,590157937.70,2529494773.36,1862392908.48,1255075377.65,578956621.40,1707326278.76,1255904667.09,771023743.79,359092795.20,963230154.59,719008880.85,485022612.34,193807836.94,668095548.62,501406741.91,326368809.49,161910194.93,493218189.56,249159220.44,470349552.56,334208812.40,478489793.10,431902553.13,494773126.12,0.0
3,二、营业总成本,5354757454.72,3947348418.82,2616309908.00,1302846222.27,5064742055.50,3639699600.00,2393597400.00,1203273000.00,5203729400.00,3617228400.00,2383694800.00,1157431300.00,4308240700.00,2433487200.00,1578019900.00,851170700.00,3979246200.00,2698989337.75,1911831484.42,1009980261.52,4785813320.35,3834217259.47,2639546363.72,1267123956.21,5346725850.07,4021589134.41,2631533923.42,1306585256.99,6099876733.25,4555846218.64,3144616075.65,1498789647.15,5453034853.22,3879524468.91,2541982492.37,1277008071.45,3873584224.72,2809120458.53,1819926684.78,805059070.12,3388226460.91,2573517078.96,1794937590.39,895109577.83,3351194018.80,2611606278.33,1600841644.96,799742440.47,2313370711.14,1693252235.86,1016794696.03,468159512.34,2353895586.91,1782695607.45,1141358327.91,566567621.61,2404501579.42,1763980324.39,1179798609.22,555538118.61,1615762250.61,1185718600.29,724328505.68,335974123.26,870030257.10,646852291.50,445726284.38,179836826.02,588665179.42,443919727.23,288659844.71,138708975.71,413673540.14,209426411.78,395564266.64,279891855.85,416227900.32,374202686.17,412384191.21,0.0
4,营业成本,4153357171.30,3062770931.99,2071453515.58,1034663209.78,4025258576.75,2925794300.00,1920913500.00,986517200.00,3913059800.00,2885567000.00,1900731400.00,920287800.00,2995344100.00,1947127000.00,1252684100.00,673114500.00,3175379200.00,2057522563.20,1434333035.87,730473823.91,3452372542.09,2831345845.33,1934927247.15,921679306.88,3784172434.96,2926500926.69,1923403896.61,973018031.71,4601469062.46,3375994961.06,2303753261.46,1131309971.57,4127596193.42,3041764216.10,2030778139.90,1023684505.10,3033675830.75,2221920665.60,1451677472.88,660420725.43,2702971790.53,2122846749.96,1534894501.31,822381858.46,3028598925.30,2424537515.33,1499051506.28,753002541.42,2061331836.49,1549991322.06,941573201.34,432919330.37,2135742108.66,1620621993.35,1038951070.07,493615092.50,2101674447.50,1522007178.35,1010483852.23,476301893.56,1442358130.94,1054366402.89,648064743.92,293916691.50,741306203.94,547523762.38,370722805.19,150355018.81,489815528.66,377453147.71,248036340.91,114488676.93,339255636.72,169496960.26,304014061.01,210955492.33,284162771.46,327856105.39,354740149.72,0.0
5,营业税金及附加,308334211.35,243949404.14,162088139.80,92304336.38,308710184.32,224496700.00,149961200.00,74037100.00,309066200.00,228816600.00,153374400.00,81232400.00,185014200.00,108597400.00,69340400.00,33267800.00,174124500.00,135729429.84,96467276.12,50645692.53,160794080.70,96078467.84,133270076.87,60771043.60,305928072.01,242490393.42,162216750.14,70993122.24,357181203.15,354482307.78,304759296.82,134318509.34,419700114.45,211032940.77,139959639.53,70177590.49,159194268.88,116936196.64,78378751.15,32240647.82,117014574.50,80523833.42,46042312.23,11383623.65,107824850.44,82033721.81,48039393.29,20063338.94,82304759.35,52820716.35,25170546.79,2397914.05,14202623.25,9233572.89,5302756.64,18919851.40,109638340.58,106942610.31,80974360.53,38699226.57,36671000.11,3712427.86,2677069.32,1819875.28,3749386.44,3417914.21,2895215.25,1767804.76,7771049.56,6070825.34,3930548.90,2040239.59,5346876.27,2980978.96,5173299.72,3459861.47,4586913.56,5063569.75,4366378.32,0.0
6,销售费用,16396965.97,13000716.06,9577371.47,4683373.15,19092785.49,15547100.00,10531000.00,3950100.00,10829600.00,9685100.00,7253300.00,4084100.00,18008100.00,13959800.00,10559000.00,4290400.00,62866400.00,49322885.35,42850729.13,41063300.82,209097862.99,138774998.09,60451733.34,18678315.47,89678313.89,62325535.00,39349878.46,19934182.63,119210749.43,82032736.97,53852063.20,15460165.69,137234472.67,94005283.40,50033734.23,27756839.61,128224310.88,72381119.66,41695190.17,11724117.25,175006999.31,123650238.92,83266941.40,40287184.55,61249582.88,37426072.05,11031269.90,4621941.09,51108304.56,32599891.46,17542237.02,10362073.14,89606793.45,72080426.87,45455024.10,27504360.17,88298162.36,67797731.20,44547910.89,18715730.24,57806873.78,52732195.17,38840752.86,24347167.82,69613938.73,59339495.28,48951708.18,18157854.43,48495244.13,33408331.55,20296000.72,16899346.56,39999926.97,18036439.86,51945071.87,35907568.22,90455621.00,6608109.06,8856438.96,0.0
7,管理费用,621791788.15,451829911.84,295030527.18,139046901.06,604803857.63,406296600.00,267806800.00,118630200.00,651514900.00,439700800.00,281652200.00,132411300.00,556055900.00,316284700.00,212696100.00,123844200.00,473692700.00,417413523.84,298262197.70,168349741.98,798129731.92,626048143.11,416829060.60,218714700.69,982906247.02,660404471.47,417853232.93,194249352.22,874392704.47,647240987.84,417439614.54,184784839.30,682099010.07,497639931.78,308091531.54,153667116.53,539871809.93,390498356.39,240467302.75,96967879.97,377586673.58,234002842.24,125436516.28,21670390.41,151387612.60,68331883.17,44291649.46,22503268.59,124567457.28,58956212.96,33156485.48,22732689.94,116281656.95,82348804.78,52735682.07,27130611.08,98809545.59,68463342.41,44273050.06,21893123.18,82223679.66,77783955.28,37157267.47,17849125.62,60004480.12,40727916.51,25021324.99,11686346.66,50239748.35,34597987.96,21445943.73,8887760.82,31318925.65,16641035.83,30002984.00,26512530.09,33743711.55,29463305.38,37656261.51,0.0
8,财务费用,104121619.08,80239624.64,53671741.15,30569499.15,93435042.12,68694500.00,45508800.00,20448200.00,80233000.00,60746900.00,40841200.00,19571500.00,65685400.00,47518300.00,32740300.00,16653800.00,77433600.00,60000935.52,39918245.60,19447702.28,68666589.44,142291069.40,94389510.06,47280589.57,173440379.31,129867807.83,88710165.28,48390568.19,130226008.05,96095224.99,64811839.63,32916161.25,61266667.76,35958227.52,13995577.83,1722019.72,10422910.77,7384120.24,7707967.83,3705699.65,18007707.21,12493414.42,5297319.17,-613479.24,-4262656.10,-3042590.20,-1812960.27,-448649.57,-1420291.76,-1115906.97,-647774.60,-252495.16,-1937595.40,-1589190.44,-1086204.97,-602293.54,6081083.39,-1230537.88,-480564.49,-71854.94,-3297433.88,-2876380.91,-2411327.89,-1958736.96,-4643752.13,-4156796.88,-1864769.23,-2130198.64,-7656391.28,-7610565.33,-5048989.55,-3607048.19,-2247825.47,2270996.87,4448253.28,3072147.16,3234005.59,5218238.60,6736705.84,0.0
