,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11737621536.14,7953670966.77,4415640281.84,15208464606.83,11509420148.97,7825250785.69,4346647470.02,15206093491.25,11257853633.08,7701647170.39,4294547114.78,15366346606.63,11636635111.05,8023275525.32,4572912296.18,16401384797.36,12388966253.71,8605843778.04,4737577888.97,16909016582.66,12926521879.91,8753234557.38,4792600676.14,16478453977.19,12363824018.79,8483682801.74,4635598373.13,15704114842.54,11673721561.71,7977418758.38,4463243450.36,13864367578.95,10290280086.27,7033929750.23,4008540221.08,11872449801.78,8810630547.52,6055266241.02,3440321457.52,10096040313.24,7351866637.56,5032450399.71,2843840508.58,8649125482.93,6556711693.17,4555443261.39,2643574593.97,6959421542.08,5289454877.48,3659383428.81,2115190102.66,5354200819.44,3912080793.88,2738133988.96,1539478292.21,4307997703.46,3598544117.47,2401685367.02,1358058810.94,3571168099.62,3093156566.05,2111643706.87,1288941562.81,3235417609.68,2508046452.27,1746892245.78,984953624.70,2224371477.61,1609687787.51,1027322744.56,556597124.55,1492986943.16,733432402.30,1111007404.50,552424742.87,611348822.88,280372320.78,495042069.34,342680559.32,435758865.53,192753541.92,292577508.35,248148437.40,306595959.79,0.0
2,营业收入,11737621536.14,7953670966.77,4415640281.84,15208464606.83,11509420148.97,7825250785.69,4346647470.02,15206093491.25,11257853633.08,7701647170.39,4294547114.78,15366346606.63,11636635111.05,8023275525.32,4572912296.18,16401384797.36,12388966253.71,8605843778.04,4737577888.97,16909016582.66,12926521879.91,8753234557.38,4792600676.14,16478453977.19,12363824018.79,8483682801.74,4635598373.13,15704114842.54,11673721561.71,7977418758.38,4463243450.36,13864367578.95,10290280086.27,7033929750.23,4008540221.08,11872449801.78,8810630547.52,6055266241.02,3440321457.52,10096040313.24,7351866637.56,5032450399.71,2843840508.58,8649125482.93,6556711693.17,4555443261.39,2643574593.97,6959421542.08,5289454877.48,3659383428.81,2005404335.14,5065434805.41,3723370364.21,2597689425.79,1460202321.09,4108916512.00,3476327722.82,2304747535.42,1307775500.60,3473300154.53,3044382285.09,2075706362.85,1269530440.49,3187479463.16,2475909080.77,1721555362.77,969549390.71,2207067647.59,1600199518.78,1021548901.74,553049724.06,1476700999.76,727420960.18,1086766851.25,552228146.01,598827802.21,280020288.13,490891192.76,336103809.99,429176917.69,190292930.88,292023393.74,248125928.26,306509723.85,0.0
3,二、营业总成本,11673591633.56,7898684754.49,4374029518.38,15095212836.46,11429853342.39,7767964046.60,4316794565.08,15227829773.93,11311087817.79,7764897140.43,4402304747.00,15627158815.16,11818621469.35,8101950188.68,4553325867.65,16409283519.34,12425899336.19,8573806173.40,4681905255.69,16767285924.73,12922055426.02,8642138605.26,4701875611.98,16246014100.34,12237608080.16,8329953378.78,4518544814.72,15419334682.04,11479385648.82,7784457627.52,4333468911.06,13507729728.37,10023083884.04,6814889833.83,3877939374.91,11558921159.89,8589567731.90,5902919409.23,3324730258.67,9834205248.91,7172824049.26,4906276440.36,2753078230.92,8426941243.31,6389263633.68,4439845572.24,2567259107.59,6818115960.29,5184321755.51,3585630113.04,1763192265.51,5254358962.13,3832337994.90,2689160731.14,1504854657.03,4244445206.20,3561371180.83,2380162247.33,1342097007.79,3535666061.07,3078648207.73,2098770560.27,1274431023.97,3193746682.45,2484103553.09,1729038805.57,973677639.33,2194957812.41,1577773285.67,1003947142.37,544449296.29,1456756627.03,704105012.61,1050283751.10,520495285.83,577090972.02,266550294.52,451617991.81,310642342.97,394180437.03,0,273430182.12,236178322.07,290815734.49,0.0
4,营业成本,9157415933.47,6209435258.65,3481022950.95,11787991907.93,8989222449.04,6107131843.75,3422440774.39,11893549363.48,8813760052.61,6038744771.98,3394531934.68,12134816791.25,9271593669.15,6398501774.72,3667291517.66,12985932567.81,9940942647.58,6946333657.66,3828844337.39,13379417083.53,10387384601.57,7049649800.13,3881743592.24,13183228831.26,10014389594.13,6917451849.45,3785368255.69,12582124251.84,9414250169.63,6457945766.21,3612581291.59,11171518543.64,8324874561.85,5703095919.17,3262144721.42,9613835354.40,7209021342.60,4938798571.72,2811624237.83,8263784144.41,6040997749.30,4150105067.18,2345697807.00,7072747694.37,5383576989.31,3742720433.44,2169438010.52,5752122597.60,4375559729.99,3042380122.69,1756487128.96,4435237488.90,3252830557.97,2270752918.73,1270300285.54,3591802682.66,3076831835.80,2038649225.43,1150163970.36,3063066381.46,2738594377.56,1860582364.55,1121385046.09,2797740553.41,2199864110.95,1537961625.71,870474885.33,1937141019.81,1406127123.81,890398305.46,482765576.93,1261936482.76,626697867.57,900125105.10,462773166.96,520486871.82,242228715.56,418052472.56,287102709.10,369470627.39,0,248634663.72,206972973.62,267589142.86,0.0
5,营业税金及附加,57298798.87,38511298.25,25341677.92,76019886.47,63459423.60,45375169.63,27431507.33,87924409.41,66806049.18,44617021.19,19721566.66,99816269.46,59090231.18,46581612.29,28202542.76,109216980.82,77155497.32,48422909.80,24989472.80,116374791.24,82934942.64,54876773.74,28180029.87,105170987.61,77883631.42,53932549.72,25933217.51,102347499.29,76272168.76,52667849.46,26671348.71,92931641.57,68923098.04,46942325.79,27672652.23,80941731.85,58961543.99,41098814.69,24094805.17,65384111.34,46658730.36,33057673.18,19942059.07,53563482.38,40906102.62,24647622.28,20140410.96,40600165.89,30364473.26,19002347.75,12375064.52,14042415.02,8394507.82,5900340.83,3614477.54,11469213.57,7024273.92,5087749.04,3058026.87,9751964.37,7992375.36,5340495.23,3870808.05,10213716.99,6112010.12,3692177.19,1881045.24,6890528.16,4012929.66,2941824.73,1753280.68,5786588.86,1566804.32,4776942.09,2262280.66,1426523.61,801728.19,2753320.39,2295869.13,252943.18,0,947952.59,1661538.00,1065509.61,0.0
6,销售费用,2106653525.67,1409699573.43,739288183.49,2745404009.37,2021091046.40,1370882878.58,726169503.59,2697967682.82,2042274506.07,1423868076.75,827638803.98,2796392477.49,2075924464.77,1390590966.63,691859912.47,2642499753.08,1903288869.94,1255177083.62,656206527.92,2672675770.26,2033033408.96,1276369822.25,603090236.23,2247411670.48,1621867211.04,1030999452.91,540316492.55,2031343645.61,1467565878.66,948760088.76,528163519.46,1663096438.14,1197992003.26,795226560.19,446595974.15,1356729994.83,955973083.07,674558462.54,353295984.42,1102401458.28,792386693.50,522108346.40,282036650.51,920252261.64,694728412.50,472409203.19,249630664.79,722210414.36,553116430.29,351585453.08,187877504.85,554860083.34,411163608.10,276518599.45,145018878.24,435366187.50,126407684.20,84233566.46,47599531.28,107611248.54,84085077.40,55987800.34,41103854.54,109317710.64,89605817.68,59950707.03,33491584.47,78603821.42,61416264.63,40936501.88,21241658.13,66245457.43,27487925.09,45925874.42,21802077.96,10019226.89,4751754.85,9020853.86,8584791.79,9274413.79,0,10214329.85,11271418.52,12825028.82,0.0
7,管理费用,327839158.65,223275935.22,124210197.51,468183227.52,349183369.07,223388655.67,128318213.13,500576297.24,355615933.72,236716494.77,141458171.00,514420314.99,356986580.27,230454193.58,146666335.37,585682416.83,439935552.43,278403296.49,148060353.51,544700615.70,387743204.86,237610769.15,175569569.30,680604359.60,502934850.37,309496014.95,158446717.25,658357036.26,485506306.46,298253459.55,158078548.23,559424001.25,410092464.62,255156542.35,134109105.15,487859557.58,351031182.93,235870066.21,127009478.99,376448439.20,271736839.40,183406786.40,100277742.29,337377646.03,239058633.10,177371831.42,112104443.58,256262450.75,190279730.71,146064836.77,89053901.38,204092593.07,122704537.96,108427033.62,68307125.80,171437349.54,320656501.96,231071343.47,131443874.81,326835765.68,224810906.38,163304970.92,96767149.17,250145836.94,170426540.81,114190725.84,59432460.39,149830163.14,94136478.65,59943020.57,32958706.43,97243331.01,42185153.96,82233192.06,28117661.98,37855498.00,16797181.05,22776590.17,15080006.66,16837434.65,0,11565139.08,13799644.77,7725529.98,0.0
8,财务费用,22842514.22,16839776.47,3755158.64,11972946.11,7808996.59,22109636.38,12434566.64,41651387.93,32133307.94,19459929.12,18954270.68,73826817.64,55131684.17,35964046.10,19305559.39,84345641.83,63956328.13,44848785.04,23804564.07,50526017.56,29061143.43,21733315.43,13292184.34,31343150.07,21229570.13,18770288.68,8480131.72,41258243.57,33173533.62,24342153.43,7974203.07,20827159.14,15079392.69,8346122.75,7416921.96,19163431.64,15638954.07,13651868.83,8705752.26,25032075.87,20584967.88,17139498.38,5123972.05,39830445.63,29585632.69,21288618.46,15945577.74,43345212.02,35001391.26,26597352.75,15269547.70,46126381.80,37244783.05,27561838.51,17613889.91,34369772.93,30450884.95,21120362.93,9831604.47,28400701.02,23165471.03,13554929.23,11304166.12,26328864.47,18095073.53,13243569.80,8397663.90,22492279.88,12080488.92,9727489.73,5730074.12,25544766.97,6167261.67,17998111.40,5540098.27,6756193.97,1970914.87,-985245.17,-2421033.71,-1654981.98,0,2068096.88,2472747.16,1610523.22,0.0
