,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2130425322.84,1483197194.79,822600491.20,393450129.94,2041039866.32,1215448459.32,746671789.34,399228465.29,1723720756.85,1296857097.30,863974868.42,432414433.61,1691374321.68,1178679481.24,803266183.45,367312735.50,1326036664.34,934490037.31,582629997.19,264244669.81,1302493866.31,858078953.45,564064707.79,256964754.56,1130087615.49,781452410.24,511496834.97,222279634.78,1037944248.42,723445809.43,482852342.43,230112164.56,961316573.41,615771437.42,405349952.17,193974822.55,877251303.37,539774725.18,317502351.09,143022554.21,574736866.40,382727635.30,237193861.45,113205660.89,773143793.10,544734828.30,355024278.86,161663436.55,567455661.72,389279346.60,229475178.77,106539401.23,469780423.18,358090541.28,237596650.36,111437576.42,529430886.14,385174641.83,237938225.83,107282729.11,493212689.12,359680591.33,231723533.50,110718205.75,409088776.05,308820361.04,206451332.88,384548300.16,325523771.11,0.0
2,营业收入,2130425322.84,1483197194.79,822600491.20,393450129.94,2041039866.32,1215448459.32,746671789.34,399228465.29,1723720756.85,1296857097.30,863974868.42,432414433.61,1691374321.68,1178679481.24,803266183.45,367312735.50,1326036664.34,934490037.31,582629997.19,264244669.81,1302493866.31,858078953.45,564064707.79,256964754.56,1130087615.49,781452410.24,511496834.97,222279634.78,1037944248.42,723445809.43,482852342.43,230112164.56,961316573.41,615771437.42,405349952.17,193974822.55,877251303.37,539774725.18,317502351.09,143022554.21,574736866.40,382727635.30,237193861.45,113205660.89,773143793.10,544734828.30,355024278.86,161663436.55,567455661.72,389279346.60,229475178.77,106539401.23,469496753.24,358148400.93,237674872.06,111513507.66,529420846.57,385110779.56,237846606.27,107233939.93,492647725.91,359441547.75,231471682.73,110683797.54,408139476.93,308018484.96,205757160.38,381905917.47,318485125.30,0.0
3,二、营业总成本,2067761736.70,1513342756.02,814870694.71,419834981.47,2090254427.79,1267560030.32,804453032.81,404790843.72,1698639697.39,1256501593.76,828341209.40,405032317.74,1548239490.96,1000347816.85,678673858.84,322658118.44,1348872721.82,962561783.21,625263805.75,292641362.74,1407721361.98,929361144.69,625996533.49,281410863.31,1163952017.47,811333377.04,539811237.74,220043985.53,1041085626.25,718789944.14,478173571.41,224568615.02,908208787.86,584813064.49,389448532.65,188605095.62,935872192.29,581550723.89,345724275.63,158050648.87,582867676.11,384403189.66,241387955.84,115271091.68,765950014.72,541069410.78,351348842.20,163248672.55,569153562.66,384607751.04,228201165.04,106815056.58,435369534.59,332060366.40,219868316.42,102621062.15,498203070.86,359883096.93,220568646.52,102484263.77,464067727.52,335237244.31,215539352.87,106334260.55,362168819.79,268012918.23,175184527.79,332520841.08,283843670.15,0.0
4,营业成本,1938480810.10,1426551567.83,756786391.82,394157679.00,1971840131.37,1193728597.28,752485980.09,380272891.64,1562886113.39,1172521783.57,768100456.74,378588321.58,1398635291.51,918579234.84,623411438.65,297551634.04,1196858505.32,870478941.87,567608380.36,266520953.42,1271295606.48,840672591.48,567587107.13,257605133.15,1045478864.85,727614417.79,483990389.98,195377597.26,940556151.01,652383705.14,435634009.27,204976931.21,795918798.07,520798690.32,348341382.64,163813313.63,843774361.09,523724671.97,305100047.13,139008532.52,517662106.46,343068672.07,215669045.87,101346440.86,705398431.30,500118433.43,323057266.49,149826289.83,526157453.83,357952079.63,211688804.98,98405180.28,398779525.66,305005931.53,201461830.53,94332589.84,462650157.17,335839107.72,205261413.61,95450176.86,431473964.50,311892637.96,199459238.30,98668889.84,334770686.80,247564972.06,162330391.05,306033971.52,254276712.91,0.0
5,营业税金及附加,5976645.61,4439479.99,2960542.66,1448223.19,5931521.37,4240881.32,2826857.19,1349107.90,5668493.50,4239978.22,2548798.77,341829.18,3074417.02,203706.03,195778.75,120129.78,509185.78,368741.60,247516.27,93669.60,340747.88,167357.19,89227.16,15405.80,279055.52,171275.40,90578.40,37744.58,36145.67,1422.05,0,0,65480.62,58641.67,49183.31,45094.12,79934.83,79614.94,78667.73,33704.70,116754.08,15321.37,8109.75,188.71,94804.40,89268.50,87141.17,9265.35,42576.72,24057.72,17618.56,77864.57,43467.58,28520.13,28482.25,11079.33,17562.37,5499.21,3553.89,1415.98,6667.38,3226.80,2271.58,361.77,2894.63,0,0,17149.37,125743.16,0.0
6,销售费用,33006615.98,26446434.51,18351804.08,10218905.06,37106176.34,28323392.87,18494449.78,11161346.62,42251621.33,29215168.11,20188395.92,9593790.53,44523170.98,29712585.20,19381071.60,9031788.56,44989608.99,30174897.10,18921666.19,8723475.28,48306721.32,36017953.72,23868842.86,9585491.20,47248386.57,39028700.84,25959819.54,11649260.37,44489924.74,29305162.18,19291661.15,9132393.41,42337510.22,28050612.88,18022737.87,8856510.91,37943844.28,25180351.68,17596783.79,8809944.24,29988091.84,19730982.44,13109816.42,6671778.64,24623796.17,16902083.90,10698690.29,5156144.13,18654044.30,13061770.74,8176192.23,4374329.60,17421607.16,12355087.25,7595096.75,3629328.69,15167416.82,10831735.32,7322714.46,3578493.69,12727208.48,9317948.41,6365186.25,3403438.09,13791807.51,10537228.50,7131995.53,13831765.26,12362994.14,0.0
7,管理费用,78460605.45,50409844.96,33360216.50,13643730.87,69315155.94,43513599.97,30218760.94,11775722.13,79998722.53,46825187.51,32436337.82,13892912.31,74738543.22,44200904.84,30634199.54,13297653.79,78487486.89,41458641.70,26085471.25,12078047.53,57941149.48,37321221.44,24150658.02,10792697.95,61827878.34,38192307.54,25544124.52,10949109.49,51808073.41,32798223.79,20103604.01,9131280.53,63848121.39,33371757.88,20949413.75,13215966.59,37590260.32,23607234.39,16101680.87,7529810.17,32366836.75,20660754.99,12440815.66,7410038.23,31091271.48,20413770.80,14833549.91,6876602.12,26014769.11,15496168.71,10031567.21,5408130.42,24134084.20,19357039.37,11056697.24,4788817.58,23243776.13,15700851.77,9958414.80,3804823.45,21039569.12,14317629.80,8909449.84,3743242.58,12943273.09,8989116.98,5178761.40,12034365.09,15778721.87,0.0
8,财务费用,5607017.65,3910420.86,2388681.70,852539.06,484631.81,1963039.21,1454795.45,479167.15,3678634.81,2406741.90,2879493.83,2739031.21,8133701.22,5727018.41,3553880.01,847927.20,14364905.48,17836066.74,12982153.90,6041596.88,22567245.76,15508399.21,9196672.19,3059898.70,8775398.96,4368693.50,3385410.66,1849887.63,5009183.12,3932209.59,2736840.69,904382.67,4216512.42,3393278.11,2647408.44,1385463.21,9466002.13,6849952.93,4280832.76,1421862.31,2975503.11,1515313.66,360914.17,401207.93,5114014.57,4294849.34,3716149.65,2354216.19,-2085611.82,-1342437.82,-912592.78,-618743.51,-5009150.01,-4686211.88,-273790.35,-140753.29,-2875841.63,-2494097.09,-1977450.24,-350646.21,-1179681.96,-294198.66,803206.90,518328.27,660157.76,921600.69,543379.81,603589.84,1299498.07,0.0
9,研发费用,6230041.91,1585007.87,1023057.95,461364.01,1957109.21,1467197.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-947459.72,3619701.75,-5676677.96,-1027810.64,-247391.72,4156111.83,1292734.45,2187726.32,-123567.07,19134367.01,1924367.53,1497490.29,1808985.07,13663029.36,2244494.20,-581382.22,-816379.97,7269891.06,-326378.35,1104026.13,352236.51,342433.23,1957981.97,840914.64,180386.20,-813851.70,369221.39,407456.29,423627.20,1822365.14,-859916.37,-561593.36,1288747.16,7017789.64,2108897.98,2566263.35,1246794.93,-241616.13,-587854.87,-200746.03,-558562.69,-372303.20,-748995.19,-1043955.31,-973845.07,370330.52,-583887.94,-800425.16,-831704.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-65000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17760.00,17760.00,13530.00,22540.00,-954960.00,223753.33,-839911.16,-1669456.88,950510.00,-242522.67,-8183058.57,-1443990.98,-256220.00,-203598.02,-806225.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
