,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1900479379.84,1191680147.65,514562719.95,2404119732.44,1799335403.38,1395428797.17,709727779.82,5445743305.64,3679993756.47,2227276922.31,986138495.90,5000715468.76,3409391144.93,1981574347.54,878449095.81,3495676277.60,2403537154.74,1342416832.61,660601435.59,2848725133.36,2058659379.79,1314547356.54,609614508.27,2208832364.14,1483865857.40,1019639093.87,595495675.66,2639197122.23,1703528038.46,1230083488.56,661857613.93,2686728478.70,1884710928.90,1379579511.00,743822929.10,3358963828.49,2166232082.00,1529560890.03,579210924.47,2005881455.03,1301369571.07,855021318.47,424985289.63,1855135844.50,1468556617.15,865685669.63,411203643.51,1756928870.11,1192097894.92,903301526.91,593978344.91,1713182980.16,1106801528.59,813452715.72,414675784.11,1891397659.68,1582801010.12,1062143518.53,463944632.51,1529332837.01,1231125212.17,812641427.00,401819458.44,909520227.27,582818583.33,368028385.51,140450735.86,554069995.86,370107612.99,257407552.34,94546801.92,423800246.35,186618816.93,174014969.49,105771491.32,172686882.71,62621520.91,143157565.66,83437401.24,32577310.95,0.0
2,营业收入,1900479379.84,1191680147.65,514562719.95,2404119732.44,1799335403.38,1395428797.17,709727779.82,5445743305.64,3679993756.47,2227276922.31,986138495.90,5000715468.76,3409391144.93,1981574347.54,878449095.81,3495676277.60,2403537154.74,1342416832.61,660601435.59,2848725133.36,2058659379.79,1314547356.54,609614508.27,2208832364.14,1483865857.40,1019639093.87,595495675.66,2639197122.23,1703528038.46,1230083488.56,661857613.93,2686728478.70,1884710928.90,1379579511.00,743822929.10,3358963828.49,2166232082.00,1529560890.03,579210924.47,2005881455.03,1301369571.07,855021318.47,423136671.39,1855135844.50,1468556617.15,865685669.63,410940951.51,1756928870.11,1180942640.51,892564869.11,593978344.91,1713016567.25,1106784324.21,813456033.60,414679101.99,1890449909.06,1582739169.21,1062109105.61,463919725.34,1529293375.60,1231115246.96,812633175.31,401812546.19,909514658.84,582803848.24,368019125.20,140444779.02,552989551.29,369999966.54,257375903.63,94518781.70,422994053.92,186524517.76,173127604.86,105490837.79,172189762.33,62485972.75,143063279.24,83397298.63,32574104.95,0.0
3,二、营业总成本,3340444517.59,2188187071.94,1030535772.83,7345589831.23,3779095450.75,2405184708.90,1031566057.32,8318447607.33,3723908129.30,2281149676.40,945626441.71,5016908951.66,3372383778.58,1962023753.08,847176263.78,3397660459.77,2355672937.40,1282926684.78,654702656.85,2688189584.17,1933862713.22,1228945749.34,567353975.46,2200279740.28,1428492741.13,966923371.85,550429370.12,2556101772.98,1559662868.91,1126877564.06,580067140.28,2260186690.46,1621661866.44,1173020654.36,640048397.37,2948569181.60,1912467849.14,1314928091.80,495140321.91,1649330917.05,1124313417.00,722165310.29,337190551.79,1734356273.88,1278188332.68,738249640.76,335763598.20,1676944838.62,1112945877.32,850510547.27,520623776.67,1598436191.34,1030326320.24,768686022.54,382886000.27,1797689544.39,1478701242.67,995029804.03,431823045.71,1394289872.68,1138976051.14,756719711.16,377668986.72,798915682.03,513145785.35,324675574.80,119837703.80,446840739.16,290121442.72,201161939.74,73287488.85,339258127.98,144340581.36,140558925.98,89243506.32,141204129.61,52395386.53,121719912.11,55989790.56,14594931.41,0.0
4,营业成本,1695509350.56,1087246708.44,497972214.88,3862255012.62,1673267398.96,1306838414.53,663327762.48,4130704072.00,2582415920.54,1512200884.41,644597859.52,3325317626.08,2326945334.65,1359353678.55,656205834.41,2459132378.06,1838079545.87,937549915.92,516479926.70,2161972941.74,1551223162.84,993116398.14,456138836.47,1711226194.47,1096985900.44,727878632.35,420322606.85,1975943849.64,1246143600.28,899937585.28,470225976.87,1781409777.36,1325661015.34,967279331.78,546640863.45,2366673150.50,1510863022.10,1052461376.70,389350848.77,1244429687.10,817706062.10,520416171.62,238132335.32,1256608842.31,972426734.00,540661490.77,255565221.94,1459987962.10,979564848.61,762347391.91,440669091.56,1397002621.22,903957309.87,678550641.41,340662779.87,1537259592.12,1307389904.86,878736490.93,388606847.72,1276901760.48,1048093745.72,693768002.45,349724147.39,707505227.93,456008927.32,289321575.78,103730884.11,372827261.51,237874219.58,163955984.83,57552082.68,277154091.42,119443182.91,104161878.65,76437396.59,118424759.40,39500576.65,101884143.11,42162201.84,8738517.36,0.0
5,营业税金及附加,54241160.13,38299068.74,18042339.57,89158649.41,59577107.20,38508950.46,16352255.57,104598509.53,64335038.57,40189051.26,14840989.48,86448485.90,39828994.97,25726807.52,14077280.83,43295414.06,24416517.09,15247965.47,6797025.06,27039468.58,18618175.16,11849565.35,5355633.58,24754656.70,17205190.39,11254713.54,6002730.72,31061963.44,22967452.58,15892254.69,7008085.24,27836079.39,20027773.93,12654872.24,4724601.39,93469396.77,55034757.52,33303391.55,7345986.83,47082813.61,35207889.69,25760837.45,11717815.36,43233015.50,31429226.75,18435669.15,8694415.33,30876320.20,17122499.93,11935649.57,10538203.36,29051230.24,15020302.90,9910098.35,6487141.25,36043900.08,28062895.85,20088479.54,9243849.96,23002133.91,21204589.60,12332546.34,7709552.43,23651512.79,13171889.37,7168097.98,2416180.09,6510353.23,4408367.45,3196744.38,1090590.83,3645336.95,724792.95,1870418.96,722209.55,545616.19,467924.17,2028949.67,267892.77,62119.47,0.0
6,销售费用,6037608.19,4013789.97,2398518.90,7065855.94,5309747.92,3529706.11,1840794.12,7937822.55,6068793.41,4241176.87,1824074.83,8117930.98,5607536.63,3504657.45,1871697.82,7280085.74,5184317.34,2999053.88,1552242.82,8215461.29,5463513.14,4005657.39,1645188.03,10088762.11,6841881.61,4443178.39,3035128.78,10915406.83,8413688.45,5842219.28,2756666.94,9159151.74,5991087.72,3100424.42,1198990.20,25619566.89,15371848.43,10061029.92,4670526.16,15962767.61,10879009.85,7460671.73,3360744.36,7994515.58,5540670.62,3417840.90,1248661.69,8218783.34,7259365.15,6953931.67,5302621.47,12833876.53,7997027.52,6379122.08,2625154.93,29249381.13,31673409.60,20519722.16,7820204.07,16361039.61,13324695.56,9182520.69,3988407.66,13784768.13,8817158.14,5921813.25,2768299.51,18424325.11,12810684.45,9084249.49,4176629.29,14386623.76,7079735.46,9320993.99,4406863.68,9415904.65,4859306.16,7683348.53,6135121.38,1362809.49,0.0
7,管理费用,342729118.30,229461750.22,106328358.44,713855333.78,289060079.79,174050146.89,75203821.59,499997490.49,235122695.68,157097337.95,80053493.08,357685814.00,217946448.19,124080898.78,60248123.41,254345056.41,178949185.57,117729717.29,39954080.05,184615819.84,129779136.69,85859222.73,33765677.19,195546347.21,143801981.08,107764423.86,54929419.05,255364591.06,159016398.82,126053551.95,57735246.23,244288578.03,165413222.33,111043502.02,52539368.59,231162801.37,174183040.20,113564258.17,51405063.02,203543336.35,148135849.48,100486988.44,48461003.38,219767294.75,151149969.35,101914481.83,46403871.00,76799386.38,59630814.97,45711846.42,36365893.69,93630499.34,55592437.83,38556071.65,16494765.48,126784258.60,79051751.17,55964461.63,20943256.36,64733937.94,45699140.91,32455125.74,13825709.31,44668882.58,27427263.99,18081165.62,8663078.72,34446476.09,24111347.06,16835203.63,7508413.42,35832670.06,13840263.85,25928066.38,6978622.19,11856633.66,4200588.52,6078144.11,6329995.54,3875712.86,0.0
8,财务费用,1241927280.41,829165754.57,394684967.70,2011571671.98,1270273699.30,855747925.93,271853493.97,1457886481.07,813014591.38,546234264.29,203299301.22,1224506204.50,776970046.86,444670747.77,113197073.33,726882365.17,289575199.32,203547803.27,89919382.22,285791948.41,229068182.24,134404362.58,70448640.19,201857066.29,142784593.51,94709229.61,66139484.72,268473240.75,126593720.89,82623944.97,42341165.00,170012536.38,92356389.68,66730146.46,34944573.74,208936512.03,136553914.39,85269620.94,42747834.02,129036364.29,115541420.77,72275862.07,35546361.02,166266427.02,123485178.61,79773817.36,24018080.64,79485861.93,46084962.07,20245821.22,22778538.27,65917964.01,47759242.12,35290089.05,16616158.74,68352412.46,32523281.19,19720649.77,5208887.60,13291000.74,10653879.35,8981515.94,2421169.93,9305290.60,7720546.53,4182922.17,2259261.37,14632323.22,10916824.18,8089757.41,2959772.63,8239405.79,3252606.19,-722432.00,698414.31,961215.71,3366991.03,4045326.69,1094579.03,555772.23,0.0
