,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3836117579.97,2190941700.26,1013494075.31,13293159246.99,9648952935.53,6463116764.33,2540218529.19,15226101711.79,8635429081.31,4984296874.06,1229266787.44,8563996968.87,5012247752.98,2918337385.86,752342106.29,5380677759.99,3423855305.89,2233571527.45,383661756.07,4679588700.18,3363936315.02,2295910932.41,535635705.04,4973637294.52,3192365401.74,2136727898.46,494948979.54,3938303722.89,2481464020.73,1509265738.76,251920926.31,2910106899.19,1965187858.05,1194410754.59,161265673.86,1453534590.60,940037853.90,548649363.37,91699091.21,584078540.13,409449729.17,259984063.65,78822902.88,415780376.99,315887122.86,270152826.55,215231158.78,0.0
2,营业收入,3836117579.97,2190941700.26,1013494075.31,13293159246.99,9648952935.53,6463116764.33,2540218529.19,15226101711.79,8635429081.31,4984296874.06,1229266787.44,8563996968.87,5012247752.98,2918337385.86,752342106.29,5380677759.99,3423855305.89,2233571527.45,383661756.07,4679588700.18,3363936315.02,2295910932.41,535635705.04,4973637294.52,3192365401.74,2136727898.46,494948979.54,3938303722.89,2481464020.73,1509265738.76,251920926.31,2910106899.19,1965187858.05,1194410754.59,161265673.86,1453534590.60,940037853.90,548649363.37,91699091.21,584078540.13,409449729.17,259984063.65,78822902.88,415780376.99,315887122.86,270152826.55,215231158.78,0.0
3,二、营业总成本,4505221410.56,2799995260.16,1308471786.91,11796113859.84,8588583340.33,5702466501.14,2522695426.35,12560732085.93,7474837549.45,4271135120.24,1239380389.56,7026553984.08,4399600478.04,2571988475.33,836154406.17,4686211864.81,3128339726.34,2056162424.54,471763729.26,4057094270.29,2898665684.19,1895677599.52,609648988.42,3950929601.49,2612119604.10,1770406800.92,505338245.71,3114335602.40,1946024971.99,1186687232.92,276868648.65,2332218604.95,1566421577.31,961871786.30,167458931.13,1127552278.67,721590980.84,438119267.68,84005558.20,482510448.72,332320192.78,216973933.23,71503293.66,347221105.09,259970660.17,230393542.40,185593993.05,0.0
4,营业成本,2758268490.97,1554552565.76,724263216.25,8764363443.38,6493105274.45,4401809279.13,1804859408.43,10421364764.29,6051026136.78,3392258073.29,834538902.45,5752495467.62,3565038564.34,2068489638.80,560811684.80,3639422197.41,2288953387.68,1478771255.46,254237454.77,3059582518.28,2186928997.70,1445315525.47,362007647.91,3061596226.67,2006067298.50,1362520612.87,326944128.87,2471928068.82,1516762645.59,910662939.55,163992854.14,1832449608.17,1233898138.23,752997384.21,96143707.24,964732591.99,616045827.93,371854880.69,60442767.34,391970104.53,269007828.36,178434907.59,51912331.21,282077425.15,209119871.80,184357138.50,140810256.35,0.0
5,营业税金及附加,20562133.80,15842920.68,7409414.56,72892887.49,58355772.13,43192497.82,21897459.26,74825771.28,47389894.46,35710344.52,12056878.52,51127188.17,26908232.81,24095709.93,17789562.54,164281796.64,110621821.17,72806341.37,14168834.57,139286979.07,90384904.20,61200285.75,16057848.78,152790133.62,98353355.35,63750778.35,14465443.15,130306586.63,82770851.66,51431688.86,8701720.94,95782475.62,66378240.21,41573508.10,6406831.45,49737542.51,31875798.22,18387217.14,2836871.89,18738986.42,12936017.68,8239339.38,2650367.36,14028843.63,10699084.92,9888186.87,7157052.88,0.0
6,销售费用,21913974.14,17149656.42,7500990.37,37807775.85,24413048.49,15820126.47,6725842.87,41771032.21,27984342.11,18159609.24,7400545.20,21506293.37,12182316.16,8313704.20,3450686.37,11910306.38,4839820.25,3864334.87,594612.66,4962929.27,1883705.19,1298938.66,165217.82,590040.89,424243.07,299930.15,131677.65,1462297.73,1048292.99,712644.86,326954.46,1204092.29,696525.63,0,105929.22,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,890363113.63,609724363.16,284285953.57,1425396343.30,1060508194.74,788406987.27,484848126.66,1232550072.98,854091194.88,538736981.38,268724740.84,696614934.70,547775396.04,308423984.16,179601125.49,594056747.65,468434079.43,341330392.55,146722399.20,437501429.79,348029639.25,231025447.74,168901606.77,414000148.83,334620926.84,236605717.54,134445902.37,352704005.65,262942492.24,178739423.53,93839227.03,319880190.19,220240450.27,140030330.98,62265355.39,96789314.92,65759344.97,43758998.61,20882262.50,62740893.96,42962153.81,27549695.67,16126574.48,47035834.70,39092042.73,33643195.99,32610279.92,0.0
8,财务费用,693894108.37,529875171.29,234377267.66,687283012.57,511307401.25,301953952.46,139717786.93,398516362.42,279409056.76,176812079.17,80933514.50,302716840.77,220132254.09,139947229.77,77315980.20,226299570.42,163411999.25,115972222.83,50638043.13,223358350.67,169130642.81,113191066.74,56141867.24,160419512.49,103344186.01,65581288.29,29210047.78,90587978.98,54384523.18,36605397.15,11119667.68,23801970.04,11198814.84,3755878.57,260496.44,-5467899.12,-3572357.02,-3185547.06,-218559.53,3355246.04,2279504.62,1447781.31,814020.61,2577443.42,1397504.08,1996490.15,1138117.15,0.0
9,研发费用,120219589.65,72850582.85,33181986.21,369972170.39,274022418.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
