,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,21829002963.77,12818620509.14,7816085319.68,2495197903.00,19213596394.03,11759566435.45,8219935619.41,2961701772.78,22313381938.04,15490034875.46,10417531197.45,4081009544.05,23349604897.69,17068320189.76,11359948288.79,4337542284.61,25519239791.42,17142203505.33,10809719237.47,3934320497.59,9530740881.74,6122924905.59,3886884172.98,1732143284.30,4166071985.61,2462187594.12,1745869433.35,909936277.09,6424083364.01,4833188646.48,3432639468.18,1851664209.06,8296431347.84,6104184180.85,3983430810.12,1748382328.58,7014224669.01,4520381437.98,2893604210.42,1496311858.01,6553424803.99,5060055004.33,3134482784.42,1493859829.53,6984087521.27,4818089949.05,3077202691.70,1411487010.41,5952697163.61,3709144853.42,2412391363.23,1147384147.71,3335339526.83,2436868251.61,1510416215.13,709797193.23,2746767933.20,1906528414.87,1198126057.40,416727066.22,2378643377.06,1540480550.72,1095364392.58,559988437.13,2857896909.08,2163992371.43,1186233774.73,565537268.50,2426211619.30,1881310741.66,1169004173.69,511190862.99,2089569080.31,785340354.16,2227017138.73,1238189382.58,2288933721.94,986887000.00,1877646000.00,807690000.00,1691705000.00,620754000.00,2084876000.00,903858000.00,1849231000.00,856815000.00,1547860000.00,615110000.00,801902853.61,853741000.00,0.0
2,营业收入,21829002963.77,12818620509.14,7816085319.68,2495197903.00,19213596394.03,11759566435.45,8219935619.41,2961701772.78,22313381938.04,15490034875.46,10417531197.45,4081009544.05,23349604897.69,17068320189.76,11359948288.79,4337542284.61,25519239791.42,17142203505.33,10809719237.47,3934320497.59,9530740881.74,6122924905.59,3886884172.98,1732143284.30,4166071985.61,2462187594.12,1745869433.35,909936277.09,6424083364.01,4833188646.48,3432639468.18,1851664209.06,8296431347.84,6104184180.85,3983430810.12,1748382328.58,7014224669.01,4520381437.98,2893604210.42,1496311858.01,6553424803.99,5060055004.33,3134482784.42,1493859829.53,6984087521.27,4818089949.05,3077202691.70,1411487010.41,5952697163.61,3709144853.42,2412391363.23,1147384147.71,3322299101.50,2421576939.42,1504706512.06,705204654.34,2728916080.14,1895103807.64,1189675737.75,412165149.63,2363402750.52,1532394196.15,1090300063.39,556911249.56,2840445524.78,2150588219.56,1180674782.35,562192433.07,2413100867.57,1870629211.96,1162636917.53,504658152.80,2076603220.75,779177108.35,2222269882.38,1236182839.20,2281356788.53,982630000.00,1865146000.00,802361000.00,1682175000.00,615465000.00,2061349000.00,896072000.00,1833513000.00,849385000.00,1530074000.00,604640000.00,775617747.23,853741000.00,0.0
3,二、营业总成本,22765213622.02,13563086299.12,8354963237.47,2971676887.16,21639418283.11,12482970799.75,8901386647.68,3398357204.51,23193293047.25,15850721280.35,10422769520.14,4121062708.42,23487474127.48,17285649280.86,11427889285.16,4401385790.51,27239057441.56,18354482318.74,11464385476.49,4120938535.00,10566038394.41,6846591972.78,4199259967.67,1791983178.40,4478479525.99,2521617211.44,1732108912.76,858258457.57,6703228356.31,5011989989.90,3502283401.64,1833496841.51,7949745459.36,5710774208.24,3743237507.60,1585513263.12,6451036437.00,3972458344.06,2583635325.69,1327436127.00,6041638483.51,4593117652.58,2854792891.28,1340910024.24,6132615432.67,4064223324.84,2501960906.16,1136096735.36,5170330261.18,3163115667.79,2072170238.14,1058519846.05,3044902222.62,2246858953.52,1436695806.13,676106105.65,2666782680.03,1893409932.33,1195110333.05,415893563.71,2402005123.98,1551422674.57,1103285479.20,567484762.46,2937048756.59,2221113496.07,1231807949.30,586434390.95,2663812379.74,2021336439.98,1283397514.45,548119201.90,2135003883.56,797104868.63,3299099159.30,1246206249.72,2302458469.91,947409000.00,1892407000.00,813008000.00,1646360000.00,0,2047563000.00,0,1698758000.00,0,0,0,686117622.47,729501000.00,0.0
4,营业成本,20959294954.13,12429507122.40,7626860800.81,2530798664.93,19262469746.28,11427969817.50,8139908389.00,2898703177.58,20946888731.47,14445906313.41,9569573977.38,3741115110.22,21713708013.17,16019596521.02,10635670335.59,4032528142.98,24821158371.84,16623974758.33,10505677087.10,3817702990.12,9630980417.48,6227806824.23,3811966803.09,1610780251.97,3867567709.26,2228113827.82,1563460932.17,811094889.98,5970855522.13,4618940472.42,3208911024.61,1782027980.00,7369720001.85,5352775312.29,3475778352.20,1531102897.51,6076916959.00,3798544252.72,2471862971.38,1270307794.57,5757813988.47,4417384586.57,2719916138.87,1293343824.91,6070463652.88,4091289536.16,2566412773.25,1192960396.05,4917716899.70,3074038414.85,1997947247.36,1004675636.24,2806819321.77,2088735938.88,1325078254.57,627970907.71,2511793464.93,1786662219.14,1112285377.41,373669090.57,2244788273.69,1435600417.82,1030848287.58,527216580.20,2752741517.95,2088785624.76,1146852773.72,544070005.14,2403841019.84,1870241138.32,1171847045.49,509433444.29,1984058856.28,712238796.22,2111329028.18,1144920237.44,1984022560.90,835034000.00,1683247000.00,748723000.00,1518713000.00,0,1892793000.00,0,1601052000.00,0,0,0,655894972.07,722598000.00,0.0
5,营业税金及附加,66082026.09,45924625.35,32793624.08,15770082.95,65299430.11,49666988.26,36139172.19,11607571.05,72661835.98,46958718.60,34472271.94,15542675.89,70579480.62,16021839.29,11239441.71,6438810.02,26058415.07,13494806.77,8389291.14,3896993.65,21945028.77,18114419.59,14376778.33,10748305.11,20008352.18,14342941.07,11829101.95,5901404.81,27357520.19,8828597.07,5989647.58,3196830.59,48434977.29,43876788.75,36706022.51,12812422.99,30710391.51,20318735.71,10634199.17,6231685.98,31876683.51,16583511.06,7931881.19,4378860.92,22271654.16,11828430.45,8216521.56,1491527.60,20346934.95,11882508.54,8302153.11,3956861.64,9293363.87,8632408.16,5191850.78,516051.73,1933851.05,1108216.20,355187.37,144363.91,1954000.66,846264.00,617074.64,268767.17,3327999.41,4828009.60,4483274.67,285092.46,5046242.63,2272410.37,1343945.41,849834.89,2225378.71,947083.67,6612745.87,4634492.43,8436991.38,3115000.00,7025000.00,1224000.00,4875000.00,0,10912000.00,0,1983000.00,0,0,0,4982819.13,6903000.00,0.0
6,销售费用,136934171.32,47026208.71,8547839.97,-1075676.29,86255214.60,59981109.81,27945686.04,-15888697.70,195604950.61,127812938.65,82600434.36,49431908.33,116743820.71,189240900.68,100032415.61,43160152.53,210814276.68,138188235.17,77145661.29,41536966.70,33547079.26,3296014.40,-6102023.26,-14266169.30,7398233.57,-2332363.47,-472289.62,5713666.40,3741482.56,-10952235.67,-4584352.56,10908696.19,25824677.79,15293556.20,-2121413.56,15958880.73,58775317.66,42649061.89,27004027.82,13372761.19,37873926.69,31711323.65,27317470.41,12356697.37,49887310.04,39810922.72,28710868.64,15745641.13,59141689.03,9442629.29,5961634.20,1089660.14,4666222.57,2867950.86,2015111.69,1230004.18,4067459.64,2768734.89,1955130.86,1170120.45,2596263.10,1678346.07,1238245.08,519705.60,3944434.97,6155626.02,4130173.39,745028.55,5171667.54,-827262.81,1679785.41,688170.37,2391107.90,947146.31,8481242.46,8405425.83,20330630.09,6640000.00,23789000.00,10055000.00,5179000.00,0,3685000.00,0,17519000.00,0,0,0,9779749.24,0,0.0
7,管理费用,900958609.80,576059005.58,374142028.48,185166639.18,892844116.09,550536701.04,359944871.91,204395893.86,1256121621.24,824409821.39,523351934.09,245123883.96,1395560018.97,921811074.68,595934762.38,239738967.28,1453253072.82,1013727899.21,603455675.24,300315210.12,739731840.56,516714078.53,310339723.66,135054188.72,484445293.67,272880587.01,159548732.64,63752371.94,391004348.00,246175376.86,158491656.53,67404376.51,402918826.01,256448108.03,168961469.51,73275219.83,418346698.76,202616056.20,130835721.61,61097784.31,313985220.08,222841057.54,163894630.99,63935492.58,282534191.60,180608630.16,117764019.20,41124725.36,307915809.37,149111279.60,92703896.49,47322872.08,219996939.35,151448511.77,105430236.11,43996445.35,116318618.87,101303298.52,69178339.82,37950594.52,143506434.08,103497710.70,63967641.07,36551801.61,141954555.42,91914834.65,54199065.52,30620727.57,208136923.64,120468652.31,88240604.78,28682222.81,110447961.11,56692298.96,797994631.84,63665375.01,192334173.03,69027000.00,130332000.00,54352000.00,130128000.00,0,122607000.00,0,103319000.00,0,0,0,56072108.91,0,0.0
8,财务费用,144161671.01,83696218.84,86228563.48,82853637.00,118473501.83,5507757.46,63129150.76,176171074.39,528776547.46,379703846.78,198463829.73,69936272.13,-17946547.67,61693806.02,9665504.45,43024009.51,336489851.01,283218819.65,39589871.47,12468405.28,127889582.84,96844515.96,63672451.62,47564686.24,-119428332.56,-87720286.39,-61007468.47,-28201897.56,-101281148.23,-65689973.95,-42871721.35,-29238419.19,-238565286.18,-186938034.07,-115604913.22,-47636157.94,-150649702.95,-104142341.62,-56699194.29,-23573899.05,-122948206.40,-95931640.30,-64796044.24,-33084851.54,-288581498.27,-254465571.05,-214304652.89,-115225554.78,-150369238.43,-94010615.51,-45396144.04,1474815.95,4126375.06,-4825856.15,-1019647.02,2392696.68,32669285.54,1567463.58,11336297.59,2959394.26,9160152.45,9799935.98,6614230.83,2927907.88,35080248.84,29429401.04,22142662.00,10713537.23,41616526.09,29181501.79,20286133.36,8465529.54,35880579.56,26279543.47,48276049.41,24580719.01,92956642.79,33157000.00,37620000.00,-1346000.00,-12535000.00,0,17566000.00,0,-25115000.00,0,0,0,-40612026.88,0,0.0
