,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16431884817.44,10663141198.68,6264658176.35,1608999999.36,13380520554.27,7680863624.42,3358181693.97,1535761617.69,14042729748.20,7081097839.95,3922546999.71,2251601169.17,11627832785.09,6627046225.25,3003290372.10,1068902312.98,9178203959.84,5593749917.31,3274578817.43,2373084900.53,10011047447.62,5201139432.80,3158231181.68,2023310817.90,7692225491.44,3795243481.70,2755800105.19,1047672472.04,6683980314.36,2178872963.64,1515273810.80,658517918.34,5246498062.03,3875292635.73,2242595711.68,915872683.13,4646202491.98,1832728689.45,446105759.80,256060056.18,3438102870.80,2083824259.90,894606920.46,459894748.41,2439933544.76,2315234108.00,528135775.21,223648429.59,1579592046.54,1140964075.59,646322959.22,310131717.62,2134728729.22,1169797565.21,777683268.03,524741119.38,1848230443.12,1152820314.01,884153600.54,111421288.10,1858979917.48,996165580.28,615610849.00,261823019.61,2273143897.47,1733815115.92,756537616.36,306344499.67,1696789409.19,1204012744.38,583919572.56,377274715.29,1087815352.52,444662256.32,7222176670.82,3135777747.59,5875961798.01,3179394197.29,4889960697.73,3987702391.64,3502084464.32,2584781229.25,0.0
2,营业收入,16431884817.44,10663141198.68,6264658176.35,1608999999.36,13380520554.27,7680863624.42,3358181693.97,1535761617.69,14042729748.20,7081097839.95,3922546999.71,2251601169.17,11627832785.09,6627046225.25,3003290372.10,1068902312.98,9178203959.84,5593749917.31,3274578817.43,2373084900.53,10011047447.62,5201139432.80,3158231181.68,2023310817.90,7692225491.44,3795243481.70,2755800105.19,1047672472.04,6683980314.36,2178872963.64,1515273810.80,658517918.34,5246498062.03,3875292635.73,2242595711.68,915872683.13,4646202491.98,1832728689.45,446105759.80,256060056.18,3438102870.80,2083824259.90,894606920.46,459894748.41,2439933544.76,2315234108.00,528135775.21,223648429.59,1579592046.54,1140964075.59,646322959.22,310131717.62,2103133121.44,1150749821.30,768012808.84,520990347.84,1818231116.42,1138496409.53,875503198.53,108208354.00,1822219334.18,982235537.63,608699762.63,259087961.00,2243942616.68,1726454538.06,751492430.72,303203733.70,1681000759.22,1192862729.88,574232262.41,372486456.41,1064117392.99,444130302.20,7208431645.37,3130597665.38,5875553264.49,3179238354.74,4889862845.64,3986795818.51,3499984856.92,2580732024.48,0.0
3,二、营业总成本,15590864232.56,10260064734.01,6197446057.65,1802066286.30,11815880999.54,7101826768.13,3122338743.62,1415666181.80,12515205825.73,6424719819.88,3570230963.35,2108280056.28,9905756684.55,5829444653.83,2658437791.57,822325791.92,7533032902.49,4540505099.40,2906428522.74,2075343709.15,8263963171.81,4145660533.32,2830713209.94,1700492107.61,6099916387.65,2995370443.92,2123933891.16,850779837.93,5145061088.90,1515146315.57,986470795.36,517887900.47,3756118430.76,2720724483.03,1413128679.91,629800324.20,3428173127.99,1281280656.98,290936136.16,164291770.08,2388414119.27,1552941809.02,651449251.97,308166501.68,2001262717.57,1857479292.93,369930255.71,159061742.63,1240779093.74,945497559.12,546443596.65,247588573.92,1850343440.35,1017074839.45,666453434.74,448352608.21,1690456043.58,1076092701.78,823649161.90,157089038.50,1748057709.93,910286030.65,588618407.97,240820713.77,2101373263.16,1528437508.49,718972652.42,299115569.18,1643290000.71,1132195090.23,555751237.25,364622351.05,989952972.36,398326870.20,6955976136.89,3013949684.20,5678494116.61,3084636884.82,4690710681.30,3875010815.05,3425965379.15,2519135994.91,0.0
4,营业成本,12469154350.60,8290518391.49,5044662303.73,1396631992.45,8977491816.79,5345205878.90,2185008286.79,956537117.96,10372222528.67,5070711834.82,2860732865.19,1763582487.00,8056260510.92,4787944025.51,2055433925.40,589570538.67,5652444677.60,3636706108.03,2383547446.66,1732783669.25,6541330508.22,3152592646.32,2237000101.57,1340606392.70,4582099503.23,2338114893.69,1667502386.34,647477421.58,3454399028.97,664573369.21,411692057.80,295605204.10,2219200163.92,1678456010.63,977489150.56,414216913.85,2719767798.10,932358760.84,147216317.22,87235644.22,2000713226.33,1215789337.94,483384499.36,250196157.35,1398601706.54,1394077312.98,252623950.33,105502767.75,961785445.22,685779391.07,404497311.08,181061677.99,1473858531.55,769464868.22,511519316.74,352025559.81,1313498790.21,830601277.80,641600902.67,89816902.24,1408050265.51,731304408.32,462229463.94,190402171.86,1679765126.98,1306546661.84,597086521.46,240991805.29,1327939002.52,933869862.37,434568356.32,313317187.97,852422243.80,347106302.95,6125663377.68,2689625304.15,5023406785.43,2723341291.20,4167158692.51,3412974068.90,3011839595.85,2200382848.61,0.0
5,营业税金及附加,1301139792.04,886778103.35,507077513.30,156785899.54,1684377519.12,1063825896.10,476029562.72,231160775.98,1101299752.67,605031255.67,295030902.63,172510086.16,970605499.90,470703290.81,253879602.42,86340398.40,1093127326.79,394577169.75,220119253.66,158236400.47,790284654.03,459649841.33,309921931.17,216157863.14,787240942.51,264566304.54,201103251.06,66296566.86,1104558836.35,509584006.34,363911603.23,121623749.25,962684680.54,730716073.95,238876966.37,114104482.55,356216797.88,202467134.39,34643100.42,16699585.09,197416662.96,215652918.94,96196565.68,53287076.57,405536708.21,346947005.38,33350883.11,14076853.76,93867870.72,69413282.88,39023364.60,18628240.04,99304249.13,72651120.99,42240704.52,28654469.14,102631366.77,62617302.55,48152675.94,5951459.48,96737791.94,50864630.88,29005253.50,14249837.85,123270251.79,97080302.46,42034848.84,16927079.77,92455041.75,65527334.53,31502658.83,20406639.50,56982060.19,22902486.17,191706899.78,83732591.37,169040458.33,92727870.28,133675940.83,108060728.25,97252526.70,71621224.03,0.0
6,销售费用,493714104.11,303147977.35,191159989.92,89622742.00,418957871.60,265223225.97,164585402.47,61004754.60,318825560.75,194750524.09,127545999.75,52537262.93,281970233.66,194548251.62,120804882.05,61183195.98,230256575.68,143835746.87,90372627.38,40368321.14,284357418.58,168682304.47,95911019.85,41786750.09,232096776.50,118998733.00,70746063.33,40023287.17,206858081.39,117458272.97,55256575.84,19434135.41,183135657.42,100766802.29,75377494.81,40103563.61,133144711.29,44806427.32,38098886.62,19790947.66,80720557.71,22667175.83,12177806.52,8189944.61,38949876.22,24728007.49,7722093.37,3723910.95,59887275.57,29088900.41,15727325.45,9731053.58,71271809.59,38933586.49,22522964.25,14148830.81,88232657.09,37753673.17,27958268.36,7988093.60,56464673.24,28276562.20,17977676.87,8555493.77,53153068.51,30429529.84,21185818.10,9226238.47,44444827.43,12100422.71,7560715.58,3496413.76,20502141.36,3821473.71,0,0,0,0,0,0,0,0,0.0
7,管理费用,580156676.60,311133744.45,205983721.39,102636862.83,533055870.71,280934920.42,178385319.77,82757827.78,495410621.72,368961036.45,171858496.83,82875041.08,404509823.12,288493878.44,149688947.04,73868771.08,412543906.22,284396008.55,148605847.98,78034411.26,484895410.52,335130543.50,177301340.68,99550278.17,354118925.80,217578811.74,142750013.57,76798165.42,315246786.51,181327944.52,117355341.50,66369829.41,331241474.81,164335544.68,91065045.22,43245905.52,193985305.93,105147734.71,67175137.35,32826329.19,156540637.44,86780017.81,53932183.66,26275614.43,131474610.25,91051322.56,71470597.37,30874038.21,115515243.72,89039947.20,53381988.45,31840582.94,133255057.71,88553447.68,59675580.17,37288566.82,129211950.97,80753886.73,56263118.50,29803954.54,114304725.32,80564821.73,62912215.11,21516188.45,167913645.06,64509141.85,38372537.26,17571642.54,113893113.33,51541821.95,30574996.89,18106420.04,34560726.63,10796666.40,550132530.20,220269916.77,426076181.91,227009281.09,331135182.16,330468515.67,299783336.16,233366547.72,0.0
8,财务费用,746699309.21,468486517.37,248562529.31,56268676.73,184842204.53,145523980.74,115543045.26,84072695.99,221333864.97,182567953.72,112338218.55,37181569.10,127178298.04,88818367.63,78483992.53,10849607.83,89593544.55,97499760.34,80095059.54,64955958.31,135825817.54,35907614.08,16843845.31,2372673.54,129110252.09,55301329.95,41024758.61,20245553.26,46190290.90,26120754.67,21767922.93,14869723.88,62640827.32,46048872.51,30130824.05,18129458.67,26068379.71,-4403706.14,2913379.20,8224700.82,-27388751.92,13791646.10,5714499.55,-29782291.28,19889245.38,12256284.41,11660704.90,4884171.96,2567209.55,72017121.91,39130311.79,6327019.37,72653792.37,47471816.07,30494869.06,16235181.63,56881278.54,64366561.53,49674196.43,23528628.64,72500253.92,19275607.52,16493798.55,6097021.84,77271170.82,29871872.50,20292926.76,14398803.11,64558015.68,69155648.67,51544509.63,9295689.78,25485800.38,13699940.97,88473329.23,20321871.91,59970690.94,41558442.25,58740865.80,23507502.23,17089920.44,13765374.55,0.0
