,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3663130278.47,2722506596.20,1703509353.37,742775650.21,3091835824.97,2272319851.64,1449305212.03,711508170.41,3279935046.43,2442111965.87,1566432806.40,726502997.04,3314058122.13,2504607899.62,1632893366.43,734412543.07,3270312469.62,2328712621.87,1469573620.54,658563756.88,2821281988.96,1990080571.13,1222084351.71,517815267.53,2228396872.73,1576721102.06,978474575.44,426211715.42,1823337342.43,1322137918.57,819339199.39,362657744.45,1602737583.71,1123836156.78,671119808.21,278481157.97,1089940822.74,786122243.95,473480440.41,211468851.22,823939815.80,558963188.14,325696845.29,137398441.13,690144171.70,528824991.30,0.0
2,营业收入,3663130278.47,2722506596.20,1703509353.37,742775650.21,3091835824.97,2272319851.64,1449305212.03,711508170.41,3279935046.43,2442111965.87,1566432806.40,726502997.04,3314058122.13,2504607899.62,1632893366.43,734412543.07,3270312469.62,2328712621.87,1469573620.54,658563756.88,2821281988.96,1990080571.13,1222084351.71,517815267.53,2228396872.73,1576721102.06,978474575.44,426211715.42,1823337342.43,1322137918.57,819339199.39,362657744.45,1602737583.71,1123836156.78,671119808.21,278481157.97,1089940822.74,786122243.95,473480440.41,211468851.22,823939815.80,558963188.14,325696845.29,137398441.13,690144171.70,528824991.30,0.0
3,二、营业总成本,3364541328.56,2477856721.29,1581226770.31,715766917.48,3166811473.23,2262245349.07,1443991028.00,699867182.82,3024711995.24,2209673770.51,1397122229.12,630867246.49,2855496103.80,2086072529.71,1353148268.42,625181811.39,2732499719.28,1961328834.41,1251391513.41,572423436.34,2399853908.40,1696387424.34,1050788315.28,453821971.02,1908989424.38,1364122352.73,849055258.96,373009881.69,1605380268.41,1171556754.88,726542019.25,322564019.70,1436174227.03,998176149.09,595314116.44,245234353.98,961481726.28,683974775.96,414359521.47,184303116.79,729159036.39,495100109.23,293531984.90,123583104.36,639252718.91,471086542.87,0.0
4,营业成本,2568944744.94,1919267184.72,1212187145.45,542697640.10,2287067909.96,1687121893.80,1061403617.72,512335781.32,2266526609.16,1652889649.08,1043319862.10,463575768.72,2096100559.92,1551070933.08,1009628470.37,457822181.91,2081765198.52,1495254168.74,954607813.10,438745039.20,1846102855.38,1302248862.80,800199794.64,341625640.08,1528253004.81,1080672021.84,674623332.76,300921541.58,1323583433.51,984467040.55,606866282.54,269497384.16,1228327642.23,854423743.48,501699706.78,206578183.23,797535325.83,571143547.71,341145038.67,152334049.54,602011434.96,413193989.81,246254701.26,103399066.69,545524161.02,415431166.51,0.0
5,营业税金及附加,33931203.13,25669117.46,17574811.74,8529655.90,27013074.56,18832002.02,13310591.22,5698254.78,28298136.40,20922600.99,12385109.39,5860821.89,30568738.18,17839838.59,12451597.64,6229171.06,26122495.60,18235207.13,11247568.72,5811321.15,23588129.83,16293720.10,10146450.96,4752812.72,18358261.25,13068350.04,7011233.26,3350238.93,8937798.37,5322363.40,3238125.46,1094642.90,7778168.54,4259935.10,2390408.17,655173.06,6124432.42,4103374.98,2592141.67,1608036.86,5596274.60,3929790.39,2399692.95,945072.72,3255599.99,2778341.05,0.0
6,销售费用,464002189.87,321052787.79,212565238.06,92752508.71,434407360.73,338766181.38,223119648.28,113754526.12,433035272.27,311197672.86,196802908.76,94032837.23,431415585.64,289625454.81,191410899.31,97187628.41,351284369.27,248174581.27,160599597.26,74195435.57,287708317.54,208934509.40,131359957.71,63590905.71,194171014.01,142987667.29,88571757.43,37594798.66,155996570.33,97130132.69,64390683.00,30405944.54,106985698.34,73502188.99,48639122.72,20390944.62,87985621.22,63139354.97,38028214.68,14560652.55,55434300.55,33918233.53,18207622.86,8398488.04,34150242.79,23519289.44,0.0
7,管理费用,143453292.46,98041246.59,64241264.49,30129982.27,137102302.83,99519111.62,124451748.00,56941562.48,262170285.77,196593172.04,119097997.57,55163839.32,266509175.21,203270217.83,123939995.56,55549749.80,249343538.43,186216832.97,117073839.10,51181360.83,231814604.49,162368519.53,103402763.17,44040246.41,178054527.26,126309814.41,79109645.66,33086986.31,136402783.20,95289990.65,59637242.46,29150008.12,104396849.66,73046120.57,45757625.01,21652066.52,76683045.76,50208250.27,31996661.93,15662114.93,58302829.23,39716489.00,23707404.32,8598112.36,49900522.61,30350994.98,0.0
8,财务费用,3965567.57,3549061.34,1220975.63,1032590.45,475754.33,-169348.09,-809724.00,-439638.01,36735.35,-450902.74,1034768.88,790584.49,862428.84,-503629.15,98551.39,-543357.16,-4089513.20,-4178471.24,-4164668.54,-2436244.95,-3995128.71,-5368954.41,-2631828.67,-1978276.54,-17877290.26,-11030743.16,-7160352.43,-3505098.74,-23230147.59,-16903489.72,-10771431.04,-6283592.03,-17289245.35,-14062752.26,-7337758.26,-4539776.03,-12361235.81,-7668225.98,-1236877.23,-534632.75,2982377.16,3290719.91,2598587.57,1397386.17,1925360.56,2856969.21,0.0
9,研发费用,150244330.59,110277323.39,73437334.94,27564588.51,118752518.40,88887983.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,13059951.54,161992552.42,29287524.74,22515146.78,11576696.13,34644956.29,28521578.28,24481582.42,11443394.84,30039616.01,24769714.55,15618754.15,8936437.37,28073630.66,17626515.54,12027363.77,4926524.54,14635129.87,11910766.92,8311177.47,1790642.64,8029907.31,12115242.31,6899642.28,1561414.95,3689830.59,6250717.31,3181116.83,-1300367.99,5975113.61,7006913.21,4165012.02,497762.58,5514536.86,3048474.01,1834341.75,672895.66,4831819.89,1050886.59,363975.94,844978.38,4496831.94,-3850218.32,0.0
11,公允价值变动收益,30572735.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,2393226.43,22534046.33,13719971.42,3293312.56,79097746.41,59686309.88,41905661.77,17742817.10,123163841.95,93719730.33,75467346.08,54130057.61,48477378.64,31094579.09,19998396.01,6685280.97,46246698.78,34275353.83,25647889.53,10127413.84,23689615.60,13269987.18,4381107.37,2411536.98,0,0,0,0,0,0,0,0,84383.56,84383.56,0,0,0,0,0,0,0,0,0,0,0,1295319.22,0.0
13,其中:对联营企业和合营企业的投资收益,-4782425.56,-9486896.17,-6683677.52,-5602796.34,-1953507.63,-4314053.61,-1958751.71,0,3065274.81,-2084051.15,-2084051.15,0,-6276296.86,-3100110.21,-3100110.21,0,-5924163.40,-2708560.50,-2708560.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,300437948.98,246327626.64,126532886.78,38278314.04,16267025.21,76532677.69,52081657.90,31285601.00,392922738.36,335576803.48,251193903.23,149765808.16,507039396.97,449629949.00,299743494.02,115916012.65,584059449.12,401659141.29,243829996.66,96267734.38,445117696.16,306963133.97,175677143.80,66404833.49,319407448.35,212598749.33,129419316.48,53201833.73,217957074.02,150581163.69,92797180.14,40093724.75,166647740.24,125744391.25,75805691.77,33246803.99,128459096.46,102147467.99,59120918.94,27165734.43,94780779.41,63863078.91,32164860.39,13815336.77,50891452.79,59033767.65,0.0
