,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,736989597.79,445945892.32,205576867.15,1120744645.68,759675741.77,484041144.49,179553382.17,1514861956.15,1200855675.06,828738993.24,326381193.55,1141559378.99,971791162.00,640677474.81,325345280.87,727990395.80,402576013.97,229941721.85,141985481.76,545792802.94,435525791.93,334656029.93,225976781.76,1064231728.63,497849719.72,271864919.28,119514736.71,529094478.07,343519895.77,228555753.73,115329720.66,478086568.66,378675429.43,257162044.62,104191461.07,587709082.21,425201378.67,260656324.40,78018192.96,229368363.40,160742817.56,105517720.34,52180095.09,294772721.81,195970402.19,127879819.07,49010420.44,204797036.49,155029772.81,108327250.33,47630120.31,173436906.76,135420864.42,60067950.89,0.0
2,营业收入,736989597.79,445945892.32,205576867.15,1120744645.68,759675741.77,484041144.49,179553382.17,1514861956.15,1200855675.06,828738993.24,326381193.55,1141559378.99,971791162.00,640677474.81,325345280.87,727990395.80,402576013.97,229941721.85,141985481.76,545792802.94,435525791.93,334656029.93,225976781.76,1064231728.63,497849719.72,271864919.28,119514736.71,529094478.07,343519895.77,228555753.73,115329720.66,478086568.66,378675429.43,257162044.62,104191461.07,587709082.21,425201378.67,260656324.40,78018192.96,229368363.40,160742817.56,105517720.34,52180095.09,294772721.81,195970402.19,127879819.07,49010420.44,204797036.49,155029772.81,108327250.33,47630120.31,173436906.76,135420864.42,60067950.89,0.0
3,二、营业总成本,681150896.58,413356887.93,204082887.97,1061002982.94,706421737.50,442155065.17,177000090.88,1362220419.58,1088132035.78,746578742.84,297113212.86,1034471169.14,897066697.65,588439849.05,300814500.71,712556287.63,380719831.88,223397844.50,138000018.64,574493925.35,435017099.87,332998953.68,224089408.22,1060446598.64,496821319.38,271375034.70,117875049.41,552039918.31,343282016.29,228046841.84,120277650.70,628132124.91,423105207.40,251352443.68,81235131.11,477240178.63,343717002.97,215334002.59,60689293.40,192661683.44,133965725.14,83945966.24,40454233.87,218296270.72,140082422.03,89883685.07,33229516.87,133743891.93,98926196.36,69792566.94,31319918.44,106414203.00,90501527.99,43630788.11,0.0
4,营业成本,500950030.50,294700586.69,139599320.87,808868239.96,534290213.36,316483930.43,112574094.91,1134308626.40,937453179.16,642265327.64,235630325.17,836908259.99,738022112.73,477100750.01,240565274.96,525086625.05,278774030.65,153597906.67,94595964.67,389125830.43,350256807.18,270495706.53,195669994.32,901148010.90,412945826.21,214541915.58,90844832.19,455433426.15,276671744.79,178527517.39,99359030.33,441126281.70,318642642.55,204746680.81,60518337.92,385352889.32,292047466.81,177651843.94,44987844.43,151877645.23,114906449.25,72859254.35,34571779.51,189269720.16,121750022.72,77799438.18,27557227.59,118580394.22,86682098.83,62538080.46,27937695.47,98390135.66,84334919.65,39132057.32,0.0
5,营业税金及附加,7534517.61,4757210.95,2466343.54,9297713.78,6863750.70,4523489.52,1771719.40,11064006.56,8055915.37,4903903.59,1859284.35,7574745.30,-299543.07,1486257.00,403437.44,3824484.97,3567420.32,2728212.84,1076438.36,3009815.49,993432.32,490793.00,829468.82,6315791.83,2307145.89,1765693.90,1030740.03,2232415.60,2186279.03,1703598.53,805796.96,1707721.20,1646303.79,1246743.87,537911.14,1474295.22,1098919.44,630201.68,220723.98,480107.00,393197.92,287982.11,209425.27,589115.17,346240.78,172438.33,47757.67,737791.78,520365.88,343119.30,115820.49,613771.72,309351.50,2971.68,0.0
6,销售费用,22789784.35,15236382.78,6888270.71,36644677.87,25677434.53,20088368.43,9937911.39,39150082.04,28198271.11,16053744.22,17411088.81,42807004.04,34301335.39,24903455.52,22679323.57,41109880.00,17071557.14,11948113.74,9376879.73,44834252.46,26749249.68,18441174.69,10316509.19,44517934.63,27043001.27,16372459.73,8562988.42,28534567.68,20597990.17,13516630.64,5194168.19,33209017.47,23951589.29,13659337.34,6245659.79,18542332.31,12241423.19,5767292.57,2980726.84,8482683.14,6207549.66,4787059.90,2907959.86,7233018.64,3715546.93,2252715.53,1080973.12,4343416.60,2855549.91,1632122.41,749505.05,2117403.77,1056616.53,1321574.01,0.0
7,管理费用,66912259.88,43065980.18,18845192.25,80383126.16,58353557.12,41741696.85,21281538.88,82794852.94,57061294.51,38475489.94,21014970.46,85764079.65,64306761.44,39724072.30,23659021.92,83632389.99,40689303.72,26497721.28,14189593.61,70118470.97,38867537.30,27648808.34,10335871.89,65288923.12,32179678.27,21830514.38,9955223.89,43831825.48,32763526.71,23885547.10,12106262.71,60721181.49,42250464.17,27909648.86,13869729.34,50969212.16,26890401.34,17677416.30,7717548.38,28465893.68,16345002.58,10200762.01,5003967.51,20243418.39,14377123.31,8366711.41,3179237.36,6627403.22,8408863.71,5071851.54,2405970.54,5107607.91,3991693.86,2504438.47,0.0
8,财务费用,81054711.02,54303685.12,33410240.66,100115119.25,70111471.19,54606982.64,31498478.50,71181721.73,51048678.33,40250283.12,21289329.76,45132514.90,29409651.62,22197626.58,13083174.06,49537056.07,38873171.89,28355295.70,18890692.43,59156631.92,18334826.73,16640384.99,7076072.56,33466502.83,22698163.41,17275592.27,7483264.88,16676183.04,11071475.59,10422548.18,2812392.51,35797868.43,20520660.29,3289253.94,63492.92,17118954.76,10189782.01,11953886.72,4162168.58,2745791.91,292486.48,77590.92,242164.38,-5816515.16,94142.74,1493036.07,1364321.13,760741.82,113532.35,-138392.45,19361.55,97565.89,218516.66,59421.96,0.0
9,研发费用,1909593.22,1293042.21,2873519.94,3963473.60,7405680.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,21730632.32,3719629.83,4710597.30,-63652.20,23721129.91,6314697.30,4629994.33,-91785.69,16284565.26,31326379.54,23027687.64,424268.77,9365851.55,1744348.17,270594.27,-129550.16,8248924.08,-184753.34,-717913.87,-138508.56,9709435.33,-352495.67,-411141.16,-2000.00,5331500.36,-9000.00,-9000.00,0,55570054.62,16093547.31,500778.86,0,3782494.86,1249010.18,1653361.38,620279.06,609562.48,-4178960.75,-4266683.05,-2481062.66,6777513.52,-200654.45,-200654.45,0,2694144.29,345785.68,345785.68,91565.34,87718.05,590429.79,610324.67,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,5138949.94,3122950.13,936748.07,4408672.66,3663293.46,2260535.45,0,1555692.58,0,0,0,-43482.03,-44725.25,-44725.25,0,0,0,0,0,0,0,0,0,2531500.68,2531500.68,2531500.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,5138949.94,3122950.13,936748.07,4408672.66,0,0,0,1555692.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
