,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1160730732.22,735309804.58,364539212.80,1357038374.32,1039213500.71,707687015.53,312755806.77,1221516446.68,952194848.07,592734049.02,266984122.82,840421074.56,709070642.94,464538495.38,183306095.16,868733370.21,678692845.70,448464942.51,197160943.86,910529434.35,595722692.23,360537268.39,118089487.95,756233840.33,560312383.80,356447294.30,162029611.75,698377512.30,504222756.63,346498226.18,180042157.43,763973554.24,609339729.02,397391312.76,185325136.12,582358167.51,429744811.73,294845134.16,140332843.52,424447724.53,311749588.56,188584042.13,116662949.54,618874330.99,492424930.67,346967924.30,163162637.64,804509690.92,608233190.28,380314935.03,160976654.77,811712871.51,605966538.72,371115692.29,129731625.15,824296857.65,606468786.16,350035411.20,119515670.62,538631349.85,370088719.89,242164591.92,96086988.40,507617422.35,370889258.86,260197578.23,108509340.92,229215982.79,138664335.23,93704724.33,32954847.58,136279156.25,75988439.88,154175144.08,145831204.16,146814750.49,0.0
2,营业收入,1160730732.22,735309804.58,364539212.80,1357038374.32,1039213500.71,707687015.53,312755806.77,1221516446.68,952194848.07,592734049.02,266984122.82,840421074.56,709070642.94,464538495.38,183306095.16,868733370.21,678692845.70,448464942.51,197160943.86,910529434.35,595722692.23,360537268.39,118089487.95,756233840.33,560312383.80,356447294.30,162029611.75,698377512.30,504222756.63,346498226.18,180042157.43,763973554.24,609339729.02,397391312.76,185325136.12,582358167.51,429744811.73,294845134.16,140332843.52,424447724.53,311749588.56,188584042.13,116662949.54,618874330.99,492424930.67,346967924.30,163162637.64,804509690.92,608233190.28,380314935.03,160976654.77,806046533.89,601194107.06,369304133.93,128880844.38,814360962.85,598452817.86,344397524.94,118687857.01,534953174.25,366441276.26,239745739.52,95694198.12,505389040.33,370184651.82,259832685.98,108545617.39,226748538.10,136836536.33,93330766.09,32730174.66,133943431.70,75845288.55,150858959.38,145296181.32,146685335.50,0.0
3,二、营业总成本,1133926476.95,718070876.72,357771669.36,1349678689.27,1007513943.83,683752176.71,304190740.94,1160588597.54,907490380.02,559712764.91,251807168.03,811166369.73,698516222.66,459378874.47,183245270.95,862408622.92,669615707.98,443988111.23,195715306.96,906830687.76,598317793.40,361978414.74,121371355.49,741256095.86,553691423.59,353892260.37,163538985.05,683438015.62,493345268.07,340250763.64,175298973.91,754585181.38,589344137.94,382456193.66,179061228.17,589503940.79,428598211.71,292223348.70,143465078.01,422427745.87,315817266.10,199098919.73,119935928.50,612523249.66,482788243.73,336005924.41,160981177.11,770200662.05,586205668.30,367439276.52,159325095.51,793343288.45,595492215.45,365545751.95,132563479.23,799977298.79,588956678.46,338713089.39,115757004.28,513616707.71,352847307.80,231245938.55,94507300.73,488159334.36,357973074.47,250033796.17,106222742.13,219850942.11,134715484.16,89142757.30,32672054.12,129950776.45,70796764.96,138038609.20,133653119.62,129123344.91,0.0
4,营业成本,949977958.19,598816277.96,302283738.68,1083635554.93,823191348.80,559882856.40,250834757.50,908293133.39,718195885.72,434172667.58,192448344.99,601576774.28,549791630.06,370176929.38,141131694.66,681123835.18,537813954.66,354189819.29,152171991.45,735506294.60,478684678.71,281928246.08,85042302.32,562639537.09,422208584.93,269075039.88,124798218.10,500960811.04,362738736.83,252404842.36,132408246.05,573465519.67,460781922.06,299403008.84,141076543.34,487997292.62,355612096.24,241751282.89,118497987.36,329089530.53,245376121.05,151095338.65,98017751.55,506873668.73,405481466.01,287720252.09,137091934.91,670998561.34,509918362.11,317118969.47,136702474.30,698132613.02,520318195.98,314450225.86,116227497.30,724885372.26,525994731.58,300003771.28,95295493.32,423231335.26,286911863.81,190698721.80,74843882.57,403022419.23,293932949.81,209953887.23,89464431.93,171648882.85,106613653.99,73598966.51,27617634.88,99685493.60,56189812.50,105855446.74,102325561.46,93450641.64,0.0
5,营业税金及附加,7012597.82,5106215.42,2493308.34,10067227.01,6220864.39,4336637.33,1813818.53,12484260.00,8114646.12,5537605.78,2190967.43,9310820.39,4009725.55,2709665.82,1176899.71,5039066.54,3959298.94,2588657.75,1150941.22,3948101.74,2730364.30,1874232.94,886233.59,4711584.22,3209784.29,2207138.51,1173475.29,5402438.82,4244786.32,2981537.89,1211873.77,4153389.28,2801593.84,1910157.89,804541.69,2374345.41,1531809.27,1007681.56,383831.86,2839503.60,1842891.54,952461.24,493654.00,2786326.50,1736271.52,1234385.32,1053051.97,5582547.34,4014999.63,2711144.34,1276025.86,2253422.94,1615654.19,1027667.26,164445.06,3607063.15,2525485.20,1825949.44,449677.06,2214319.80,1488903.11,859429.15,352008.27,2425281.93,1758757.80,1236020.07,625013.85,696885.34,451745.13,236149.98,22455.46,927390.54,625502.28,1359971.02,989197.00,1264109.09,0.0
6,销售费用,40279534.31,25538880.56,11191447.25,56720057.71,40109205.04,26489227.18,12930257.43,61173224.64,47011993.07,29193295.65,14837783.66,59566236.45,40653865.63,24184512.10,11966427.01,55471986.08,40111786.61,26296618.46,12414887.09,50369825.34,31333941.69,20848583.31,9737980.02,53357191.85,39224382.97,24725907.58,10961489.44,61694014.65,43688363.39,27367120.33,12390238.48,58497534.71,39879804.09,24043632.23,10733825.21,25681214.56,18111676.12,11491670.36,5458839.65,24224000.01,20733314.17,11669029.98,5807396.33,29696519.90,22186874.63,14111389.31,5757604.88,32896728.99,22855465.18,14707802.08,7156912.68,33230917.45,23145261.31,14631075.89,3564614.60,17729938.90,16315577.01,12082923.88,6842527.05,26713785.13,18747115.23,10815082.33,5702887.43,28109410.07,21444774.99,14531875.83,5746038.74,12820569.28,5789617.01,3062180.04,1038294.18,3926751.05,1595505.19,3983517.97,3373346.88,3088521.56,0.0
7,管理费用,80455039.18,51471337.55,24325299.77,108137814.49,78647807.83,82608850.80,37841028.50,173222122.90,129569588.87,85807739.96,42386681.71,140873656.65,98801627.55,57610680.33,29021890.99,114409803.47,82887572.54,56355971.46,29741095.53,110706077.01,78947352.01,51779318.45,25091430.90,108478088.93,78946170.53,49455789.38,24809946.07,106666246.43,73872478.09,50513267.37,27038432.88,108394564.58,75892440.79,48164757.07,24842364.08,60388387.83,43246136.87,30754661.82,15848147.96,62972200.31,46524264.37,31820006.40,14045327.11,66402681.09,48240806.41,30310651.14,13844844.06,48233992.26,39709477.30,26505010.07,11554784.96,48441214.98,42394447.37,30156376.82,10874267.84,42873295.29,35970820.78,19378614.82,10116359.99,50414749.37,37441821.56,23505180.12,10942133.54,47517184.23,35036777.74,20856422.74,8740169.79,29239331.57,18212727.68,9551210.26,2660981.30,19583173.16,8231291.02,18516679.82,18162033.35,20337248.24,0.0
8,财务费用,6474299.76,4606917.21,2312275.67,8318235.56,4929024.78,2246376.84,972180.48,541246.24,-334898.44,75068.48,-56609.76,491908.84,111803.10,-450483.93,-51641.42,828521.60,494907.99,208857.03,236391.67,3192773.41,2193805.01,1075098.96,613408.66,5911925.83,4377351.38,2690487.75,1194033.85,7268937.03,5444302.50,3496871.30,2250182.73,9556199.35,7601572.06,4931914.18,1744185.68,11619895.93,8652095.43,5672654.29,3276271.18,6023988.19,4522690.45,3276234.97,1571799.51,9685396.21,8459165.94,5927660.61,3233741.29,11310125.32,8086661.31,5274601.38,2634897.71,11285120.06,8018656.60,5280406.12,1732654.43,10881629.19,8150063.89,5421829.97,3052946.86,11042518.15,8257604.09,5367525.15,2666388.92,7085038.90,5799814.13,3455590.30,1647087.82,5445273.07,3647740.35,2694250.51,1332688.30,5827968.10,4154653.97,7883224.05,8802980.93,10982824.38,0.0
9,研发费用,49727047.69,32531248.02,15140499.04,60967926.12,46077464.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,21831873.45,8338228.16,8188228.16,-201301.50,4874610.37,4933164.68,4926387.46,0,-653026.88,5147570.77,5147570.77,0,5535410.05,4348187.24,4348187.24,0,3107615.66,4427651.68,4472935.00,0,6157767.94,5725149.49,5737897.27,601822.30,1445567.65,3356600.94,3487124.39,0,517973.79,2386805.10,4002723.45,-140231.83,1442804.44,1444397.78,1545397.78,0,-2721476.77,-3182015.48,285848.49,0,-2921342.77,-3316340.78,-3298414.06,0,1178706.80,1620702.77,1121749.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439769.60,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1006394.65,-1311869.31,-9041668.30,1814201.64,-336890.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,21984122.27,20619282.62,11203110.13,42530781.66,25008300.48,21482723.70,9969081.53,11657337.60,16000722.46,13280328.01,6020178.84,11161973.86,19405009.71,22240969.63,9728991.05,15338669.39,30127306.98,27116176.22,10702774.08,53953528.97,27943907.08,18903742.04,7830997.72,29572458.22,18892609.50,14214010.65,8394210.49,16528775.26,18515597.21,15340816.26,6804023.45,47619813.97,37908398.91,34857101.11,35366089.45,38303302.61,15913461.34,8939806.71,4601352.32,20984420.53,15216573.91,11907187.48,2831445.74,18192760.85,16902352.47,8187499.44,3755695.35,13158501.57,9359273.41,6927691.35,2500177.79,24917600.27,20713347.34,17726090.18,15214730.25,10064193.11,5555152.35,3224078.99,332443.43,7232353.11,3916260.13,2059219.96,733172.14,1967069.57,732867.83,20000.00,34164.41,186948.19,0,0,0,316687.49,155849.82,324257.10,267682.40,401684.34,0.0
13,其中:对联营企业和合营企业的投资收益,18161642.60,16796802.95,8373496.03,27784835.43,13095764.70,13510732.42,5469873.13,-1269018.97,7071144.75,7470882.87,3175075.96,-9152843.20,3512990.18,11174588.82,5444744.47,15338669.39,30127306.98,27116176.22,10702774.08,27630867.41,27943907.08,18903742.04,0,20451942.06,14752158.16,10089580.13,0,11536311.97,13523133.92,10348352.97,0,16008320.00,0,8313887.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,58848044.09,46198910.31,24154171.90,63944341.69,63719840.43,51747636.30,23378108.07,83822643.57,66139654.04,48524634.39,21197133.63,40416678.69,29959429.99,27400590.54,9789815.26,21663416.68,39204444.70,31593007.50,12148410.98,57652275.56,25348805.91,17462595.69,4549130.18,44550202.69,25513569.71,16769044.58,6884837.19,31468271.94,29393085.77,21588278.80,11547206.97,57008186.83,57903989.99,49792220.21,41629997.40,30151134.68,15748192.05,2519923.87,3283319.47,22667508.75,11148896.37,1392309.88,-441533.22,24543842.18,26539039.41,19149499.33,5937155.88,47467530.44,31386795.39,19803349.86,4151737.05,46014208.69,32838491.97,23296030.52,12382876.17,38187385.93,23087851.28,14566992.03,4111701.00,32829744.27,21209360.22,13029561.33,2312859.81,21495257.50,13652506.22,11499422.06,3111763.20,9599238.87,3996101.07,4561967.03,282793.46,6656715.29,5347524.74,16900561.58,12885092.32,18093089.92,0.0
