,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,002978,安宁股份,--,--,--,8212.0208,--,--
1,688006,杭可科技,--,--,--,--,40.0372,--
2,688029,南微医学,--,--,--,--,69.9344,--
3,300798,锦鸡股份,--,--,--,10378.4625,--,--
4,688020,方邦股份,--,--,--,--,94.3858,--
5,688066,航天宏图,--,--,--,--,63.3479,--
6,688098,申联生物,--,--,--,--,83.2824,--
7,688358,祥生医疗,--,--,--,-5130.3962,--,--
8,002970,锐明技术,--,--,--,916.2475,--,--
9,300790,宇瞳光学,--,--,--,418.0483,--,--
10,688003,天准科技,--,--,--,--,75.5316,--
11,688008,澜起科技,--,--,--,--,92.6229,--
12,688012,中微公司,--,--,--,--,61.8939,--
13,688033,天宜上佳,--,--,--,--,89.9869,--
14,688058,宝兰德,--,--,--,4715.1692,--,--
15,002575,群兴玩具,60.7286,60.6142,2787.9442,-1940.0592,99.034,0.966
16,600868,梅雁吉祥,5.2054,5.2054,283.3452,-334.8672,98.1428,1.8572
17,000416,民生控股,29.2845,29.2827,237.1195,11827.3359,97.6135,2.3865
18,300333,兆日科技,25.074,21.5442,1449.3976,-454.4508,97.5377,2.4623
19,600381,青海春天,35.1567,26.4241,1118.8974,-1086.9163,97.4445,2.5555
20,002252,上海莱士,15.7817,8.8974,322.362,-9485.3934,97.1973,2.8027
21,600527,江南高纤,24.1799,17.8147,1500.035,-211.136,96.9961,3.0039
22,000503,国新健康,19.6469,19.6454,1424.1723,1603.729,96.817,3.183
23,002932,明德生物,27.3698,26.2558,1777.5374,-1748.28,96.5327,3.4673
24,300127,银河磁体,24.097,21.4323,1340.0927,-1437.7141,96.4497,3.5503
25,300485,赛升药业,19.8057,17.5793,950.727,-1451.4642,96.4375,3.5625
26,002015,协鑫能科,22.9129,18.633,396.6154,-11005.5053,96.359,3.641
27,603696,安记食品,15.4564,14.2487,929.3891,-1034.9415,95.9643,4.0357
28,300357,我武生物,20.8451,20.3067,1588.5417,-1232.8493,95.9261,4.0739
29,002820,桂发祥,20.27,19.1493,517.8665,-35165.8673,95.7209,4.2791
30,300406,九强生物,18.0235,16.3666,781.369,-10966.7864,95.7154,4.2846
31,300701,森霸传感,21.8924,20.8064,162.9922,20025.9472,95.6988,4.3012
32,300741,华宝股份,19.1977,18.2325,1551.6686,-578.3676,95.6642,4.3358
