,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,002575,群兴玩具,60.4173,60.4173,1629.376,-2316.9616,99.0221,0.9779
1,600868,梅雁吉祥,5.484,5.484,495.217,-1127.2033,98.3277,1.6723
2,600381,青海春天,54.5074,40.0798,1015.9593,-1271.0065,97.8369,2.1631
3,000416,民生控股,36.3426,36.3426,2844.78,4874.5925,97.7875,2.2125
4,600527,江南高纤,28.0325,21.0202,1745.9229,-363.0345,97.1114,2.8886
5,002932,明德生物,23.3347,22.4263,1234.8168,-5091.8266,96.0217,3.9783
6,002820,桂发祥,20.9724,19.6296,1811.0587,-95449.5641,95.7853,4.2147
7,002252,上海莱士,9.2144,5.2537,203.4901,-4638.9076,95.6515,4.3485
8,300042,朗科科技,18.0164,17.1647,425.1848,-2204.9442,95.6166,4.3834
9,300223,北京君正,39.4525,35.9962,691.7138,-1534.6963,95.321,4.678999999999999
10,300235,方直科技,16.2535,15.9607,882.1492,-46.4063,95.2583,4.7417
11,600883,博闻科技,42.7241,41.2661,2895.4523,-71.4416,95.2052,4.7948
12,000503,国新健康,12.2534,12.2523,1070.4472,1088.9314,95.1002,4.8998
13,688020,方邦股份,16.1959,15.3953,641.2983,-3129.1092,95.0628,4.9372
14,300701,森霸传感,18.1811,17.2524,130.9589,-15191.7873,94.8823,5.1177
15,300401,花园生物,11.8337,8.7488,226.0372,-16423.3035,94.8605,5.1395
16,600212,江泉实业,4.548,4.4357,347.5626,64283.1162,94.8222,5.1778
17,300741,华宝股份,15.1755,14.437000000000001,1169.0335,-803.5549,94.5392,5.4608
18,300443,金雷股份,12.1862,8.765,346.9112,-994.7059,94.5312,5.4688
19,000096,广聚能源,12.1159,11.9388,1085.1669,-412.1419,94.4214,5.5786
20,300127,银河磁体,15.2349,13.3551,681.1424,-1381.547,94.4206,5.5794
21,600345,长江通信,3.7629,3.6408,286.931,-18423.0791,94.3581,5.6419
22,002015,协鑫能科,14.628,10.9183,126.7938,-451.038,94.2642,5.7358
23,300726,宏达电子,17.3954,14.1941,380.1089,-2203.1553,94.2013,5.7987
24,600506,香梨股份,22.4823,21.2407,1396.1528,-359.126,94.1008,5.8992
25,300357,我武生物,13.565999999999999,13.1586,798.4254,-2342.0651,94.0947,5.9053
26,300189,神农科技,6.0357,4.7693,228.0577,593.7191,94.0648,5.9352
27,300054,鼎龙股份,11.2677,10.1257,514.7125,-880.3498,94.0558,5.9442
28,603508,思维列控,7.8238,6.3673,179.308,-4260.0598,94.0489,5.9511
29,002033,丽江股份,7.4413,7.3356,710.123,-1755.3185,93.8942,6.1058
30,600573,惠泉啤酒,10.5107,8.4266,832.5374,-3529.4565,93.7539,6.2461
