,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,603916,苏博特,--,--,--,535.5068,--,--
1,002906,华阳集团,--,--,--,841.9211,--,--
2,603666,亿嘉和,--,--,--,-18258.3301,--,--
3,300504,天邑股份,--,--,--,4791.9247,--,--
4,603733,仙鹤股份,--,--,--,1430.2672,--,--
5,601138,工业富联,--,--,--,1981.991,--,--
6,300747,锐科激光,--,--,--,11344.7894,--,--
7,603013,亚普股份,--,--,--,854.375,--,--
8,603880,南卫股份,--,--,--,751.351,--,--
9,603897,长城科技,--,--,--,753.3438,--,--
10,002899,英派斯,--,--,--,1294.8921,--,--
11,603283,赛腾股份,--,--,--,963.4394,--,--
12,300684,中石科技,--,--,--,163.1801,--,--
13,300454,深信服,--,--,--,-533.8037,--,--
14,603650,彤程新材,--,--,--,1323.3607,--,--
15,601869,长飞光纤,--,--,--,1875.9854,--,--
16,603056,德邦股份,--,--,--,416.6736,--,--
17,603192,汇得科技,--,--,--,--,--,--
18,603259,药明康德,--,--,--,1850.0351,--,--
19,300691,联合光电,--,--,--,-405.4189,--,--
20,300745,欣锐科技,--,--,--,33530.1568,--,--
21,603587,地素时尚,--,--,--,-6054.8506,--,--
22,601606,长城军工,--,--,--,211.1508,--,--
23,603657,春光科技,--,--,--,1484.4822,--,--
24,603711,香飘飘,--,--,--,-2095.3691,--,--
25,002575,群兴玩具,68.7353,68.7353,2335.9107,2188.3557,98.8701,1.1299
26,002625,光启技术,63.3917,63.1215,5959.7042,-73.341,98.3746,1.6254
27,000416,民生控股,49.9387,49.9387,2894.6378,12733.2696,98.2171,1.7829
28,300333,兆日科技,34.2565,31.2182,2003.2047,-329.003,98.1607,1.8393
29,600633,浙数文化,14.889,14.8608,661.5779,-10057.4454,97.4362,2.5638
30,300235,方直科技,32.2416,31.5109,2722.1231,312.0934,97.4113,2.5887
31,300766,每日互动,31.964,31.964,2951.4161,-2790.5277,97.0026,2.9974
32,300149,量子生物,23.6944,22.6634,1991.8897,-4686.2055,96.9331,3.0669
33,300656,民德电子,31.3663,29.4668,1968.8974,29983.885,96.6968,3.3032
34,300613,富瀚微,43.6333,40.6663,3291.8516,2184.746,96.6832,3.3168
35,603696,安记食品,19.7973,18.0487,996.3215,-870.5599,96.6021,3.3979
36,002038,双鹭药业,25.5312,23.5759,1526.6311,-2368.9754,96.4382,3.5618
37,603336,宏辉果蔬,25.5049,19.1892,480.8672,1272.2098,96.2067,3.7933
38,300223,北京君正,30.8709,26.8867,323.2895,-2400.0207,96.1386,3.8614
39,000831,五矿稀土,20.5215,11.7271,438.3321,-1691.1978,96.1042,3.8958
40,000503,国新健康,17.6518,17.6488,1275.6931,-3477.0794,96.0757,3.9243
41,300081,恒信东方,16.5323,15.6762,1376.8049,-2736.6845,96.0627,3.9373
42,300042,朗科科技,18.3607,16.754,708.9408,-848.2033,95.8457,4.1543
43,002581,未名医药,18.1527,17.3817,978.1721,-2645.2837,95.8216,4.1784
44,002348,高乐股份,11.3941,9.6448,455.4093,2197.9878,95.7964,4.2036
45,300485,赛升药业,16.9671,15.96,153.8735,-20095.292,95.6965,4.3035
46,600868,梅雁吉祥,2.1678,2.1639,112.8182,5971.1055,95.6539,4.3461
47,300377,赢时胜,12.7397,12.7154,681.9857,-405.4592,95.6095,4.3905
48,600527,江南高纤,16.4771,10.5859,747.4882,11367.1303,95.5454,4.4546
49,300494,盛天网络,19.9704,19.957,1500.9927,-1019.7752,95.516,4.484
50,603615,茶花股份,15.9213,13.547,921.3751,-2447.5456,95.3299,4.6701
51,603189,网达软件,24.1502,23.3442,1871.9692,-168.4874,95.32,4.68
52,300357,我武生物,18.9008,18.2639,480.259,-4860.9102,95.2412,4.7588
53,300561,汇金科技,24.5545,22.3435,378.8516,-13614.3768,95.1796,4.8204
54,000813,德展健康,19.0328,17.9734,1074.6472,-18700.4647,95.0795,4.9205
55,002820,桂发祥,5.3476,4.6666,346.0592,-66225.6479,94.9412,5.0588
56,300099,精准信息,9.5686,8.4487,369.1372,-209.4472,94.9308,5.0692
57,300346,南大光电,31.6632,28.9002,311.8381,5893.7917,94.9226,5.0774
58,300628,亿联网络,18.8278,17.8086,330.9479,4193.3007,94.921,5.079
59,688020,方邦股份,14.0549,13.5923,555.5221,5526.7353,94.6971,5.3029
60,600212,江泉实业,7.5961,7.4798,91.6516,-1837854.7632,94.6781,5.3219
61,603508,思维列控,15.7282,14.2862,357.8954,-1827.1227,94.6551,5.3449
62,300305,裕兴股份,18.5627,17.7421,876.8981,-413.1773,94.6154,5.3846
63,000096,广聚能源,12.7009,12.4913,1067.0551,-643.8256,94.5405,5.4595
64,000971,*ST高升,4.6889,4.6889,205.8167,-13058.4503,94.4222,5.5778
65,300371,汇中股份,12.512,10.0159,509.5781,-985.4624,94.2867,5.7133
66,002932,明德生物,11.9268,10.8894,541.045,-12644.9506,94.1556,5.8444
67,002007,华兰生物,11.7603,7.653,187.84900000000002,-6551.3124,94.1251,5.8749
68,603688,石英股份,11.6779,9.6617,312.7695,6698.9642,93.9755,6.0245
69,603819,神力股份,14.7276,11.5076,216.454,-1264.9121,93.9622,6.0378
70,300127,银河磁体,14.5237,12.8905,450.7502,3289.7622,93.9216,6.0784
71,300379,东方通,7.9946,7.5801,457.2911,-322.7247,93.9023,6.0977
72,300508,维宏股份,16.1888,14.7284,47.0496,-21908.7748,93.8439,6.1561
73,603040,新坐标,12.4938,11.3438,279.1062,-10273.8009,93.7403,6.2597
74,000623,吉林敖东,3.8017,3.2338,124.1447,-33703.306000000004,93.5372,6.4628
75,300191,潜能恒信,10.3365,10.3365,759.6005,892.9908,93.458,6.542000000000001
76,002502,鼎龙文化,13.2391,11.0994,768.9154,-3891.9375,93.3875,6.6125
77,300076,GQY视讯,11.7248,10.7741,721.0004,425.0292,93.3852,6.6148
78,300642,透景生命,19.3998,17.6261,1482.6797,-3868.5708,93.3409,6.6591
79,002495,佳隆股份,6.1866,5.3872,493.9636,-1451.7968,93.2463,6.7537
80,002843,泰嘉股份,10.3113,9.1563,107.4127,-7395.8784,93.2341,6.7659
81,000670,*ST盈方,7.2951,6.0789,86.6966,221.5134,93.2327,6.7673
82,300525,博思软件,9.6893,9.3669,686.068,-293.1236,93.1944,6.8056
83,600506,香梨股份,14.077,13.3071,578.2905,324.7874,93.1606,6.8394
84,600883,博闻科技,16.4431,16.2182,772.4178,-3029.0889,93.1183,6.8817
85,000722,湖南发展,12.5881,11.749,784.2764,3525.9731,93.1068,6.8932
86,002320,海峡股份,7.1481,7.0699,678.4386,-3782.1035,92.9513,7.0487
87,603058,永吉股份,9.5031,8.7682,374.2775,-3072.8751,92.9173,7.0827
88,600381,青海春天,41.1779,32.2037,1403.5952,-2611.4409,92.848,7.152
89,300406,九强生物,11.0403,9.9565,552.4149,-2425.9511,92.806,7.194
90,000996,中国中期,12.5256,11.1702,1033.4258,-4372.3065,92.8031,7.1969
91,300609,汇纳科技,14.5462,13.8199,594.5734,-950.8307,92.7923,7.2077
92,603238,诺邦股份,8.8494,7.7381,211.4221,-5806.8308,92.7881,7.2119
