,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,603068,博通集成,--,--,--,-530.723,--,--
1,300805,电声股份,--,--,--,31554.1541,--,--
2,300809,华辰装备,--,--,--,-5660.2509,--,--
3,300815,玉禾田,--,--,--,745.6434,--,--
4,603863,松炀资源,--,--,--,1419.3348,--,--
5,603893,瑞芯微,--,--,--,-404.29,--,--
6,603217,元利科技,--,--,--,-6457.3309,--,--
7,603236,移远通信,--,--,--,-2123.652,--,--
8,603267,鸿远电子,--,--,--,3089.9234,--,--
9,688003,天准科技,--,--,--,-2354.9938,--,--
10,688008,澜起科技,--,--,--,-1765.8525,--,--
11,688012,中微公司,--,--,--,428.3729,--,--
12,688019,安集科技,--,--,--,-263.0233,--,--
13,603317,天味食品,--,--,--,-16988.6748,--,--
14,688023,安恒信息,--,--,--,6933.532,--,--
15,688029,南微医学,--,--,--,-2893.9187,--,--
16,603327,福蓉科技,--,--,--,845.5206,--,--
17,688037,芯源微,--,--,--,--,--,--
18,688068,热景生物,--,--,--,-8490.7821,--,--
19,688085,三友医疗,--,--,--,--,--,--
20,688090,瑞松科技,--,--,--,--,--,--
21,688100,威胜信息,--,--,--,--,--,--
22,688116,天奈科技,--,--,--,-58265.6039,--,--
23,688128,中国电研,--,--,--,-11226.4366,--,--
24,688159,有方科技,--,--,--,579.7554,--,--
25,688177,百奥泰,--,--,--,--,--,--
26,688188,柏楚电子,--,--,--,-60482.2678,--,--
27,688218,江苏北人,--,--,--,749.7609,--,--
28,688258,卓易信息,--,--,--,--,--,--
29,603489,八方股份,--,--,--,-22491.912,--,--
30,688288,鸿泉物联,--,--,--,244032.0819,--,--
31,688310,迈得医疗,--,--,--,-1400.05,--,--
32,688358,祥生医疗,--,--,--,-1071.985,--,--
33,688369,致远互联,--,--,--,-1109.2445,--,--
34,688398,赛特新材,--,--,--,--,--,--
35,002955,鸿合科技,--,--,--,-1082.0174,--,--
36,601696,中银证券,--,--,--,--,--,--
37,002959,小熊电器,--,--,--,4951.601,--,--
38,002963,豪尔赛,--,--,--,31167.7188,--,--
39,002968,新大正,--,--,--,8306.9725,--,--
40,603610,麒盛科技,--,--,--,-557.3494,--,--
41,002973,侨银环保,--,--,--,971.8011,--,--
42,300765,新诺威,--,--,--,-3018.4251,--,--
43,300769,德方纳米,--,--,--,401.114,--,--
