,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,000597,东北制药,0.19,-47.64,,4.64,,17397.81,-10.87,10转4.9,04-20
1,000559,万向钱潮,0.19,-27.48,,10.48,,53603.0,-25.82,10派0.6,04-20
2,002945,华林证券,0.16,14.29,,8.69,,44166.66,28.14,10派0.5,04-20
3,600329,中新药业,0.81,10.96,,12.16,,62556.87,11.37,10派3,04-20
4,002805,丰元股份,0.08,-52.94,,1.91,,1132.77,-30.54,,04-20
5,000885,城发环境,1.26,7.15,,21.62,,62413.55,7.15,10派1.26,04-20
6,002970,锐明技术,3.01,28.09,,36.87,,19474.1,27.77,10派8转10,04-20
7,603776,永安行,2.69,202.25,,20.26,,50056.3,319.4,10派1.8,04-20
8,600853,龙建股份,0.27,12.45,,13.35,,22320.84,52.58,10派0.3,04-20
9,002956,西麦食品,2.25,-1.32,,16.9,,15740.82,15.02,,04-20
10,002688,金河生物,0.29,11.54,,10.45,,18493.86,13.02,10派2.5,04-20
11,603995,甬金股份,1.92,0.52,,21.22,,33281.77,0.48,,04-20
12,300673,佩蒂股份,0.34,-70.69,,4.85,,5000.71,-64.36,,04-20
13,300707,威唐工业,0.23,-55.45,,5.76,,3671.59,-55.63,,04-20
14,603258,电魂网络,0.95,75.93,,12.65,,22812.41,75.92,10派2,04-20
15,300644,南京聚隆,0.46,21.84,,4.24,,2927.3,27.13,10派2,04-20
16,300046,台基股份,-1.03,-356.5,,-29.25,,-22002.89,-356.53,,04-20
17,688357,建龙微纳,1.93,47.33,,28.11,,8600.34,82.7,,04-20
18,002456,欧菲光,0.19,-197.83,,5.8,,50985.19,-198.24,10派0.21,04-20
19,002802,洪汇新材,0.82,20.59,,15.0,,8829.03,20.29,10派5,04-20
20,300014,亿纬锂能,1.64,144.78,,25.49,,152200.81,166.69,10派1.7转9,04-20
21,002057,中钢天源,0.24,-25.07,,9.92,,13720.96,12.19,10派0.7,04-20
22,300237,美晨生态,0.06,-76.92,,2.3,,8074.86,-78.3,,04-20
23,300471,厚普股份,0.06,-104.38,,1.72,,2082.76,-104.35,10派0.12,04-20
24,300577,开润股份,1.04,30.0,,30.77,,22600.42,30.09,10派1.17,04-20
25,000065,北方国际,0.92,19.48,,15.57,,70623.74,19.87,10派0.92,04-20
26,002661,克明面业,0.63,12.26,,9.1,,20666.82,11.17,10派2.5,04-20
27,300798,锦鸡股份,0.25,-10.71,,9.69,,9634.09,-7.65,10派0.5,04-20
28,600751,海航科技,0.18,800.0,,3.81,,52191.8,766.35,,04-20
29,601865,福莱特,0.37,60.87,,17.0,,71724.37,76.09,,04-20
30,688178,万德斯,1.95,43.74,,25.13,,12452.77,59.99,,04-20
31,600182,S佳通,0.26,-2.22,,9.22,,8686.58,-2.23,10派0.79,04-20
32,002809,红墙股份,1.07,87.72,,11.75,,12818.36,87.65,10派0.62转7,04-20
33,600512,腾达建设,0.3,1400.0,,10.64,,47582.3,1757.96,10派0.3,04-20
34,002562,兄弟科技,0.05,66.67,,1.91,,4382.55,100.88,,04-20
35,603058,永吉股份,0.34,30.77,,14.49,,14123.81,26.6,10派1.2,04-20
36,300811,铂科新材,1.96,22.5,,21.1,,8459.5,22.63,,04-20
37,600558,大西洋,0.09,33.53,,4.15,,8297.49,33.58,10派0.3,04-20
38,600618,氯碱化工,0.7,-22.98,,18.97,,81093.13,-22.99,10派1,04-20
39,688025,杰普特,0.88,-37.59,,8.33,,6465.05,-30.75,10派2.1,04-20
40,688168,安博通,1.77,10.63,,16.04,,7377.2,19.86,,04-20
41,300573,兴齐眼药,0.45,164.71,,6.45,,3589.38,162.79,10派1.25,04-20
42,300703,创源文化,0.65,-5.8,,17.54,,11797.07,41.7,10派3,04-18
43,600391,航发科技,0.07,-107.61,,1.56,,2257.75,-107.45,,04-18
44,603378,亚士创能,0.59,96.67,,8.53,,11418.23,94.41,10派1.8,04-18
45,600818,中路股份,-0.2,-1100.0,,-10.63,,-6303.35,-1343.79,,04-18
46,688199,久日新材,2.85,28.96,,21.6,,24868.78,41.36,10派10,04-18
47,002308,威创股份,-1.37,-905.88,,-41.94,,-123083.66,-876.82,,04-18
48,002548,金新农,0.34,-145.33,,8.61,,14053.14,-148.94,10派0.2转3,04-18
49,600749,西藏旅游,0.09,-6.03,,1.95,,2084.24,-1.99,,04-18
50,600826,兰生股份,0.42,-23.71,,5.47,,17435.83,-23.84,10派1.3,04-18
51,600865,百大集团,0.55,77.42,,11.25,,20509.14,76.14,10派1.2,04-18
52,600059,古越龙山,0.26,23.81,,5.08,,20964.84,21.85,10派1,04-18
53,600150,中国船舶,0.29,-17.14,,2.66,,40475.7,-17.26,,04-18
54,000419,通程控股,0.32,23.33,,6.14,,17442.58,23.33,,04-18
55,000529,广弘控股,0.42,44.83,,15.39,,24613.2,47.24,10派1,04-18
56,002732,燕塘乳业,0.79,192.59,,13.05,,12394.93,193.71,10派4,04-18
57,603156,养元饮品,2.56,-28.78,,22.85,,269529.55,0.66,10派20转2,04-18
58,600496,精工钢构,0.22,103.66,,7.92,,40331.86,121.95,10派0.23,04-18
59,002883,中设股份,0.76,15.15,,14.22,,6524.02,14.79,,04-18
60,002223,鱼跃医疗,0.75,2.74,,13.07,,75256.73,3.49,10派4,04-18
61,600098,广州发展,0.3,15.09,,4.76,,80554.02,14.91,10派0.5,04-18
62,300543,朗科智能,0.86,132.43,,14.56,,10323.29,131.6,10派2.5转7,04-18
63,600587,新华医疗,2.12,3433.33,,23.54,,86131.47,3680.33,10派1,04-18
64,002109,兴化股份,0.14,-38.61,,4.0,,14614.86,-38.6,,04-18
65,600830,香溢融通,0.06,-13.24,,1.26,,2667.76,-13.25,10派0.2,04-18
