,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603727,博迈科,,,,10.78,,3922.06,,,10-31
1,603299,苏盐井神,0.37,68.18,,14.12,,16138.05,76.42,,12-16
2,603223,恒通股份,0.56,,,31.46,,5060.56,19.38,,06-10
3,300424,航新科技,0.6,,2.6,26.05,1.06,6030.13,,,04-03
4,300437,清水源,0.66,,3.32,22.34,0.53,3185.56,,,04-03
5,300442,普丽盛,0.75,,3.42,24.34,0.18,5617.28,,,04-03
6,603808,歌力思,0.81,,3.1,31.68,0.94,9672.09,,,04-03
7,603330,上海天洋,,,12.58,8.35,-0.25,872.59,,,03-20
8,300678,中科信息,,,,14.78,,2176.97,,,03-06
9,603337,杰克股份,0.46,,2.11,24.34,0.24,7150.15,,,03-06
10,002750,龙津药业,1.39,,,45.86,1.52,6966.01,,,03-04
11,603012,创力集团,0.89,,3.9,42.87,0.41,19002.24,,,03-04
12,603020,爱普股份,0.92,,4.35,23.28,0.69,10982.41,,,03-03
13,300429,强力新材,0.56,,1.9,31.23,0.57,3317.22,,,03-03
14,300374,恒通科技,0.7,,,21.37,-0.05,5089.76,,,03-03
15,603869,新智认知,0.37,,2.17,18.9,0.35,6080.61,,,03-03
16,603519,立霸股份,0.85,,3.88,24.74,0.19,3976.71,,,03-03
17,603199,九华旅游,0.71,,,17.08,1.64,5852.79,,,03-03
18,002747,埃斯顿,0.69,,2.15,36.95,0.6,6237.35,,,03-03
19,603729,龙韵股份,1.45,-1.36,,27.9,0.75,7226.79,17.56,,03-03
20,300575,中旗股份,0.78,,3.58,23.93,0.43,4303.38,,,02-13
21,603015,弘讯科技,0.47,,2.37,25.18,0.22,7080.81,,,02-02
22,002743,富煌钢构,0.64,12.28,,15.67,0.87,5793.6,25.78,,02-02
23,603118,共进股份,0.65,,3.73,22.82,2.1,13752.96,,,02-02
24,002742,三圣股份,1.21,,5.54,24.63,0.46,8723.26,,,02-02
25,603997,继峰股份,0.38,,1.16,36.19,0.51,13823.22,,,02-02
26,603969,银龙股份,0.4,,,14.38,-0.55,5954.72,,,02-02
27,603828,柯利达,0.64,,2.47,29.86,0.91,5768.89,,,02-02
28,300421,力星股份,0.66,,2.86,28.26,0.28,4646.83,,,02-02
29,603898,好莱客,0.63,,1.82,43.68,1.07,4629.42,,,02-02
