,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002906,华阳集团,0.34,,,5.62,,13580.23,,,08-30
1,300691,联合光电,0.5,,,12.3,,5095.21,,,08-28
2,603192,汇得科技,0.66,,,11.1,0.57,5261.6,,,08-27
3,601869,长飞光纤,0.82,,,13.0,,56052.41,,,08-27
4,603733,仙鹤股份,0.33,,,8.83,,18347.21,,,08-25
5,300504,天邑股份,0.44,,,13.45,,8908.48,,,08-25
6,603666,亿嘉和,0.75,,,17.91,,3951.4,,,08-24
7,002899,英派斯,0.46,,,9.03,,4104.6,,,08-23
8,603880,南卫股份,0.37,,,10.43,,2782.65,,,08-23
9,603013,亚普股份,0.4,,,8.75,,17828.43,,,08-23
10,603657,春光科技,0.55,,,14.3,,3932.71,,,08-22
11,603259,药明康德,0.79,,,13.03,,74244.42,,,08-22
12,300747,锐科激光,1.47,,,38.68,,14098.33,,,08-21
13,603056,德邦股份,0.14,,,4.57,,11818.12,,,08-21
14,603916,苏博特,0.3,,,6.75,,6937.51,,,08-20
15,300454,深信服,0.31,,,8.99,,11058.66,,,08-20
16,603897,长城科技,0.58,,,11.88,,7822.27,,,08-18
17,603711,香飘飘,-0.08,,,-2.53,,-3050.81,,,08-17
18,603283,赛腾股份,0.28,,,10.29,,3377.4,,,08-16
19,300745,欣锐科技,0.36,,,4.94,,3082.12,,,08-15
20,603650,彤程新材,0.28,,,13.49,,14803.25,,,08-14
21,601138,工业富联,,,,6.67,,532497.9,,,08-14
22,300684,中石科技,-0.01,,,-0.13,,-42.42,,,08-10
23,601606,长城军工,0.02,,,0.72,-0.07,1092.63,,,07-17
24,603587,地素时尚,0.8,,,27.56,,27265.62,,,07-17
25,603713,密尔克卫,0.33,,5.89,5.96,0.03,3824.43,,,07-12
26,603680,今创集团,0.58,,4.56,13.58,-0.29,21900.96,,,01-31
27,002927,泰永长征,0.3,,4.55,6.36,-0.21,2083.15,,,01-30
