,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,601512,中新集团,0.45,,,10.9,2.14,60374.7,,,12-03
1,601816,京沪高铁,0.2,,,5.82,0.11,790318.8,,,10-25
2,688200,华峰测控,0.98,,,34.65,,4120.82,,,08-07
3,002960,青鸟消防,1.58,-53.39,,41.08,1.61,28394.26,39.74,,07-22
4,688398,赛特新材,0.12,,3.49,3.41,0.23,689.04,,,07-18
5,688037,芯源微,0.08,,2.51,3.43,1.15,492.85,,,07-12
6,688222,成都先导,,,0.95,-32.9,-0.07,-2297.42,,,07-09
7,688177,百奥泰,,,,,,-13658.41,,,07-08
8,688081,兴图新科,0.09,,2.73,5.18,-0.32,462.68,,,06-27
9,688208,道通科技,-0.19,,1.51,-12.55,-0.03,-7418.32,,,06-27
10,688396,华润微,-0.34,,3.09,-9.92,1.26,-30269.76,,,06-26
11,688085,三友医疗,0.02,,1.13,2.0,0.14,312.96,,,06-26
12,688189,南新制药,0.09,,0.73,180.51,0.36,1460.68,,,06-26
13,688266,泽璟制药,,,3.35,,-1.74,-12826.79,,,06-10
14,688090,瑞松科技,0.63,,6.27,16.23,-1.54,2583.72,,,06-05
15,300783,三只松鼠,0.67,2126.25,,56.06,0.36,23650.03,2535.44,,06-03
16,002956,西麦食品,1.61,42.48,,25.79,3.74,9447.18,42.45,,06-03
17,300594,朗进科技,0.74,164.29,2.68,34.01,-0.57,4355.07,173.32,,06-03
18,603915,国茂股份,0.27,,2.26,13.96,0.57,9668.15,25.46,,05-27
19,300782,卓胜微,1.17,606.85,11.79,100.05,7.73,8415.94,647.94,,05-27
20,603109,神驰机电,0.54,19.59,3.76,14.72,1.07,5922.6,19.47,,05-22
21,300781,因赛集团,0.6,,3.28,26.77,0.36,3462.47,4.65,,05-20
22,603863,松炀资源,0.46,-42.5,1.76,33.09,0.42,5332.74,51.44,,05-13
23,300780,德恩精工,0.51,-27.14,3.22,17.06,0.61,5064.31,-12.69,10派1.01051,05-13
24,603217,元利科技,1.93,141.02,,30.65,1.5,15749.84,141.13,,05-13
25,688051,佳华科技,1.36,,,60.57,0.84,2866.23,,,05-09
26,688298,东方生物,,,1.14,45.76,0.14,3562.7,,,05-09
27,688128,中国电研,0.62,,1.76,18.53,0.75,13099.59,,,05-06
28,688126,沪硅产业,,,1.3,,0.08,-8742.68,,,04-30
29,688358,祥生医疗,0.51,,,19.83,0.84,3046.55,,,04-30
30,300776,帝尔激光,0.66,-5.71,4.66,53.42,1.71,3020.35,184.01,10转13,04-30
31,300779,惠城环保,0.43,514.29,3.15,14.51,0.27,3196.98,474.04,,04-29
32,002955,鸿合科技,,,6.86,23.17,5.27,6176.27,13.35,,04-29
33,300775,三角防务,0.11,,2.44,4.84,-0.06,4911.48,3819.66,,04-29
34,603327,福蓉科技,0.13,-8.33,1.19,11.79,-0.48,4623.61,60.48,,04-29
35,688021,奥福环保,0.12,,2.87,4.1,-0.24,613.52,,,04-29
36,300778,新城市,0.81,,3.44,19.04,1.87,4873.81,-24.99,,04-23
37,603267,鸿远电子,0.98,,,20.55,0.25,11791.33,55.63,,04-22
38,300777,中简科技,0.16,-5.88,1.14,14.94,0.07,5684.19,21.46,,04-22
