,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300820,英杰电气,1.3,-11.56,10.16,13.75,1.0,6180.98,-11.71,,01-31
1,300819,聚杰微纤,0.38,-13.64,5.79,6.86,0.1,2863.39,-13.51,,01-31
2,603949,雪龙集团,0.44,,3.37,14.06,0.19,4973.82,,,01-21
3,300817,双飞股份,0.52,15.56,7.25,7.17,0.34,3253.37,13.26,,01-20
4,300816,艾可蓝,0.85,16.44,4.12,23.02,0.52,5098.97,17.01,,01-15
5,603719,良品铺子,0.54,74.19,3.53,16.62,0.55,19519.96,74.17,,01-14
6,002975,博杰股份,1.41,56.67,8.8,17.17,1.36,7328.28,61.41,,01-14
7,603893,瑞芯微,0.18,28.57,4.26,4.27,0.37,6600.95,30.16,,01-10
8,603195,公牛集团,1.97,,7.99,28.2,3.54,106623.8,,,01-07
9,300815,玉禾田,1.31,55.95,7.88,18.09,0.86,13572.77,55.18,,01-06
10,688189,南新制药,0.33,,2.63,13.95,0.98,3512.57,,,01-03
11,300813,泰林生物,0.42,,5.42,8.06,,1635.32,,,12-31
12,688085,三友医疗,0.32,,2.53,13.54,0.28,4942.29,,,12-27
13,603551,奥普家居,0.45,-8.16,3.1,15.72,0.53,16218.51,-8.29,,12-24
14,300812,易天股份,0.87,85.11,5.45,17.52,0.98,5052.58,85.01,,12-23
15,300811,铂科新材,0.96,,9.26,10.89,0.57,4130.25,,,12-17
16,002973,侨银环保,0.17,30.77,2.17,7.91,0.05,6094.0,27.49,,12-16
17,603109,神驰机电,0.45,,5.57,7.75,-0.11,4896.04,,,12-10
18,601512,中新集团,0.73,,6.43,11.96,0.07,97824.53,,,12-03
19,603053,成都燃气,0.36,-7.69,2.96,12.99,0.28,28900.69,-6.41,,11-25
20,688228,开普云,0.14,-51.72,3.24,4.3,-0.6,727.9,-49.6,,11-25
21,002970,锐明技术,1.23,200.0,7.88,17.01,0.68,7997.36,203.58,,11-25
22,688090,瑞松科技,0.32,,9.2,3.57,-1.85,1629.13,,,11-19
23,300810,中科海讯,0.84,52.73,8.83,10.02,0.28,4967.88,53.91,,11-19
24,688208,道通科技,0.35,,2.44,12.89,0.32,13808.57,,,11-18
25,688200,华峰测控,0.86,,7.93,12.52,0.42,3798.39,,,11-13
26,300809,华辰装备,0.51,20.71,5.32,10.13,0.43,6038.85,20.69,,11-13
