,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002970,锐明技术,0.26,,,3.82,,1676.56,,,04-20
1,300798,锦鸡股份,0.07,,,2.57,,2455.09,,,04-20
2,688358,祥生医疗,0.09,,,2.64,,559.25,,,04-17
3,688058,宝兰德,-0.13,,,-2.42,,-402.43,,,04-16
4,002978,安宁股份,0.4,,,5.2,-0.09,14353.95,,,04-16
5,300790,宇瞳光学,0.19,,,2.65,,1647.51,,,04-15
6,603610,麒盛科技,0.58,,8.14,6.88,0.15,6535.44,,,10-09
7,688100,威胜信息,0.06,,3.02,2.09,0.23,2808.31,,,09-29
8,688196,卓越新能,0.45,,7.69,6.03,0.15,4050.71,,,09-17
9,688030,山石网科,-0.38,,2.71,-13.28,-0.38,-5197.17,,,09-09
10,688166,博瑞医药,0.04,,2.13,2.07,-0.04,1612.09,,,08-16
11,688200,华峰测控,0.55,,8.05,9.4,0.31,2323.53,,,08-07
12,603992,松霖科技,0.13,,3.14,4.2,0.12,4826.6,,,08-06
13,688111,金山办公,0.13,,3.45,3.92,-0.01,4778.12,,,07-31
14,300787,海能实业,0.48,190.37,,5.9,,3072.14,190.32,,07-29
15,603983,丸美股份,0.33,22.22,4.15,8.38,0.13,12021.06,25.27,,07-24
16,688363,华熙生物,0.25,,4.23,6.05,0.0,10721.8,,,07-23
17,688108,赛诺医疗,,,,,,2330.47,4.63,,07-22
18,688098,申联生物,,,,,,3509.12,-14.21,,07-22
19,688068,热景生物,,,,,,-184.54,-156.81,,07-19
20,688139,海尔生物,,,,,,2879.74,-264.69,,07-19
21,688398,赛特新材,0.29,,4.61,6.49,0.09,1737.86,,,07-18
22,002959,小熊电器,0.62,31.82,,11.5,,5611.4,31.81,,07-15
23,688037,芯源微,-0.14,,3.35,-4.19,-0.33,-902.52,,,07-12
24,688036,传音控股,,,,,,37343.24,303.02,,07-12
25,688368,晶丰明源,,,,,,1121.27,0.21,,07-12
26,688218,江苏北人,,,,,,473.85,34.4,,07-11
27,688222,成都先导,0.12,,,,,4442.33,,,07-09
28,688177,百奥泰,-1.66,,3.17,-99.28,-0.57,-53164.96,,,07-08
29,688116,天奈科技,,,,,,2540.85,288.56,,07-04
30,688366,昊海生科,,,,,,6659.15,4.63,,07-04
31,688005,容百科技,0.07,-36.36,,0.95,,2978.85,-23.02,,07-02
32,688168,安博通,,,,,,-3.15,-99.45,,07-02
33,688007,光峰科技,,,,,,2784.82,250.06,,07-02
34,300785,值得买,0.45,7.14,,5.39,,1814.25,8.77,,07-01
35,688011,新光光电,,,,,,630.59,-80.93,,06-29
36,600610,*ST毅达,-0.01,132.26,,,,-775.83,135.52,,06-28
37,601077,渝农商行,,,,,,344500.0,,,06-28
38,688008,澜起科技,,,,,,22574.04,42.02,,06-28
39,002263,*ST东南,,,,-0.2,,-445.03,-31.08,,06-28
40,688333,铂力特,,,,,,-227.52,-37.55,,06-27
41,688016,心脉医疗,,,,,,4466.49,36.31,,06-26
42,688023,安恒信息,,,,,,-3728.76,38.09,,06-26
43,688012,中微公司,,,,,,1384.1,-125.28,,06-26
44,600968,海油发展,0.0,60.0,1.63,0.29,0.15,3970.87,62.06,,06-25
45,688020,方邦股份,,,,,,2526.85,4.24,,06-24
46,688028,沃尔德,,,,,,1416.98,0.76,,06-19
47,688001,华兴源创,,,,,,750.38,28.76,,06-19
48,688099,晶晨股份,,,,,,4627.34,-28.71,,06-19
49,688033,天宜上佳,,,,,,7560.27,-71.27,,06-18
50,688066,航天宏图,,,,,,-3818.87,61.18,,06-18
51,688006,杭可科技,,,,,,6063.8,14.52,,06-18
52,688188,柏楚电子,,,,,,5620.71,87.08,,06-18
53,688022,瀚川智能,,,,,,100.54,-115.42,,06-17
54,688088,虹软科技,,,,,,,,,06-12
55,688009,中国通号,,,,,,67645.05,8.86,,06-12
56,688003,天准科技,,,,,,76.94,-57.02,,06-11
57,688321,微芯生物,,,,,,151.99,-69.08,,06-11
58,688018,乐鑫科技,,,,,,2834.37,11.6,,06-10
59,603256,宏和科技,0.04,-20.0,,2.81,,3061.83,-20.4,,06-10
60,688266,泽璟制药,-0.95,,1.04,-120.45,-0.23,-17013.26,,,06-10
61,688015,交控科技,,,,,,-2428.99,49.64,,06-05
62,688029,南微医学,,,,,,6393.86,18.94,,06-05
63,002956,西麦食品,0.8,21.21,,8.78,,4796.27,20.61,,06-03
64,300783,三只松鼠,0.69,6.95,,,,24929.3,6.95,,06-03
65,688026,洁特生物,0.07,,3.83,1.82,0.11,517.65,,,06-03
66,688118,普元信息,-0.26,,4.35,-6.32,-0.82,-1702.65,,,06-03
67,300594,朗进科技,0.29,7.41,,5.2,,1906.4,4.82,,06-03
68,688010,福光股份,,,,,,1707.01,-16.53,,05-30
69,688002,睿创微纳,,,,,,2324.06,605.8,,05-30
70,300780,德恩精工,0.12,20.0,4.93,2.44,0.03,1308.84,17.98,,05-30
71,300782,卓胜微,0.56,72.98,,8.43,,4177.28,72.99,,05-27
72,688019,安集科技,,,,,,447.84,11.93,,05-27
73,002955,鸿合科技,0.17,-10.53,9.0,1.95,-3.22,1789.51,-10.16,,05-22
74,603327,福蓉科技,0.19,50.35,1.98,9.41,0.14,6761.52,50.31,,05-22
75,600145,*ST新亿,-0.0,512.5,,-0.0,,-7.32,-93.57,,05-22
76,603982,泉峰汽车,0.13,21.98,6.3,2.04,-0.2,1906.48,22.03,,05-21
77,300779,惠城环保,0.23,9.52,4.6,5.05,0.28,1700.25,6.19,,05-21
78,300781,因赛集团,0.16,0.0,,3.25,,1015.55,2.27,,05-20
79,300775,三角防务,0.12,33.33,3.18,3.92,,5478.35,37.2,,05-20
80,300776,帝尔激光,1.51,73.56,7.96,20.96,-0.09,7486.05,74.51,,05-16
81,600989,宝丰能源,0.15,,2.23,7.19,0.13,102042.21,22.08,,05-15
82,603267,鸿远电子,0.68,61.9,9.7,7.32,-0.62,8469.6,64.48,,05-14
83,300778,新城市,0.48,33.33,5.96,8.36,-1.22,2870.32,31.49,,05-09
84,688051,佳华科技,0.08,,,4.03,-0.78,402.8,,,05-09
85,002953,日丰股份,0.15,7.14,3.88,3.96,0.08,1946.79,5.36,,05-08
86,688159,有方科技,0.23,,6.89,3.56,0.13,1546.51,,,05-07
87,603697,有友食品,0.2,0.0,,5.03,0.29,4542.68,0.53,,05-07
88,688128,中国电研,0.15,,3.08,5.06,0.02,5345.6,,,05-06
89,601200,上海环境,0.2,-5.33,,2.32,,13913.6,-5.33,,04-30
90,600290,ST华仪,-0.02,-444.83,,-0.45,,-1834.82,-514.13,,04-30
91,600686,金龙汽车,0.0,-120.0,,0.05,,827.64,2097.98,,04-30
92,000776,广发证券,0.38,90.0,,3.36,,291915.0,91.25,,04-30
93,601298,青岛港,0.15,0.0,,3.56,,97833.86,4.84,,04-30
94,002811,亚泰国际,0.13,18.18,,1.51,,2378.68,22.75,,04-30
95,000796,凯撒旅业,0.04,8.65,,1.36,,3023.3,8.41,,04-30
96,601388,怡球资源,0.0,-89.5,,0.33,,854.5,-88.89,,04-30
97,002174,游族网络,0.2,-20.0,,3.74,,17277.79,-22.2,,04-30
98,002512,达华智能,-0.04,-48.24,,-3.57,,-4019.5,-48.27,,04-30
99,600736,苏州高新,0.12,23.2,,2.29,,13993.34,0.25,,04-30
100,000837,秦川机床,0.01,44.26,,0.24,,610.52,44.71,,04-30
101,601669,中国电建,0.13,1.99,,2.42,,195625.74,2.0,,04-30
102,002529,海源复材,-0.03,-129.87,,-0.56,,-784.58,-129.86,,04-30
103,600754,锦江酒店,0.31,28.14,,2.29,,29537.8,28.18,,04-30
104,000875,吉电股份,0.07,15.05,,2.15,,16069.21,15.04,,04-30
105,601800,中国交建,0.24,14.29,,2.19,,393033.61,14.45,,04-30
106,600007,中国国贸,0.24,20.0,,3.48,,24503.89,21.51,,04-30
107,002545,东方铁塔,0.02,-13.11,,0.3,,2258.44,-15.26,,04-30
108,600771,广誉远,0.16,6.67,,2.47,,5731.5,10.99,,04-30
109,000895,双汇发展,0.39,20.25,,9.39,,127928.51,20.25,,04-30
110,600026,中远海能,0.11,-603.32,,1.52,,42808.24,-604.31,,04-30
111,600405,动力源,-0.03,-49.23,,-1.73,,-1838.76,-43.29,,04-30
112,601939,建设银行,0.31,3.33,7.96,3.98,,7691600.0,4.2,,04-30
113,600053,九鼎投资,0.51,382.42,,9.83,,22251.7,382.3,,04-30
114,000420,吉林化纤,0.01,81.13,,0.64,,1886.08,81.68,,04-30
115,601997,贵阳银行,0.57,11.76,13.27,4.37,0.49,130362.7,12.4,,04-30
116,600070,浙江富润,0.34,750.0,,6.11,,17285.92,816.69,,04-30
117,600461,洪城水业,0.17,41.67,,3.65,,13117.99,41.95,,04-30
118,600825,新华传媒,0.01,-25.0,,0.24,,612.9,-28.54,,04-30
119,600086,东方金钰,-0.12,-218.14,,-10.77,,-16086.3,-218.12,,04-30
120,601038,一拖股份,0.05,-6.17,,1.12,,4495.54,-6.25,,04-30
121,002102,ST冠福,0.06,-39.84,,6.0,,15759.16,-39.83,,04-30
122,600242,中昌数据,0.02,-40.74,,0.34,,719.27,-42.25,,04-30
123,603996,ST中新,-0.17,-482.41,,-3.74,,-5152.12,-482.01,,04-30
124,002751,易尚展示,0.04,26.65,,0.67,,678.2,37.63,,04-30
125,601113,ST华鼎,0.08,166.67,,1.56,,9435.11,237.23,,04-30
126,002118,紫鑫药业,-0.01,-109.09,,-0.43,,-1849.5,-113.59,,04-30
127,600658,电子城,0.08,-38.46,,1.35,,8981.66,-15.09,,04-30
128,600282,南钢股份,0.19,-17.24,,5.29,,83683.22,-16.97,,04-30
129,600678,四川金顶,0.01,-46.63,,4.32,,303.13,-46.8,,04-30
130,600695,绿庭投资,0.09,-450.77,,9.43,,6487.0,-450.74,,04-30
131,002803,吉宏股份,0.37,130.75,,10.05,,7281.43,284.89,,04-30
132,600319,ST亚星,0.04,11.11,,29.49,,1271.91,12.24,,04-30
