,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,601598,中国外运,0.29,,,8.49,-0.01,173511.88,,,01-15
1,002947,恒铭达,0.62,,,18.24,,5433.91,,,01-14
2,603351,威尔药业,1.65,,,17.44,,8262.95,,,01-14
3,300758,七彩化学,0.94,,,19.2,,7488.25,,,01-09
4,002946,新乳业,0.22,,,16.0,,16241.37,,,01-08
5,300759,康龙化成,0.26,,,8.42,,15532.35,,,01-07
6,603185,上机数控,0.96,,,,,9064.96,,,12-27
7,300757,罗博特科,0.81,,,,,4857.19,,,12-24
8,603629,利通电子,0.71,,,,,5360.45,,,12-21
9,300756,中山金马,2.96,,,,,8883.64,,,12-17
10,002942,新农股份,0.65,,,21.52,0.11,5892.46,,,12-04
11,603187,海容冷链,1.65,,,,,9929.43,,,11-28
12,300753,爱朋医疗,0.54,,,,,3282.91,,,11-26
13,601319,中国人保,0.34,,,10.99,-0.19,1448500.0,,,11-15
14,603220,中贝通信,0.04,,,1.4,-0.71,898.24,,,11-14
15,603687,大胜达,0.34,,,,,11196.34,,,11-14
16,300751,迈为股份,2.75,,,41.61,0.84,10718.93,,,11-08
17,300674,宇信科技,0.2,,,6.44,-0.9,7209.54,,,11-06
18,603666,亿嘉和,1.31,,,29.26,,6885.76,,,10-31
19,603876,鼎胜新材,0.45,,,7.48,,16316.26,,,10-31
20,601990,南京证券,0.13,-35.0,,3.43,,31896.69,-33.98,,10-31
21,603596,伯特利,0.5,,,20.21,,18345.9,,,10-31
22,603733,仙鹤股份,0.5,42.86,,13.28,,27695.0,76.14,,10-31
23,603810,丰山集团,1.06,,,13.4,,6343.68,,,10-31
24,603059,倍加洁,1.08,,,22.32,,6474.19,,,10-31
25,002938,鹏鼎控股,0.44,,,,,84412.67,,,10-31
26,603329,上海雅仕,0.52,,,13.56,,5118.94,,,10-31
27,601138,工业富联,,,,11.68,,950051.9,,,10-31
28,603693,江苏新能,0.45,,,7.17,,22497.59,,,10-30
29,603506,南都物业,0.85,,,20.03,,5056.57,,,10-30
30,603709,中源家居,0.94,,,35.95,,5645.07,,,10-30
31,300740,御家汇,0.48,,,,,9817.92,,,10-30
32,300760,迈瑞医疗,1.82,,,,,199395.22,,,10-30
33,300644,南京聚隆,0.68,,,,,3243.33,,,10-30
34,603301,振德医疗,0.96,,,15.19,,7189.82,,,10-30
35,002928,华夏航空,0.89,9.11,,,,32208.29,9.07,,10-30
36,603516,淳中科技,0.73,,,28.31,,7215.26,,,10-30
37,603356,华菱精工,0.49,,,15.68,,4865.61,,,10-30
38,600929,湖南盐业,0.12,,,5.47,,9291.16,,,10-30
39,603713,密尔克卫,0.52,,,8.9,,5979.72,,,10-30
40,603706,东方环宇,0.68,,,16.04,,8140.95,,,10-30
41,001965,招商公路,0.5,,,,,281041.99,,,10-30
42,300748,金力永磁,0.27,,,,,9853.46,,,10-30
43,603348,文灿股份,0.58,,,9.07,,9535.79,,,10-30
44,603105,芯能科技,0.13,,,5.91,,5497.7,,,10-29
45,603700,宁水集团,0.76,,,,,8926.9,,,10-29
46,300733,西菱动力,0.56,,,,,6769.23,,,10-29
47,300738,奥飞数据,1.01,,,,,4957.11,,,10-29
48,300664,鹏鹞环保,0.51,,,,,20463.33,,,10-29
49,300749,顶固集创,0.5,,,,,4233.62,,,10-29
50,603590,康辰药业,3.51,,,38.58,,42061.81,,,10-29
51,300724,捷佳伟创,0.88,,,,,21151.77,,,10-29
52,300742,越博动力,0.41,,,,,2436.91,,,10-29
53,603897,长城科技,0.93,,,18.17,,12380.12,,,10-27
54,603587,地素时尚,1.06,,,34.82,,35893.81,,,10-27
55,601869,长飞光纤,1.36,,,20.1,,93011.65,,,10-27
56,603192,汇得科技,1.07,,,18.09,,8586.9,,,10-27
57,603486,科沃斯,0.6,62.16,,21.77,,21480.18,177.25,,10-27
58,300743,天地数码,0.72,,,,,3499.62,,,10-27
59,300454,深信服,0.76,,,,,27282.22,,,10-27
60,300454,深信服,0.76,,,,,27282.22,,,10-27
61,603297,永新光学,1.29,,,21.36,,8110.36,,,10-26
62,300747,锐科激光,2.25,,,,,21564.08,,,10-26
63,300634,彩讯股份,0.18,,,,,6304.85,,,10-26
64,603848,好太太,0.38,,,20.28,,13783.58,,,10-26
65,603657,春光科技,0.91,,,22.85,,6579.6,,,10-26
66,603790,雅运股份,0.86,,,17.54,,9530.64,,,10-26
67,300750,宁德时代,1.33,,,,,257051.02,,,10-26
68,603895,天永智能,0.87,,,10.76,,5040.05,,,10-26
69,002926,华西证券,0.4,,,6.89,,84669.26,,,10-26
70,603013,亚普股份,0.54,,,11.92,,24323.65,,,10-26
71,603773,沃格光电,2.15,,,25.35,,15264.29,,,10-26
72,300746,汉嘉设计,0.23,,,,,3651.78,,,10-25
73,002939,长城证券,0.24,,,4.79,-1.82,67274.09,,,10-25
74,002927,泰永长征,0.43,,,,,4239.88,,,10-25
75,601606,长城军工,0.07,,,2.78,,4216.92,,,10-25
76,603583,捷昌驱动,1.22,,,25.69,,11053.41,,,10-25
77,002912,中新赛克,1.19,,,,,9533.29,,,10-25
78,603650,彤程新材,0.42,,,20.73,,22298.92,,,10-25
79,002932,明德生物,0.93,,,,,4658.85,,,10-24
80,002919,名臣健康,0.59,,,,,3589.31,,,10-24
81,603214,爱婴室,0.63,,,13.53,,4758.71,,,10-24
82,300624,万兴科技,0.88,,,,,5253.17,,,10-23
83,002923,润都股份,0.72,,,,,6858.91,,,10-23
84,002929,润建股份,0.88,,,,,14607.12,,,10-23
85,002922,伊戈尔,0.57,,,,,5622.08,,,10-23
86,002935,天奥电子,0.36,,,,,2887.98,,,10-22
87,002940,昂利康,1.16,,,23.54,1.63,7825.41,,,10-22
88,002933,新兴装备,0.97,,,,,8559.19,,,10-22
89,002931,锋龙股份,0.51,,,,,3393.3,,,10-22
90,002937,兴瑞科技,0.48,,,,,6610.0,,,10-22
91,300694,蠡湖股份,0.44,,,12.14,0.75,7165.49,,,10-12
92,603045,福达合金,0.54,,6.6,8.41,0.49,3985.97,,,04-25
93,002952,亚世光电,0.84,,3.91,21.84,0.48,4861.71,,,04-09
94,300782,卓胜微,1.92,,3.79,67.2,1.15,14381.91,,,03-23
95,300504,天邑股份,0.9,,3.98,25.51,-0.78,18076.59,,,03-13
96,002941,新疆交建,0.36,,,14.79,-1.67,20895.18,,,03-09
97,601162,天风证券,0.06,,,,,28358.12,-55.27,,03-08
98,601615,明阳智能,0.25,,3.7,6.69,0.08,26090.31,-8.76,,03-02
