,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002733,雄韬股份,,,,,,1999.5,27.65,,11-13
1,300567,精测电子,,,,,,261.2,,,11-05
2,603767,中马传动,,,,,,2031.94,,,10-16
3,601579,会稽山,0.2,,2.53,7.45,,5887.43,,,08-28
4,601828,美凯龙,,,,,,36177.01,,,08-23
5,600959,江苏有线,0.07,,,2.12,,16111.78,,,07-31
6,002831,裕同科技,,,,,,3010.89,,,07-20
7,603799,华友钴业,,,,,,5098.67,,,07-20
8,300339,润和软件,0.21,,4.55,4.76,0.02,1234.22,,,07-17
9,603111,康尼机电,0.14,,,10.06,-0.01,2941.89,,,07-13
10,002691,冀凯股份,0.11,,,4.61,0.17,1623.94,,,07-13
11,002687,乔治白,0.13,,4.45,2.75,-0.34,967.14,,,07-12
12,603056,德邦股份,,,,,,8432.78,,,07-11
13,300336,新文化,0.25,,3.21,8.03,-0.49,1784.92,,,07-09
14,300335,迪森股份,0.14,,2.56,5.49,-0.1,1432.87,,,07-09
15,300334,津膜科技,0.09,,2.46,3.7,-0.53,764.52,,,07-04
16,002686,亿利达,0.2,,3.88,5.06,-0.01,1357.94,,,07-02
17,300593,新雷能,,,,,,-108.0,,,07-02
18,300333,兆日科技,0.28,,2.92,9.99,0.26,2334.25,,,06-27
19,002905,金逸影视,0.07,,2.16,3.24,0.61,865.84,,,06-27
20,300332,天壕环境,0.04,,1.97,1.97,-0.02,923.3,,,06-27
21,300331,苏大维格,0.12,,3.82,3.18,-0.25,555.82,,,06-27
22,300328,宜安科技,0.1,,2.82,3.61,0.06,839.11,,,06-18
23,300330,华虹计通,0.11,,2.39,4.63,-0.65,648.29,,,06-18
24,300329,海伦钢琴,0.15,,3.39,4.43,-0.28,737.15,,,06-18
25,300327,中颖电子,0.07,,2.47,2.74,-0.31,640.48,,,06-12
26,300326,凯利泰,0.31,,2.77,11.98,0.08,1197.52,,,06-12
27,002682,龙洲股份,0.14,,4.74,3.05,0.37,1712.82,,,06-11
28,002685,华东重机,0.0,,1.88,0.1,-0.02,29.49,,,06-11
29,002684,*ST猛狮,0.26,,6.31,4.29,0.27,1053.31,,,06-11
30,002683,宏大爆破,0.13,,2.51,5.1,0.07,2121.0,,,06-11
31,300322,硕贝德,0.12,,2.23,5.47,-0.16,831.69,,,06-07
32,300324,旋极信息,0.18,,3.98,4.61,-0.95,752.63,,,06-07
33,002681,奋达科技,0.12,,3.79,3.3,0.08,1385.81,,,06-04
34,002679,福建金森,-0.05,,1.93,-2.33,-0.72,-469.08,,,06-04
35,600025,华能水电,,,,,,-1216.99,,,05-31
36,300320,海达股份,0.23,,5.37,4.28,-0.71,1167.48,,,05-31
37,300325,德威新材,0.16,,5.26,3.04,-0.08,963.32,,,05-31
38,300323,华灿光电,0.18,,4.82,3.88,0.34,2752.08,,,05-31
39,600989,宝丰能源,,,,,,6101.09,,,05-30
40,002678,珠江钢琴,0.12,,2.14,6.49,0.0,4989.14,,,05-29
41,002675,东诚药业,0.43,,3.78,11.28,0.04,3503.49,,,05-24
42,002677,浙江美大,0.15,,2.33,6.43,-0.25,2178.13,,,05-24
43,002676,顺威股份,0.2,,3.54,5.83,-0.31,2405.81,,,05-24
44,300321,同大股份,0.27,,7.42,3.75,-1.36,910.31,,,05-22
45,300319,麦捷科技,0.12,,2.95,4.24,-0.27,489.16,,,05-22
46,300316,晶盛机电,0.82,,6.19,,-0.15,8179.26,,,05-10
47,300315,掌趣科技,0.09,,1.91,4.74,0.03,1088.01,,,05-10
48,300317,珈伟新能,0.17,,2.3,,-0.42,1800.14,,,05-10
49,300314,戴维医疗,0.34,,3.08,,0.14,2039.59,,,05-07
50,300312,邦讯技术,0.23,,3.74,6.28,-1.3,1825.5,,,05-07
51,002674,兴业科技,0.14,,3.41,4.19,-0.09,2517.25,,,05-04
52,002673,西部证券,0.06,,3.24,1.78,0.02,5703.59,,,05-02
53,603123,翠微股份,,,,,,3788.7,,,05-02
54,601615,明阳智能,,,,,,-8066.81,,,04-30
55,603786,科博达,,,,,,2299.71,,,04-29
56,600250,南纺股份,-0.15,-2080.52,0.53,-25.38,-0.77,-3946.28,-2092.37,,04-28
57,601601,中国太保,0.08,-80.0,9.39,0.8,2.41,65200.0,-81.1,,04-28
58,600308,华泰股份,0.02,-57.45,5.35,0.37,0.11,2291.33,-25.33,,04-28
59,600346,恒力石化,-0.01,-68.57,2.26,-0.51,-0.04,-274.2,-62.44,,04-28
60,600055,万东医疗,0.01,-78.72,2.8,0.34,-0.24,208.14,-79.38,,04-28
61,600827,百联股份,0.25,14.68,6.79,3.9,0.49,43719.07,325.75,,04-28
62,600881,亚泰集团,0.06,20.0,4.18,1.37,-0.25,10779.18,18.04,,04-28
63,600143,金发科技,0.1,-62.96,4.64,2.59,0.13,15187.28,-59.68,,04-28
64,600162,香江控股,-0.03,361.54,1.8,-1.65,0.39,-2300.29,357.79,,04-28
65,600561,江西长运,0.22,-4.35,4.32,5.15,0.52,4036.88,-3.9,,04-28
66,600180,瑞茂通,-0.0,-53.33,0.65,-0.22,-0.01,-35.47,-50.7,,04-28
67,600596,新安股份,-0.05,-225.67,5.77,-0.89,-0.14,-3488.32,-225.65,,04-28
68,601012,隆基股份,0.06,,10.01,,0.13,1245.45,-90.59,,04-28
69,600633,浙数文化,0.09,-421.43,2.22,3.97,-0.38,3710.74,-980.77,,04-28
70,601218,吉鑫科技,0.04,,4.96,0.71,0.47,1573.94,,,04-28
71,601398,工商银行,0.18,20.0,2.93,6.2,1.14,6133500.0,14.03,,04-28
72,601616,广电电气,0.01,-80.71,5.01,0.23,-0.04,590.24,-80.74,,04-28
73,601998,中信银行,0.18,5.88,3.92,4.81,-2.71,856300.0,31.64,,04-28
74,600761,安徽合力,0.22,-12.0,6.65,3.29,0.1,9219.87,5.03,,04-28
75,600015,华夏银行,0.34,0.0,9.68,3.61,-1.08,235124.83,37.68,,04-28
76,600392,盛和资源,-0.09,-10.0,1.5,-5.82,-0.18,-1405.14,-7.59,,04-28
77,600779,水井坊,0.37,48.0,3.78,10.28,0.02,18044.8,47.37,,04-28
78,600797,浙大网新,0.01,-90.0,2.24,0.34,-0.31,637.02,-92.03,,04-28
79,600470,六国化工,0.04,-51.22,4.43,0.92,-0.04,2120.15,-20.58,,04-28
80,600833,第一医药,0.04,-20.36,2.01,2.24,0.13,976.25,11.34,,04-28
81,600129,太极集团,0.08,-29.6,2.7,2.91,0.01,3352.88,-29.56,,04-28
82,600567,山鹰纸业,0.01,-66.67,3.95,0.35,0.19,1027.73,-32.98,,04-28
83,600186,莲花健康,-0.06,55.56,0.75,-7.1,0.0,-5900.43,54.52,,04-28
84,600655,豫园股份,0.1,-37.97,3.65,2.74,0.61,14156.44,-37.6,,04-28
85,600305,恒顺醋业,0.04,-45.45,3.38,1.07,-0.32,456.63,-45.98,,04-28
86,600821,津劝业,0.01,0.0,1.36,0.55,-0.21,309.88,4.18,,04-28
87,600838,上海九百,0.01,-95.9,1.75,0.55,-0.07,383.7,-95.91,,04-28
88,600100,同方股份,0.02,-63.87,4.32,0.52,-0.29,4460.22,-27.66,,04-28
89,600516,方大炭素,0.06,-58.8,2.78,2.02,-0.22,7097.01,-58.82,,04-28
90,600891,*ST秋林,0.06,100.0,2.32,2.59,0.12,1878.05,124.49,,04-28
91,600966,博汇纸业,0.06,-51.24,6.15,0.93,-0.17,2871.81,-51.24,,04-28
92,600173,卧龙地产,0.03,-47.37,1.94,1.52,-0.12,2174.64,-47.83,,04-28
93,600191,华资实业,0.01,-83.33,3.55,0.21,-0.06,362.6,-87.3,,04-28
94,601727,上海电气,0.07,13.35,2.35,3.15,-0.34,93673.7,13.4,,04-28
95,601880,大连港,0.04,0.0,2.89,1.34,,17059.84,8.44,,04-28
96,603993,洛阳钼业,0.06,20.0,,,,28143.55,5.5,,04-28
97,600088,中视传媒,-0.02,-222.22,3.1,-0.7,-0.45,-718.96,-219.56,,04-28
98,600485,*ST信威,-0.1,-421.88,3.44,-2.95,-0.23,-1426.75,-415.21,,04-28
99,600595,*ST中孚,-0.07,-333.33,3.43,-2.16,0.13,-11343.26,-337.53,,04-28
100,601118,海南橡胶,0.03,-46.57,2.34,1.11,0.11,10113.12,-46.48,,04-28
