,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002976,瑞玛工业,0.81,,4.96,17.36,1.11,6055.69,,,02-17
1,601696,中银证券,0.31,14.81,,6.26,,77512.77,15.92,,01-31
2,300819,聚杰微纤,0.6,-13.04,,10.47,,4451.21,-13.28,,01-31
3,688233,神工股份,0.63,18.87,,22.24,,7516.29,19.92,,01-31
4,603949,雪龙集团,0.62,3.33,,19.03,,6916.46,2.0,,01-21
5,300817,双飞股份,0.76,,,11.52,,4776.12,,,01-20
6,300816,艾可蓝,1.33,47.78,,33.93,,8007.94,48.0,,01-15
7,002975,博杰股份,2.55,26.24,,29.23,,13275.05,28.51,,01-14
8,603719,良品铺子,0.87,81.25,,25.48,,31441.97,83.81,,01-14
9,603893,瑞芯微,0.34,-2.86,,8.06,,12686.6,-2.27,,01-10
10,688298,东方生物,0.65,22.64,,27.39,,5835.29,22.49,,01-07
11,603195,公牛集团,3.25,58.54,,42.5,,175263.39,58.53,,01-07
12,688159,有方科技,0.43,16.22,,6.26,,2894.29,22.63,,01-06
13,300815,玉禾田,2.3,63.12,,29.83,,23922.94,63.37,,01-06
14,688189,南新制药,,,,,,4705.79,51.2,,01-03
15,300813,泰林生物,0.65,-9.72,,12.22,,2533.14,-10.07,,12-31
16,688266,泽璟制药,,,,,,-39839.16,334.71,,12-31
17,688158,优刻得,,,,,,1076.04,-84.41,,12-30
18,688085,三友医疗,,,,,,7309.67,66.76,,12-27
19,603551,奥普家居,0.64,-4.48,,21.67,,22981.31,-4.04,,12-24
20,300812,易天股份,1.24,,5.85,24.09,0.74,7203.83,,,12-23
21,688096,京源环保,,,,,,3399.29,115.56,,12-18
22,300811,铂科新材,1.49,29.57,,16.47,,6434.01,29.72,,12-17
23,002973,侨银环保,0.27,35.0,,12.64,,9960.61,32.74,,12-16
24,688086,紫晶存储,,,,,,4536.16,87.61,,12-12
25,688090,瑞松科技,,,,,,4225.68,-1.88,,12-12
26,603109,神驰机电,0.78,-19.01,,13.17,,8561.37,-19.01,,12-10
27,688268,华特气体,,,,,,6432.42,46.04,,12-04
28,688051,佳华科技,0.77,,6.96,13.84,-0.95,4249.09,,,12-03
29,601512,中新集团,0.78,36.84,,12.87,,105782.43,37.83,,12-03
30,002968,新大正,1.45,27.19,5.44,29.29,-0.87,7766.79,26.92,,12-02
31,002971,和远气体,0.53,,,11.44,,6405.99,,,12-02
32,300808,久量股份,0.57,5.56,5.39,11.24,0.2,6887.43,5.38,,11-28
33,300801,泰和科技,1.51,-0.66,9.49,17.29,1.17,13595.2,-0.78,,11-27
34,688037,芯源微,,,,,,,,,11-26
35,603053,成都燃气,,,,,,41382.45,4.63,,11-25
