,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5900640783.81,4442770185.93,3656926967.70,3213723330.48,3652724050.75,2487141147.79,2106666670.23,2136623904.75,2217869345.46,1225203800.68,561185980.96,832528316.65,840524886.74,768669495.53,789333407.34,1220233705.59,696475976.92,1119299661.79,792202212.41,1716661002.12,731410886.34,558081698.47,604353228.92,1011852572.19,1865506462.78,610045836.60,288589529.23,1303290116.82,390245424.07,493042686.63,1742425449.70,2211881534.99,1165887991.59,1947184497.80,1536004873.97,631662290.71,384656538.32,447809076.43,628361233.07,499199130.05,378608670.12,353614999.74,324219501.64,673655470.31,2612145390.96,1265105931.92,650573527.50,849352009.71,714475157.14,334404421.84,418480378.80,518557792.65,563338218.74,362986477.41,346424491.18,444506190.26,483455827.25,110920687.44,103067278.74,133952071.37,360125791.62,216937177.99,122588781.19,64023486.37,67493670.04,114170681.76,52569478.57,71803058.12,50769925.26,68206096.33,37731506.50,46532034.65,60566225.29,0.0
3,交易性金融资产,86735139.28,84754313.17,1649000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804960.00,804960.00,841880.00,0,1004775.00,0,0,4727943.40,4664842.60,4682889.08,3203970.96,4860157.46,4742496.99,4334114.32,4652218.03,6463333.52,12370958.14,12300872.39,13423412.73,13698751.33,17955457.62,17955457.62,17669272.88,16723512.08,16626966.54,16173900.00,15283635.80,18089336.04,16576784.37,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,21557004.17,18570936.04,17131849.29,12989692.08,29565516.23,17154154.93,16242509.74,29044407.01,0,103391366.92,0,91864609.35,0,99550124.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,200000.00,200000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,21557004.17,18570936.04,17131849.29,12989692.08,29565516.23,17154154.93,16242509.74,29044407.01,48568205.91,103191366.92,77462708.97,91864609.35,72398976.09,99550124.46,59999786.66,79449531.48,99835287.19,106935143.42,82127057.53,95681571.09,154191493.25,84117629.26,64042256.15,71029325.33,155957816.24,101395540.36,61008551.96,67614105.87,142940497.96,74347142.99,56373532.24,86796979.46,92114593.72,88722504.51,48063947.20,72820956.95,80169587.43,56740751.98,50196670.85,79520834.75,41287618.76,36668422.93,47876047.92,77617862.12,27813046.02,74641924.64,24992889.42,51011359.69,24399773.85,17963866.83,15926959.59,33434292.94,26618433.40,19687740.21,19957852.56,36365047.97,30906869.71,26675464.75,18418514.40,26843632.38,17358740.30,12208492.27,12226947.28,39032983.52,24153955.61,18231057.91,21577657.08,50287769.84,15217484.00,10534790.36,5347595.99,22007568.56,8540286.34,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
