,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4366187172.87,5535987688.88,5379860414.46,5990588396.50,5055587178.18,4646603692.84,5560774255.12,6078636086.29,4264013936.20,4565877933.53,6149360779.63,5320571779.52,6654887952.85,4853243190.08,5379193077.66,5582014835.22,4845321152.76,860022065.79,540231268.16,515282821.63,431209097.89,617849540.33,554676168.87,522003717.94,494035994.88,457834884.59,379108814.21,337913447.74,397633547.13,449723440.85,287601526.08,234015572.23,271863710.86,506270146.07,464903018.44,296516210.59,333590005.41,335795446.56,693496195.53,828864439.49,580556518.63,354119018.23,338818929.23,331781638.93,376186708.61,366902824.79,326604554.57,330008473.98,295206517.17,290607695.21,230208354.10,283775174.23,376875122.70,389382657.20,429355653.74,426415745.14,363710089.37,407358935.59,408927083.48,536301272.03,510149859.62,592153027.54,130159544.82,61396275.30,57696024.52,0.0
3,交易性金融资产,4634148050.61,4466660530.24,4367693917.49,449739848.69,272885265.24,244714338.73,302228709.11,337652471.47,444979964.83,372164601.97,430511943.61,312225959.23,384159363.34,253908585.32,264333563.72,209028603.20,200793993.77,54961775.19,139412747.12,8381451.14,83353302.05,7299457.52,51920206.67,4365000.00,29779212.43,18973200.00,38966677.50,33375967.86,41627387.26,42288957.94,37750735.21,35071479.26,35892343.48,22463566.40,18365870.00,13729170.00,245965.00,192220.00,259035.00,424795.00,301821.75,184751.75,137425.00,111610.00,141035.00,179420.00,22080464.00,220090.00,9655171.50,8613350.82,2413726.89,20960.00,2730000.00,770000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3646466180.88,3333277779.08,3609890064.65,3593998349.96,4219278112.20,4329792805.11,3919202935.48,3886553134.23,0,5085131050.37,0,5222076675.57,0,5455837519.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,201430447.99,273458609.83,250551606.57,213383094.76,220503980.28,268164000.98,346480323.92,394301462.69,363394546.79,358974970.05,370262431.85,381560562.84,378199321.04,289332761.43,248712530.69,205310858.38,186147834.06,107379448.11,132083233.68,111639963.47,112693541.87,130095681.13,107696257.57,75047598.48,53981081.98,40369754.03,32821584.54,54011013.74,91281594.19,165630043.06,173091682.89,198282526.17,123254268.61,66618011.73,45821070.78,47321019.95,51150408.11,55151491.19,16436716.52,10390280.74,20750372.32,5442473.90,18682842.80,27338417.43,51848165.14,14051523.62,19755507.17,28795947.45,11584689.89,6602676.14,2050000.00,11890153.46,9062000.00,9688553.58,4344997.41,1000000.00,800000.00,0,3200000.00,80000.00,100000.00,70000.00,0,0,293880.06,0.0
7,应收账款,3445035732.89,3059819169.25,3359338458.08,3380615255.20,3998774131.92,4061628804.13,3572722611.56,3492251671.54,4880276729.22,4726156080.32,4732280193.81,4840516112.73,5196621849.15,5166504757.85,5179560363.65,5408233081.88,5726428261.98,1090232724.51,1134143200.67,1042249138.05,1163112436.96,1407877719.50,1142904895.96,1139888152.14,827101404.45,718942844.78,681326739.32,709611822.12,765451608.05,728936422.99,604921981.72,591489264.85,399468235.55,351240821.62,398644782.02,370418598.34,533660628.51,553198336.91,455805267.12,402134312.53,342321918.01,352311676.32,327158539.98,277690960.40,344259697.71,379969556.08,394936439.52,340322331.47,413165929.56,219733272.26,299987848.11,332258111.30,273490081.08,281837727.05,199306730.04,200493481.82,189179140.31,165467786.11,191537708.06,196930327.33,178031378.17,208771781.67,172002272.70,153846770.36,205473678.13,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
