,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1022394678.54,1114204455.45,1770392645.01,1954684236.50,1767797840.07,1612518360.21,1457603667.09,1466750948.69,1132685558.60,1005865896.08,870740088.90,1744665560.22,874463919.16,1064334928.30,944290742.68,994498830.14,941591473.87,558713346.10,395299744.48,462791930.65,295088859.00,259056234.16,301489405.85,491082190.63,338876336.34,308908038.65,429429268.58,377611604.14,370037654.92,370014046.13,549238698.41,294155358.91,315412521.53,388004746.15,406844456.01,400862115.70,292569930.69,303611057.22,283190651.27,274607796.89,171304915.79,150120593.50,185106436.16,157426411.13,101202811.01,181600290.87,110331325.75,215662520.42,266566133.49,87045363.78,119585192.09,116517803.71,91747195.10,130488329.74,54063363.33,66159612.98,42728396.89,61176558.52,83199681.66,60206370.66,87640404.91,133380136.45,103554944.99,55808667.47,54383947.59,113018034.69,118679819.80,216903575.24,49903719.57,34599977.64,29625958.16,13857168.51,0.0
3,交易性金融资产,0,0,8542871.68,121979.60,0,0,5302.36,0,0,0,0,0,0,0,0,0,0,0,7000000.00,0,0,0.00,0,0,0,0,0,0,0,24008990.48,1290100.00,1213616.00,1182894.00,1698666.00,0,0,0,434367.61,505141.58,555776.30,467491.65,488302.84,370570.24,303650.19,304000.00,609963.22,609963.22,553325.60,0,0,378490.00,0,0,0,0,0,0,0,0,0,0,0,0,30000000.00,30000000.00,30000000.00,30000000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3156417280.50,3649162504.10,3492189843.66,3898022000.12,4677956783.20,4444360732.16,4699910229.35,4789157731.07,4987756970.13,4316470969.78,3546910274.84,3489350831.18,0,3197930218.35,0,2571345291.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,168042844.57,136271932.32,177830761.23,254965943.09,281312882.43,315141176.48,550511647.05,593665098.81,410008224.86,330559100.63,329094106.38,310742371.74,335855164.39,296599639.27,158345918.17,203889222.72,88812477.11,96196356.89,92464994.59,126505615.83,71082580.13,72166168.40,55255992.26,61223122.13,63722940.03,58753364.99,46536655.35,31920929.93,26893872.92,26206922.88,44619838.52,39849760.76,28077301.20,26525009.02,20857926.12,17713310.30,14437371.41,15938045.17,13415176.98,15496901.51,8750697.01,12312367.25,14146829.02,16448647.00,13919422.67,11332392.69,10424860.87,9292174.37,5496863.32,5108943.68,5005882.05,1312902.36,1943466.54,782861.81,841977.00,2097385.75,3243573.02,504931.00,603300.00,307060.09,745743.23,736093.66,2070878.55,2310141.94,2896476.60,1193750.73,956030.67,1350442.00,228712.50,1155143.90,0,0,0.0
7,应收账款,2988374435.93,3512890571.78,3314359082.43,3643056057.03,4396643900.77,4129219555.68,4149398582.30,4195492632.26,4577748745.27,3985911869.15,3217816168.46,3178608459.44,3367515175.05,2901330579.08,2582945271.17,2367456068.52,2474436306.08,2074552244.12,1909893227.77,1915637732.78,1934466386.39,1735696223.74,1532630541.14,1517733753.48,1536493102.33,1511523218.78,1443959919.96,1431214648.21,1482318317.38,1254802822.04,1245172472.39,1180048002.62,1129744435.18,1059007799.10,982449667.49,1058774097.83,1028842861.59,488294043.69,416252259.75,411896889.94,401968358.07,347628898.44,295502832.81,297666341.95,334262770.15,325035623.44,309961290.73,315963374.08,272772816.22,250368292.15,228746568.27,136270093.72,149794466.18,140715908.58,130109239.12,105954595.33,139885808.61,120890806.49,110726062.17,112341738.76,113732164.13,107928416.79,101995744.98,97473802.50,103293524.25,100450412.90,91525891.51,81465363.66,78172492.08,58592778.67,51830919.69,31654824.69,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
