,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5164102892.48,4739006188.63,5098397930.67,3243183619.88,3827436129.78,2853474235.57,2650256227.78,2622171405.55,2435863358.08,1643006104.72,1715632710.89,1416451948.49,1639459199.32,357461858.05,427958412.40,488588053.20,422013929.16,407711721.38,440896710.44,317308309.85,366229047.11,449424965.74,480418081.44,401811749.73,433308509.51,406755427.81,460393928.95,489722461.05,509747077.42,500876834.05,539077754.56,259580927.72,275581948.76,263703798.38,196055944.55,191911625.63,163248446.65,150458102.95,164550448.11,183093531.45,200087783.41,227679968.20,221571831.22,166039504.89,177040460.11,169167813.83,134964467.72,153644292.10,177237094.52,131564252.75,121595336.76,112702752.08,143145727.78,147256310.20,129151048.95,169848114.44,185717479.24,224504674.38,215923213.79,232222688.45,220405929.70,236182541.68,288516945.63,34212919.86,20962071.05,34858404.87,0.0
3,交易性金融资产,0,50000000.00,74100000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206640.00,371520.00,443880.00,245790.00,0,0,0,0,0,0,0,0,470444.98,470444.98,500000.00,500000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1347199543.99,2181834359.18,2443023553.84,2520148326.10,1730721749.34,2256626915.53,2507932245.48,2432220885.85,1996968653.22,0,2588903679.00,0,2388019297.25,0,580535033.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,271565694.71,569260364.55,624213805.66,742929511.37,612459137.07,562700364.33,655783649.95,665429546.12,881991955.60,1165399089.69,1015526215.31,1360340262.38,1197259180.67,350297356.90,309597155.44,299391659.39,250496677.95,247812852.10,238316477.31,211055496.15,143546347.19,212125702.66,197955399.03,182803976.06,188872695.25,122948663.84,137215215.47,146973710.60,131384362.93,121622034.00,129024580.19,119455578.24,87961775.40,83126370.98,84821549.62,86866707.59,78213532.58,84067716.29,89468130.79,89823545.16,42894810.62,88383820.75,63475244.32,68977514.94,41645381.32,55307437.97,51040092.31,29126042.08,25850213.71,10861858.34,9057068.27,8079164.57,2232548.60,8642374.03,8393871.65,9667023.38,2864462.16,9252422.64,9792469.64,9714732.17,11850220.74,12107764.54,8568982.84,4429539.60,2288400.00,0,0.0
7,应收账款,1075633849.28,1612573994.63,1818809748.18,1777218814.73,1118262612.27,1693926551.20,1852148595.53,1766791339.73,1114976697.62,1484485937.89,1573377463.69,1480575901.94,1190760116.58,294921996.45,270937877.62,273093598.08,281356514.42,330039339.33,318598965.49,347684880.62,268439572.75,297104540.61,332714213.93,268713889.20,206045067.75,348420403.10,345128011.54,289277926.75,238765704.48,267137119.90,253353310.37,223979988.84,226838695.91,133927720.97,174677465.64,148819708.85,107217890.01,168569274.88,178143390.05,185061670.53,105470081.21,128686397.99,171196274.73,133846641.30,71661362.14,103133366.59,98937217.97,123329249.17,94883111.85,130249830.19,112079981.47,108436495.79,79359055.89,90481906.86,107332215.42,114722465.90,59210233.11,87339717.16,71832550.78,78505337.28,67824850.91,72119574.58,66648444.47,65923636.01,54270143.29,42686695.08,0.0
8,应收款项融资,416406405.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
