,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,693410774.12,722759040.42,843099637.29,991140014.79,777035045.07,852822851.21,862518329.40,1012476172.87,760728024.83,879742684.25,898748684.06,882373335.33,229649692.77,216254491.94,258834391.08,277314484.87,229264918.78,309252695.15,309806797.58,554095062.22,212803870.91,231011813.25,200037962.59,207732881.61,162306304.38,161960151.93,126472070.79,220176706.94,148044732.37,128454896.39,174384771.68,282963191.52,178291347.35,209518722.45,201853855.45,269930330.23,165775204.29,206252764.77,18254981.08,25413841.70,15669329.76,27097926.81,33938156.44,45076196.84,20111624.69,16267387.79,19612644.28,42153189.69,17223168.77,18594324.61,21633547.29,39557971.34,5836811.39,20904108.74,0,41897545.93,17513147.25,12687197.36,17608585.41,57306719.82,27842705.74,34415603.43,41496223.79,71516357.04,49409214.86,31440873.66,64822564.32,79690157.83,23170048.15,30050498.60,53181142.54,85009976.58,35910608.87,100565555.54,80711026.64,107754009.39,113259818.21,182316177.75,2943114.38,1729263.45,2201636.35,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550102.00,3683500.00,4058196.50,0,1886742.50,4479157.76,4479157.76,4479157.76,4479157.76,0,0,0,0,4000000.00,4000000.00,4099626.56,15099626.56,20100000.00,20000000.00,15000000.00,10000000.00,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,2123711.62,53194.76,2364533.32,1152502.11,1578429.44,3805727.17,1975766.06,459571.23,2306850.06,1503422.63,663489.00,3061890.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1429667709.80,1398819007.12,1406410711.09,1330165499.52,1334730458.53,1377435943.01,1365177356.78,1239582135.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,263644704.10,262513404.39,251670139.76,281618962.66,217066789.76,219003438.74,215194572.87,215717466.84,173218754.99,130765142.70,128800451.64,206845834.55,141392418.21,93728606.03,111617118.13,171370876.99,131016640.23,78169326.93,99633412.14,133967131.61,95380755.39,117759182.78,129447607.86,142564262.25,79188579.68,76640115.88,74612890.73,85160392.10,73980090.30,97317663.36,79495457.20,74144556.47,86918971.52,65838343.17,56118984.88,66777098.09,64600244.00,63255080.34,20643511.91,26653192.93,15763406.04,17325208.00,14409700.00,10994000.00,10823583.06,8485862.01,15648000.00,6270000.00,16530700.00,10459000.00,5140000.00,3000000.00,3842000.00,13286600.00,0,6288800.00,4371045.80,1050000.00,7804600.00,6459000.00,12820000.00,7432400.00,6492400.00,8120000.00,6501391.46,6725783.00,10150000.00,2000000.00,11019000.00,9480000.00,8200000.00,17110000.00,4623382.55,16143000.00,6050000.00,4200000.00,0,0,0,0,0,0.0
7,应收账款,1166023005.70,1136305602.73,1154740571.33,1048546536.86,1117663668.77,1158432504.27,1149982783.91,1023864668.75,1131377838.10,1126767175.53,1127533360.42,1035777322.45,503244178.01,479705368.86,443597277.08,388684164.29,425491682.58,411518439.00,409079510.16,368776933.53,439874600.48,412552817.61,405031149.21,346859285.37,410465819.19,401486180.52,334113888.26,291341404.56,337981591.02,358569555.93,282184358.75,245785305.28,368929398.61,350620837.85,312691668.63,260268774.05,308754996.35,332074845.91,101346072.05,103018509.70,112541197.42,105418687.17,89330513.90,106351422.15,132415368.33,131908995.12,115772630.77,128844573.82,74024856.01,78043103.06,91208457.22,101648952.32,93419199.02,111139085.88,0,128239489.10,143120301.29,152795147.13,111133411.59,116546739.05,106354566.33,115873156.34,138561423.15,132966422.04,106996239.70,76858171.99,51917006.17,62981115.10,88265241.55,76697994.29,68724835.11,61348875.95,75894571.76,67014242.35,99856495.33,91359603.15,78207969.09,70553492.00,24543909.87,10331673.31,2990939.71,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
