,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,6428766160.10,7319077672.03,5127561753.82,5336881040.54,7024798798.76,5679139025.87,4355196697.84,5201453446.62,6173314432.58,5384305561.70,3672300552.78,3379074909.02,4232903383.64,6220327500.12,4279060435.80,3855882291.20,2440949322.85,1605683707.55,5443699898.34,3113736735.76,3449996393.44,2697469810.84,1993316385.01,2263824278.48,4601455315.70,4427098660.91,2701600263.22,1548164052.27,1540434545.43,4138204159.81,2296398962.63,3755934348.99,2123123000.79,1895805075.58,4595787400.93,1900554737.06,874924599.90,1989907334.28,999232238.67,2114161995.11,4015665104.81,2606283958.77,3558038624.94,2470511389.32,1700816489.64,2151926272.00,2483974615.21,2798395702.90,4475322929.30,1470621993.38,4193990640.38,2523168579.41,975456084.09,732182682.23,743189937.84,670444364.68,1792298999.09,1852801546.85,1695597050.29,2171222075.94,882816648.81,1280330766.19,1186069960.81,1080721656.97,583011500.70,1098644089.29,0.0
3,交易性金融资产,0,0,0,0,0,0,9880.00,10270.00,11920.00,11970.00,84100.00,92880.00,85460.00,35175.00,0,99545.00,0,0,0,0,0,0,0,0,1781000.00,1785800.00,1805400.00,1782600.00,1786600.00,1804400.00,1778200.00,1780000.00,1627400.00,1707600.00,1754800.00,1739200.00,1953750.00,1831200.00,1746800.00,1001976848.11,1740900.00,0,0,0,43620.00,0,0,0,0,0,0,0,4472341.26,0,200000000.00,266075900.00,277000000.00,310000000.00,703325300.00,722451450.00,326007575.00,416071650.00,0,291813560.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5987451133.19,4717444936.00,3540798911.13,2629743599.80,6502748196.15,4950802831.80,3252839933.47,3290150306.64,0,0,3447769902.98,3197624578.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,2534610.00,2484610.00,3769800.00,3669800.00,15050000.00,0,109700000.00,77050000.00,22485800.00,42920000.00,75083623.05,86967495.25,106000000.00,90950000.00,75350000.00,109150000.00,95390000.00,87690000.00,100340000.00,110470000.00,86760000.00,109118000.00,118758000.00,161231470.00,152514908.00,118711874.00,163436966.00,161014934.00,50764934.00,160768280.00,304138280.00,755812800.00,184310000.00,984917965.95,195920000.00,1194272979.06,354357921.44,1243700000.00,383770000.00,1127980059.96,397200000.00,1778129254.67,149500000.00,1067392534.09,560500000.00,1095500000.00,194000000.00,919000000.00,447058800.00,790000000.00,146000000.00,85000000.00,608500000.00,940902593.65,252546464.60,49686076.90,687698381.65,1344540616.42,860400000.00,621823329.84,830477668.99,1469297410.50,533979972.32,408463772.46,154900000.00,195271000.00,0.0
7,应收账款,5984916523.19,4714960326.00,3537029111.13,2626073799.80,6487698196.15,0,3143139933.47,3213100306.64,6900035127.17,5160301322.80,3372686279.93,3110657083.26,5436460684.89,5816845730.99,1853912532.38,1648153422.24,3830210444.41,2865379616.56,1703424502.04,1816250436.40,4795954711.25,2780216089.35,1363366813.57,1406423880.07,3000194040.16,2802283363.44,1391940832.50,1446769674.42,4046287922.46,2796319128.69,1445905514.12,1309061934.00,5373178492.70,2681026729.13,2476868158.62,1348817479.63,7157399761.21,2933605347.52,2152515276.17,1286103701.07,6284034268.61,2103587909.52,2200316436.92,1548683396.61,6294902109.46,2391886812.01,1691127842.39,1004407556.99,4473157359.10,2198648329.49,1727598139.00,1114355979.03,2927138818.41,1919417526.84,1802505382.72,1385773705.62,3858040079.51,2110144622.88,1435182332.85,1437271310.99,2810164122.92,1799780516.56,2056133735.40,1133987315.19,643010008.41,509056755.58,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
