,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1074675204.32,1063527063.83,181276588.80,309272800.73,311306068.81,427893646.02,83143711.25,288209366.69,204360738.57,205992103.92,113540479.20,526114256.31,293863685.41,486002500.07,258987365.12,421709075.51,523914583.96,363273966.21,875937171.07,838020784.27,860361873.56,672055314.21,970469310.88,828547041.08,755564321.25,1035311503.25,984947082.38,863093498.04,905653017.93,747946594.28,653766697.98,690605690.46,964868366.67,884499769.59,979870077.10,907778231.99,1046921223.44,1079226303.28,887051317.14,755396337.13,797370408.07,704309362.58,265107238.86,274407954.78,290710985.45,291950599.41,353329179.34,145517440.49,94853288.64,149346612.08,189192754.22,141988805.70,187755770.92,201587646.13,183645097.49,168118651.93,159118352.98,199053202.77,154123603.08,138417711.25,169994979.43,226225607.52,255476361.24,386037249.36,48613963.28,29165628.15,26251500.78,0.0
3,交易性金融资产,2355093695.85,2307409911.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9901934.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1201286030.84,1120812140.17,1348260791.49,842297845.79,974964970.17,1079262019.49,977981811.50,941439053.89,1006053376.24,939779272.38,0,686091435.69,0,438791787.11,0,273368644.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,116160236.16,156181587.88,176706896.39,178356365.92,107452948.26,169529318.82,153857016.96,160779110.95,177216697.21,161499151.78,111503882.96,114507183.62,66563593.00,149953596.21,58805142.40,34531189.36,49476245.62,38084280.00,44811430.31,72292221.55,48982891.68,35805954.76,39594624.91,33886490.55,36484226.66,62661861.40,33346715.00,6889600.00,7453537.26,60723956.50,39161253.00,123222885.75,149536648.86,179337850.33,145422041.12,153470905.31,149317075.30,122651334.60,85584861.11,33108473.41,23230789.25,11223030.38,9755864.00,7316314.58,18542242.27,32426081.67,42595911.87,27684967.50,4920415.16,8551927.30,6480814.71,5823331.17,6241821.84,13536268.78,7284721.20,14342460.00,11246110.00,14254294.04,9255936.60,10918368.54,7855800.00,23632723.89,6595155.00,21947433.73,11238835.12,0,0,0.0
7,应收账款,1085125794.68,964630552.29,1171553895.10,663941479.87,867512021.91,909732700.67,824124794.54,780659942.94,828836679.03,778280120.60,776481955.19,571584252.07,590166585.88,288838190.90,397792200.15,238837455.09,197187896.77,126349829.11,227274066.58,159024771.99,161990590.77,152617010.56,258077452.75,157967129.55,181282540.74,170710176.97,262317710.06,202958379.92,238329081.66,126142394.44,204183151.14,148393256.45,195346391.57,166772977.46,245983697.49,244370128.03,235744172.33,174292740.24,258713984.77,221377705.85,262792090.57,216199553.01,110843141.96,32917009.15,55172759.19,45645605.41,56108031.41,31455510.94,75046026.01,19488512.04,52171053.19,50194707.74,45892376.59,38000993.44,62954976.53,54644042.46,76057880.43,55525516.50,73341209.90,68351008.56,80940627.54,65024322.41,85972468.21,57173229.03,51039094.45,45343001.80,53217172.41,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,55111089.21,19851462.39,27631624.77,31934695.92,25117882.73,25035335.08,29167726.89,33716229.37,36700191.29,24417448.29,36563766.74,40931834.41,38633800.15,23940460.45,36546035.22,34892828.69,50896292.68,31787823.36,21692530.28,21651646.90,24288857.36,16931128.31,86829252.88,107899114.84,100956213.92,82845091.05,124513235.35,103848910.05,110364928.62,86437644.61,120374764.61,107594561.57,117273973.70,107159671.91,179875982.77,132040525.39,97385559.77,72366340.84,87914576.75,151738941.22,146322913.76,132811578.29,205690207.82,172112263.97,201181785.80,196585352.80,250854371.33,221811824.43,214965017.51,186603855.75,164494047.87,177261984.74,190156244.80,62285658.59,96211327.10,109964345.59,105692972.72,103970025.91,31779779.17,23790366.88,27797318.24,28778794.71,9086293.91,585590.41,15517325.62,7068840.30,1487747.94,0.0
