,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,15047940681.07,10894915739.47,12313765173.52,11111755453.27,13089631818.53,12120888752.11,10294734132.79,9922735184.00,12477430616.02,10624703677.61,11062927819.55,10914099811.85,12814702580.10,9343131555.94,9004511282.47,9963527010.69,11106924598.70,9686580372.25,7990768956.15,7739835358.73,7389695479.69,7430730100.16,6214251637.21,7071860885.28,5713750171.18,6355884222.79,4893815609.69,4721724706.45,5757412975.71,5480319587.65,4445409106.26,3338150106.70,5491258774.32,3771028389.53,3826453094.00,3380292926.99,3802143329.98,4008547206.16,4812157956.52,4578122011.30,5407067004.01,3970101461.59,4088902802.43,3691942610.15,3349397106.38,2632290318.86,2181924852.68,1629358022.93,1595735483.48,1102112037.91,1054199790.20,1086921887.01,893774091.55,1014039178.81,748812136.05,692650030.61,880929625.20,691138364.51,697998788.04,712220516.32,842467176.44,550088453.20,597242853.41,545808896.30,690196690.12,573408819.77,524829053.21,632731877.01,664543167.46,715532191.70,593412014.79,1144644930.36,1430487190.65,545315658.36,547832514.73,428679987.24,416382558.18,335226682.92,177592451.59,141885512.04,138100456.77,0,101621340.11,0,113512853.57,0,100240000.00,0,60848368.42,0,0,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,1454900.00,1561850.00,1974450.00,1974450.00,1898900.00,3031350.00,2987000.00,4320900.00,3736350.00,2777100.00,3813400.00,3931150.00,3977300.00,3493500.00,3879950.00,3853100.00,3836150.00,9401320.00,0,7232385.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165400.00,2799900.00,2799900.00,2415500.00,12466500.00,3208000.00,3208000.00,3505300.00,3572500.00,4080100.00,4080100.00,3802490.00,3802490.00,3802490.00,4402490.00,2995749.16,2995749.16,3046849.16,5013389.16,0,1868280.16,6000000.00,0,14000000.00,0,0,0,0,0,0,0,0,0,0,19000000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,15461450802.68,15425108941.97,15978256795.38,14960617011.73,15274291103.92,15202559020.74,14562176161.66,14165938336.71,14077395793.94,0,13157402587.32,0,14132262485.50,0,13840356718.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,130468351.04,555367717.12,582789578.35,112098668.65,236698596.47,23424652.63,28035106.56,28030817.58,21372000.00,11700000.00,39907654.22,38197654.22,3289457.22,7563545.00,77643545.00,146553512.00,138125447.00,5671935.00,34347616.41,51059593.41,17250000.00,6864051.75,41737530.00,154162790.42,137543329.42,155336095.00,151194859.00,101157344.33,76807824.00,29443800.00,26590600.00,24463039.00,15613039.00,10780000.00,17277560.50,945976.50,3000000.00,200000.00,2275156.75,1202335.75,1757811.25,2536451.25,6434297.04,7308161.75,8187898.75,1893622.00,3893622.00,4000000.00,5000000.00,3000000.00,0,0,39244000.00,0,0,2400000.00,4463299.00,2100000.00,2600000.00,3000000.00,17176993.00,6480000.00,6480000.00,0,3754800.00,37547500.00,8792700.00,6047400.00,10733400.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000.00,0,0,0,0,0.0
7,应收账款,15330982451.64,14869741224.85,15395467217.03,14848518343.08,15037592507.45,15179134368.11,14534141055.10,14137907519.13,14056023793.94,14055674069.30,13117494933.10,11392247740.00,14128973028.28,14209968163.41,13762713173.97,12504208440.68,13191170893.55,12590819676.55,11938176830.48,10836665457.78,13125658655.84,10682231246.55,10187175192.12,9009781594.43,10975592589.96,8961828125.59,8225896250.27,7082933251.30,8784408818.09,6027866141.79,7889987933.75,5477754193.46,8413234112.32,4538092226.69,4105778792.62,4389258134.38,4554731438.70,2311970353.34,2329140282.33,2143973213.13,2434995515.78,2012000689.19,1936811558.40,1810106602.45,1976070172.66,1540555080.43,1724625553.59,1499251540.51,1674228977.33,1215407373.81,1394766637.10,1250856204.29,1578241531.28,1117396633.57,1331569700.76,1307638143.75,1248961900.00,1208389403.72,1206362674.05,1293517894.99,1212251743.91,1243333946.76,1328167118.85,1307499580.66,1348069373.48,869146503.07,962052037.35,912000082.21,957305135.27,1070732442.99,1124587482.05,1189833472.40,1255445117.00,1264443165.15,1232414855.18,1068174598.18,1243044781.82,952312872.19,564941048.02,557797348.17,366091502.60,0,194154712.54,0,59349088.98,0,0,0,38051726.02,0,0,0,0,0.0
8,应收款项融资,54347448.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
