,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,359386654.32,364223482.97,541188409.09,564129105.33,170169264.84,194772616.89,182467744.86,183877903.52,1307147336.52,1378564800.93,2108496195.99,1827072290.17,376236967.67,486566559.53,368888901.38,880908609.72,743552936.33,259544763.05,183307062.62,155406793.88,185129396.75,322241980.14,313571896.91,372404203.79,103432218.22,107355012.03,201633524.20,98262397.27,308121064.28,109267937.39,129861813.20,33033094.66,30474932.60,78636837.21,83743625.25,162628113.62,152043514.13,102917388.33,134935353.13,38326490.23,21998131.29,28340905.48,13317184.61,23206453.56,40337047.07,39251223.65,105266080.09,18988346.34,33194216.64,52660580.62,23435771.12,8281103.31,12883821.84,11236402.62,12343856.25,13096052.69,16646142.78,6310801.34,9503894.76,5061443.29,7183277.39,10017217.67,3680244.91,8469185.66,14337853.53,3093117.75,3300203.74,4591985.34,5843893.52,9063249.78,15962531.35,17108251.92,49836785.46,61295166.77,61717779.71,44091203.00,9025456.72,8873191.25,13260524.76,8083009.24,0,19209722.65,0,4439316.97,0,9506000.00,0,63259913.54,34818085.05,0.0
3,交易性金融资产,0,0,0,0,0,0,0,960406.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338137.58,0,2200.00,0,2398000.00,0,7398800.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1387113712.67,1490483005.91,1346180214.09,1597519312.02,3101852006.23,2984719569.50,3423117930.15,3334949970.20,1696456427.30,1670281577.62,1608514190.59,860872698.13,0,0,0,70802013.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,3100000.00,2100000.00,3457700.00,209757700.00,500000.00,200000.00,0,0,0,2000000.00,150000.00,1650000.00,1300000.00,2700000.00,50000.00,2917121.00,6180800.00,300000.00,1600000.00,0,200000.00,0.00,0,3200000.00,0,800000.00,0,0,0,0,3000000.00,3600000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.00,60000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20750.00,0,250000.00,0,30000.00,0,0,0,0,0,0,0,0.0
7,应收账款,1384013712.67,1488383005.91,1342722514.09,1387761612.02,3101352006.23,2984519569.50,3423117930.15,3334949970.20,1696456427.30,1668281577.62,1608364190.59,859222698.13,1598504279.01,803336690.88,41762734.13,67884892.75,18380231.53,5874745.03,6220169.72,5959553.31,7084444.18,6926959.52,384394.11,384394.11,381029.20,441720.20,405553.81,385276.20,1887976.00,2396479.00,2109573.44,2283923.44,4129370.49,3974317.10,5169374.10,6932813.10,1909061.75,1909061.75,2675011.25,6010681.25,7484231.41,8896249.26,10076172.73,29070885.45,14532939.84,21713072.84,21943906.30,27569875.84,19296777.80,19271976.80,25141326.09,20747562.25,10450783.68,10229472.56,10226472.56,10226472.56,14374979.86,14374979.86,15525123.00,14401490.86,17783520.27,17748286.93,17893245.11,16565822.52,17783943.60,13597644.52,9514399.88,9639569.33,6861814.57,6533263.12,14506259.70,6898987.22,11578199.63,15098517.49,14634931.87,14666144.76,10168483.24,9404737.81,3693417.46,1369929.06,0,3161873.07,0,725439.96,0,0,0,2111283.41,1350034.24,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,13254948.52,13209474.28,10014111.51,5960917.57,6130336.27,7527402.19,10963067.33,6851310.24,18587081.67,7086315.95,36240276.84,34874169.13,13971956.71,10343270.49,6192880.86,3427487.89,71521816.37,22036463.91,67488645.25,69851167.58,204216395.53,180860287.94,76911492.09,22313357.39,177699671.48,138743790.38,86753964.49,45439266.33,21024412.77,76384229.52,32849204.21,618224.52,114628261.62,86947969.02,52116774.71,6021146.20,102374642.79,67779166.56,26455808.36,3864782.71,67182116.77,46646005.36,24721007.26,13343816.75,8250596.90,4696610.40,7128618.02,5236815.44,57839767.14,15289179.29,7419672.48,0,31909913.10,32170316.58,31117762.36,30584297.45,32742909.72,15251618.00,8207412.75,8142777.30,4700854.55,16800.00,16800.00,134482.50,163779.50,57469.50,78914.00,208563.00,287310.00,65710.00,2062.00,0,0,801680.73,296.20,134000.00,134000.00,212240.83,200000.00,4100.00,0,220000.00,0,635170.37,0,0,0,0,0,0.0
10,其他应收款(合计),1098593169.20,1039655537.62,1509573269.98,1645017383.47,1849957757.96,2020789007.90,1711556134.38,2530869256.32,2369240825.92,2097563430.91,1072110365.74,1319662623.45,0,0,0,62987906.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,1276290.76,263324.16,0,561680.00,22713264.04,18106568.24,18163857.14,18163857.14,18773626.26,14362752.51,7271819.81,703386.64,576451.14,435384.48,298088.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,1039392213.46,0,1644455703.47,0,2002682439.66,1693392277.24,2512705399.18,2350467199.66,2083200678.40,1064838545.93,1318959236.81,1176981888.11,500904601.52,395273917.82,62987906.80,247761353.47,49624762.81,92553971.09,89804509.07,95635801.24,42110635.71,76848542.94,116511546.33,49629307.02,51745269.06,54948502.37,55509034.65,31194352.08,39081400.82,34852692.33,37876435.46,22232873.52,16403023.39,127184349.57,13598178.83,14548925.20,7654328.82,7912111.67,7185794.03,24443153.77,23637430.32,58303511.84,51177441.83,34106103.87,53700970.80,88038643.88,168236559.14,57913507.61,53889898.84,52845907.79,52660313.44,43583280.86,42691225.49,43272382.56,47277647.57,53910151.71,57023205.36,47402374.27,44724101.94,51734809.11,51780324.89,53575754.96,51208240.67,61936266.91,58864961.95,59429676.76,60347417.54,74853207.58,75072884.72,64989541.59,64061429.09,84650478.05,79406480.78,73630870.79,66830437.94,106380273.69,87244208.62,56427792.20,43122560.28,0,35604544.40,0,23970821.62,0,0,0,16257809.96,14560432.36,0.0
