,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1716915424.25,1515049755.98,1947540975.08,2365720694.89,2379231911.60,2027975793.59,2087911642.05,2724145176.50,1542184453.09,1755951180.34,2127623724.72,2113477561.66,1457447575.04,1329640352.83,1455993557.18,1418557132.35,798711454.21,826145229.29,1384820504.58,637746715.52,581560367.46,712788624.29,710609629.28,713504254.10,663411898.63,690885761.49,1108098056.15,1326782925.33,992919550.33,1916495203.47,1971283491.81,2021992693.02,1615474320.51,1464406007.99,1352907723.30,1657332926.90,1419129266.42,1359542941.99,1450941935.01,1522870155.58,1229772733.97,1266927267.78,1374608185.38,1130705173.05,916142045.47,931211897.44,1137399538.73,659998954.59,612638201.45,836855455.16,467135383.60,470322637.98,491729046.88,526251509.57,397141552.82,523202571.62,532718679.26,404696029.25,385998832.10,316054626.63,324569809.41,283446449.15,247918747.58,350488503.21,247272575.30,315425781.47,0,124681357.76,170214903.90,296106257.70,118415711.67,175253677.57,139250034.09,82230118.10,105929108.58,131486809.76,35813640.35,29284565.61,35628546.84,99785221.76,0,3862500.63,3867071.21,6397177.70,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883832.78,755497.60,742773.43,800728.04,827269.87,734423.19,827071.05,846057.90,886000.00,886000.00,880000.00,838005.89,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,304883500.22,328112046.42,311368114.66,264829094.56,315212633.66,230742710.91,244240099.65,226620448.93,0,230429144.65,0,236426443.57,0,292992562.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,44103076.39,58433857.54,76729157.57,30202339.46,60464611.62,39680007.74,48591693.66,28466522.48,45652120.47,49559233.77,59863942.20,54487883.08,97660279.93,109457953.90,66356425.51,41243263.00,54220482.85,72111527.20,120125070.74,88612806.96,123931823.88,98600527.22,104247094.37,57580036.26,67545293.04,176341086.77,183620011.62,257673883.76,51604834.92,37207104.21,185947299.08,463817944.61,31920564.66,14956974.95,188468608.81,170854989.70,35283503.94,50683612.62,229627680.46,243466582.82,177551026.46,190166179.59,164964190.49,171054847.50,448707092.58,445774725.32,380377395.28,650573788.57,30683110.67,28051201.04,10268565.52,2521071.60,70558610.31,124622083.80,183830860.16,72867214.81,67386032.09,32358306.25,37334810.88,12574285.95,8104465.00,50943948.98,5545000.00,12580714.87,9282000.00,1807114.34,0,3244840.00,65987241.94,58456581.71,88202190.15,55738871.69,3547276.50,53427763.00,526800.00,197340.00,16000000.00,800000.00,0,500000.00,0,1000000.00,0,0,0.0
7,应收账款,260780423.83,269678188.88,234638957.09,234626755.10,254748022.04,191062703.17,195648405.99,198153926.45,213706089.14,180869910.88,190719841.98,181938560.49,211571182.68,183534608.87,136344773.59,127174730.27,127600953.45,168606400.65,122520696.51,120376045.56,84361121.43,91215727.98,100305238.72,102381908.62,87519310.48,112035967.33,90672318.69,84595110.96,100392968.67,124012785.15,112931024.01,117537823.48,120964314.83,96482566.26,108230309.94,211974163.75,234522119.65,121861024.26,140252751.72,158399625.67,180879982.61,156176454.03,138127239.33,275922790.28,206889753.60,153046976.06,98347804.73,210486115.92,190345402.72,245579052.55,199477285.54,168993151.11,227973301.21,167420814.26,199649702.62,158963361.00,191622061.56,148644503.30,135276005.71,141159309.96,117744087.04,128837987.36,53418926.01,133018108.38,140719254.52,131924298.94,0,114929220.37,104964328.46,152647327.08,97637514.20,93746712.76,111177077.36,95331334.73,102033021.86,62771274.03,97440435.66,127764113.16,93749389.88,108195587.20,0,53708239.20,56636084.08,44016078.27,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
