,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,27808920412.21,30572037670.99,27495437772.75,23699191045.81,25974332600.67,25179317596.51,20438246622.60,16439870454.43,14678812779.90,20160662677.14,13736778951.85,10944947103.64,14443197725.33,13315510739.36,13671385340.80,9775810967.82,8295866867.33,7175948663.56,6746498951.86,6643012173.68,7825594158.04,9161606165.00,6180319198.86,6648193063.17,7733521938.89,4628973491.20,5651884813.56,6271230189.99,5466118699.91,5243494438.87,5954515321.24,3812705088.80,2856588964.07,4056339421.20,3235944516.85,2654434762.30,2385392013.96,2441135454.26,3097595679.12,1898845273.15,2805614010.84,4341375194.81,3683067113.01,1500128888.66,2229475542.84,4633037360.23,3348501360.16,2356865593.02,2274565768.16,846029173.30,826767084.99,750089267.00,715598732.53,548392529.66,446148594.31,900656620.08,564199543.76,643144052.41,451207049.93,413432349.50,690084790.83,753262130.35,384548438.82,598008992.36,517594116.33,756841994.50,508626910.36,504123937.57,418588189.74,434749657.43,383307620.33,481412971.59,494233190.51,449465522.64,160901278.07,250894270.91,142451390.89,186262443.83,183409970.41,29362403.08,15648228.36,11289099.23,0.0
3,交易性金融资产,431381297.84,444859250.40,351670131.78,89725527.24,96184820.36,96186407.61,137163276.00,137283970.80,195287141.22,186344198.10,192032950.92,141136574.46,88552630.57,83739899.88,139923010.97,210376885.23,217021365.55,217826604.50,120481314.57,127164941.53,108752372.52,117526709.01,119177993.07,143168342.82,121540558.30,135522681.13,112758296.12,132258480.49,106600394.71,105554809.87,82599955.45,111882428.18,98190735.78,131695685.30,140975061.75,123713685.36,122761251.13,125219018.75,129295216.26,114235062.88,13372308.79,10094700.00,45332897.47,36397814.09,61134243.83,75375261.04,89318635.87,85643839.67,101422581.11,75868533.59,52002556.48,37128525.00,90282878.26,79948201.19,5472810.00,80000000.00,5504000.00,0,0,25000000.00,90050000.00,90050000.00,10050000.00,10050000.00,0,0,0,0,0,0,0,0,45000000.00,0,112800000.00,112800000.00,0,0,0,0,49600.00,294600.00,0.0
4,衍生金融资产,42306730.69,22143066.19,54632991.72,34321806.37,16980580.66,45794709.52,99188646.14,17881082.98,108002494.02,68216863.02,89569294.96,25475701.27,9332121.45,3835711.45,4485711.45,3980361.45,29103477.23,16315927.23,6469227.23,386927.23,10381557.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5288108132.05,6195293234.45,7715510127.09,7336002049.74,6618457248.58,7811030455.85,7065814006.89,5971041843.13,0,0,5243968442.67,4467225676.51,0,0,3956193733.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,811113568.55,606737144.91,1254676385.26,1521766513.42,1706174347.44,2701374501.58,1825799277.72,2287287374.97,1258625160.29,1243488792.98,674787153.99,656740689.65,870619042.22,1157671441.22,817372669.03,1127747883.99,1122217557.28,1605124816.91,1253052426.02,1574382374.78,1813437157.88,2135296018.74,1480411506.35,1193234539.64,1120987594.07,1433559326.99,1411558097.19,1253899955.12,1286735479.41,1899228255.64,1337837577.44,493681401.73,512096566.65,433310196.78,403328297.76,403315006.99,230760174.83,158684494.97,135084111.64,203914213.78,187076547.74,159968102.08,309038107.52,283751417.51,291437929.20,524488128.55,226210908.37,199222015.01,197115666.90,188739177.43,262370292.37,186676699.25,229351898.93,170395175.14,165808377.21,175744933.25,134737787.67,135213471.35,74035653.51,43824468.30,18204763.10,24681189.90,15564705.60,4659990.61,5384714.58,272121.27,0,60000.00,22001677.39,0,4500000.00,0,1000000.00,2400000.00,0,0,0,0,0,0,0.0
7,应收账款,5288108132.05,6195293234.45,6904396558.54,6729264904.83,5363780863.32,6289263942.43,5359639659.45,3269667341.55,4707291621.77,4427009553.38,3985343282.38,3223736883.53,3481285580.95,3345507129.67,3085574691.13,2861404545.31,3827454627.26,3876631406.71,3236920862.71,2983251509.34,6024689254.78,6139798986.03,4350639520.89,4851471543.48,2879639961.70,3076143977.16,2632864085.96,1780308143.69,3187128784.35,3027062958.90,2227740374.29,1825282413.85,2151793702.62,2147535889.84,2001194891.61,1565033059.12,1356893516.28,1387458839.11,1302717146.22,807752976.44,1055565407.64,1043522184.37,1049764228.90,624249663.37,1027466224.80,842760160.23,1013666270.89,604691438.07,979840057.80,752735173.16,588954891.71,414906926.18,620358980.01,624417913.62,627759667.27,384338678.15,659961577.46,619253280.50,663766471.83,494109203.51,597879424.10,539207826.06,302873328.00,358352994.87,228787217.09,257549504.05,201934857.20,258536684.35,136631835.19,152032749.85,170343634.58,203728874.29,130952465.54,231889859.43,190675952.22,240237284.20,142418779.71,130717817.72,91584938.50,113349740.98,121748679.29,122031116.03,0.0
8,应收款项融资,923457508.90,782075950.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,23153892566.08,20059214765.96,17246778091.81,9689219916.39,19215087965.97,15323920543.49,19155276851.50,18596703227.18,25761028538.99,15035417104.36,20110410349.47,14234443617.09,10634280105.81,10222731595.47,9595468410.01,8086053337.92,9252831895.29,7280138803.74,9660648638.04,10120093975.37,11424364912.21,10553190146.52,10258266955.03,7543636783.52,9943040145.18,7678796900.70,9694589819.33,6466484128.32,9511429419.43,8315317040.75,9053177565.74,5583521187.48,8123983890.26,6948222120.34,8809988586.52,4830155021.29,8430359091.55,7182002320.92,7680626305.16,4664663580.18,4842194062.52,3346925888.71,3369816304.97,2173007667.54,3473178158.41,3371023616.04,3794005751.58,2297724764.79,2932442694.69,2692944944.50,2616535954.84,1377440940.82,2164530006.13,1808942166.54,1632996934.29,1060211952.31,1215964281.85,798951338.72,811247797.88,797693433.60,721759136.45,437438049.55,558310204.17,923949591.03,515614080.33,405149149.57,474955936.20,409127158.68,343466887.03,516848577.26,511545177.19,355638577.77,434518340.43,470748751.23,278232165.16,223583042.77,65301772.36,133309698.89,75387793.74,79873974.67,55679276.54,57143290.51,0.0
10,其他应收款(合计),14068526363.14,12691444068.23,12587970463.55,12652073200.51,13875245496.11,14950783672.95,14149654660.42,14691479239.84,0,0,10568523876.30,8813343571.43,0,0,2323470847.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,51313860.51,60217049.33,39776539.65,21451481.59,52917311.44,23837334.28,4544352.48,5535524.75,45891149.92,50411044.96,18331403.30,1482493.21,144766731.87,137227576.22,88962013.90,21260766.53,45142237.23,27962681.61,9817274.74,11131656.29,3134742.01,1457589.04,317589.04,1088774.41,2385855.33,2385855.33,410666.67,4353633.10,0,0,0,0,0,0,0,0,0,0,3312500.00,3312500.00,3312500.00,3312500.00,3312500.00,3312500.00,0,0,0,0,0,0,10344.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,32840896.04,27310637.77,0,0,26815032.40,26815032.40,0,0,16172973.23,16172973.23,0,0,16664176.20,16664176.20,0,0,23507780.70,23510907.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000.00,4200000.00,4200000.00,4200000.00,0,0,0,0,7843140.00,7843140.00,7843140.00,7843140.00,0,0,0,0,0,0,301050.02,0,3239999.00,3239999.00,3239999.00,3239999.00,1894999.00,9529999.00,6479999.00,6479999.00,5845800.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,12603916381.13,0,12630621718.92,0,14900131306.27,14145110307.94,14685943715.09,11966072706.14,12690224882.21,10550192473.00,8811861078.22,8035136271.06,3173397509.21,2234508833.21,2277780079.43,3960331790.02,3036048019.17,3235084178.71,2585346209.98,2628235853.59,2537069963.62,6572077994.61,3110112435.87,2347496037.29,3932494523.29,1934226588.17,1801802703.08,1269515680.62,1577959828.50,1379793829.69,1452337185.38,1126435882.03,1039466305.09,1243888861.78,1455096908.65,1560840284.83,949189533.51,886327913.11,819829664.40,1383522075.99,631553823.93,473047518.57,306086616.80,321522732.43,350935402.12,328632155.06,351960495.80,546693473.94,265585211.03,448809475.97,175255035.33,130284489.93,131636081.78,202921809.06,114537428.00,154443499.76,151783080.82,363784175.97,231766939.36,119942532.46,212955553.95,432022182.32,557053260.50,765366599.73,1015729505.29,719534204.98,666135329.12,623199418.43,530426656.91,501422250.73,428706658.56,339867838.09,345803389.14,332799604.04,180755220.39,122163955.72,59727501.61,130660659.32,16831813.11,12415672.41,13403276.30,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
