,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3607239493.10,3592259655.48,5376145323.24,5134795444.57,3674832346.78,5571455894.11,7096603687.31,4172805460.95,3525192231.31,3340023465.33,3722809816.60,5629097133.60,5144506896.82,2236834127.04,5298822774.73,2014889527.05,1942442058.32,2921513628.46,3755272369.93,2725511531.17,2782455311.39,4023710980.32,1489347348.80,1720666555.24,3141149767.61,1722203075.12,2526404243.51,2774710806.62,1329669086.95,2865101824.42,4143922922.88,1794206136.62,2561146596.09,1225855695.90,1693468442.46,928706774.13,1143349625.13,1191791619.55,1696610937.63,468893164.06,679624553.14,875638045.67,2222536799.03,2062883427.20,2425673439.08,3045840021.84,2624937612.22,3970269713.17,4190084524.56,4275457727.04,4981662076.65,4184346260.75,4553862403.33,5492641573.58,5639748777.85,5853217020.16,4239297222.29,4369284578.15,4542332698.85,3760597307.16,3641348441.23,3473532281.65,3388075103.17,3220405589.40,3143877338.67,2440875310.08,1974923802.25,1694368963.09,1670797730.73,1269144181.09,1143432339.88,843287371.89,1070858332.95,577548897.76,927524849.77,799111293.37,1159397666.43,475769377.74,625164154.51,515669641.36,1159582585.71,0,1523648067.30,0,988583122.77,0,638907600.00,0,429742051.71,194722634.41,216369294.31,0.0
3,交易性金融资产,1744274052.02,4099488371.95,4482728072.70,3855780436.33,3255789462.39,3297307099.17,2519199768.33,3371777266.43,3009513317.66,5047519248.40,5533006616.82,5245429605.76,5273668946.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,29950.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306635506.20,3537805.20,300803825.00,150037500.00,3178514.90,93201014.90,203217734.90,2970.00,99009157.50,2970.00,103516260.00,153524460.00,4011170.00,4011170.00,66239970.00,66240770.00,11170.00,11170.00,0,24902800.00,0,1003200.00,0,3200.00,0,20003200.00,0,2000000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,69700.00,0,0,420100.00,6257700.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,499852977.29,554859199.63,617715563.56,566527344.32,537808941.89,276392667.83,294991583.01,276157954.47,285478687.45,0,186537911.97,0,105111213.33,0,208894863.62,0,35192983.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000.00,0,0,0,56797868.02,0,56929264.36,0,0,0,54814616.50,0,0,0.0
7,应收账款,499852977.29,554859199.63,617715563.56,685492510.62,537808941.89,276392667.83,294991583.01,276157954.47,285478687.45,78239493.11,186537911.97,133838392.88,105111213.33,187673315.90,208894863.62,49257831.31,35192983.89,64342109.14,80597272.73,42715920.35,35734491.48,27990617.91,46578010.49,40372421.47,34634425.76,32388181.84,56901225.14,49466273.08,77556336.49,11465570.74,18384878.53,22960123.74,28340540.60,2301047.65,404988856.06,3602123.90,5754702.95,7449164.87,2812370.28,3098095.68,1380513.77,2277883.90,3059707.84,2795221.30,1175894.99,2946058.16,2855105.40,2561838.28,1408171.29,0,0,591520.00,600628.53,8416705.40,0,0,0,0,0,22436.78,15705.75,100000.00,95000.00,100000.00,44437892.12,0,0,1423253.80,6282640.30,4863181.10,34863181.10,36422581.10,36588855.10,53770122.17,5860365.77,73397949.10,63904356.40,22666607.47,18078243.83,26238834.00,31909672.74,0,213875197.31,0,199118414.53,0,0,0,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,0,0,0,0,0,0,0,0,0,0,0,0,0,6126141.80,2394992.75,1435306.32,1886563.32,3252730.08,1776557.42,1233114.71,1667757.11,3673455.86,2669492.85,2980018.13,2744094.22,2260107300.70,1358615643.34,1694310.30,54876158.43,6655125.06,8325736.31,583250434.74,569650655.53,133203162.91,1553465577.02,1549194469.34,1454919367.63,262504356.63,259013871.81,258343422.43,263148983.28,322235416.75,306929967.25,315055485.47,317424692.60,48149272.01,63791655.73,714082441.26,701800131.88,987061078.05,903445272.58,1043274629.69,861605787.28,1075243875.66,1012460110.37,966394227.31,965231951.66,706502485.13,737399534.71,669028241.00,668052117.00,75304754.00,74708007.00,1720617.00,1720617.00,1611295.50,3733424.00,134479091.55,118137635.27,397845146.56,340892477.77,234715754.79,200925421.52,219862464.06,132388710.44,359974322.34,362765572.07,407822850.89,390727956.67,388673964.53,527537232.28,0,472985547.14,0,285524264.47,0,0,0,538917854.41,48359503.00,17500.00,0.0
10,其他应收款(合计),472867737.26,482131484.97,557859374.49,678629684.80,777873344.41,819282820.36,510054761.94,2005390326.11,696470959.03,0,576859013.97,0,1135647397.41,0,341378242.09,0,191997140.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
