,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,20041231,20031231,20021231,20011231,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,现金及存放中央银行款项,463158000000.00,394244000000.00,413966000000.00,378489000000.00,538708000000.00,470374000000.00,521826000000.00,493448000000.00,568300000000.00,492285000000.00,519590000000.00,519072000000.00,553328000000.00,529776000000.00,613571000000.00,582208000000.00,511189000000.00,469535000000.00,532917000000.00,504931000000.00,538486000000.00,536648000000.00,597719000000.00,508502000000.00,496476000000.00,468463000000.00,492526000000.00,446369000000.00,428167000000.00,399796000000.00,379044000000.00,372426000000.00,366391000000.00,311784000000.00,300934000000.00,265877000000.00,256323000000.00,231275000000.00,249963000000.00,226050000000.00,224003000000.00,167255000000.00,159224000000.00,153423000000.00,206936000000.00,152290000000.00,148195000000.00,126483000000.00,123369000000.00,93399000000.00,96446000000.00,74650000000.00,57013000000.00,54253000000.00,49323748000.00,43098421000.00,52912193000.00,61144000000.00,40830000000.00,39487000000.00,0.0
3,存放同业款项,121297000000.00,84929000000.00,49914000000.00,49336000000.00,99153000000.00,78201000000.00,85069000000.00,86078000000.00,124350000000.00,136452000000.00,86685000000.00,100495000000.00,208641000000.00,81042000000.00,72805000000.00,64236000000.00,80803000000.00,116991000000.00,63561000000.00,71894000000.00,93991000000.00,110454000000.00,137642000000.00,144017000000.00,131711000000.00,139343000000.00,250643000000.00,138071000000.00,236591000000.00,218091000000.00,294529000000.00,264174000000.00,386535000000.00,110946000000.00,97342000000.00,69501000000.00,81955000000.00,61302000000.00,45129000000.00,30445000000.00,26319000000.00,18168000000.00,15445000000.00,23407000000.00,31303000000.00,15362000000.00,13766000000.00,11646000000.00,15565000000.00,13776000000.00,9988000000.00,9219000000.00,17709000000.00,10314000000.00,18954748000.00,12675769000.00,10322486000.00,0,0,0,0.0
4,拆出资金,204547000000.00,176209000000.00,173887000000.00,189582000000.00,176160000000.00,203218000000.00,207308000000.00,207836000000.00,172069000000.00,163042000000.00,158892000000.00,193955000000.00,167208000000.00,140561000000.00,110049000000.00,124591000000.00,118776000000.00,80133000000.00,85878000000.00,63365000000.00,68180000000.00,69691000000.00,110202000000.00,123498000000.00,122314000000.00,111002000000.00,90051000000.00,142680000000.00,151803000000.00,168137000000.00,149836000000.00,154101000000.00,151004000000.00,144541000000.00,84376000000.00,74429000000.00,48633000000.00,78838000000.00,55916000000.00,43767000000.00,55489000000.00,32743000000.00,7311000000.00,18595000000.00,19143000000.00,7823000000.00,17097000000.00,10666000000.00,11090000000.00,37147000000.00,9657000000.00,5190000000.00,824000000.00,3668000000.00,4153639000.00,5194412000.00,2618312000.00,6750000000.00,3989000000.00,2104000000.00,0.0
5,贵金属,6865000000.00,10129000000.00,10358000000.00,9411000000.00,4988000000.00,4110000000.00,8997000000.00,6410000000.00,3348000000.00,3042000000.00,3415000000.00,3875000000.00,3372000000.00,1841000000.00,4805000000.00,3089000000.00,1191000000.00,593000000.00,1105000000.00,1150000000.00,411000000.00,25000000.00,673000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,交易性金融资产,317546000000.00,275341000000.00,308433000000.00,322367000000.00,308872000000.00,306148000000.00,299597000000.00,99430000000.00,65904000000.00,57581000000.00,64121000000.00,65550000000.00,64911000000.00,63563000000.00,60388000000.00,59600000000.00,26220000000.00,23287000000.00,33707000000.00,46176000000.00,27509000000.00,17561000000.00,20033000000.00,21985000000.00,11018000000.00,16435000000.00,20413000000.00,6318000000.00,12285000000.00,17200000000.00,15530000000.00,14664000000.00,8190000000.00,3298000000.00,2758000000.00,6199000000.00,2855000000.00,6282000000.00,6613000000.00,7269000000.00,4449000000.00,7398000000.00,7888000000.00,8364000000.00,7755000000.00,6902000000.00,4614000000.00,16148000000.00,6500000000.00,8110000000.00,6404000000.00,4725000000.00,4813000000.00,8784000000.00,16605346000.00,9027942000.00,0,0,0,0,0.0
7,衍生金融工具资产,17117000000.00,30033000000.00,18626000000.00,26237000000.00,31991000000.00,41568000000.00,38327000000.00,73771000000.00,65451000000.00,51664000000.00,26108000000.00,29733000000.00,47366000000.00,14293000000.00,23035000000.00,14301000000.00,13788000000.00,10016000000.00,7138000000.00,7959000000.00,8226000000.00,8166000000.00,7210000000.00,9162000000.00,7749000000.00,6029000000.00,5407000000.00,4843000000.00,4160000000.00,4737000000.00,4931000000.00,3781000000.00,4683000000.00,4978000000.00,4776000000.00,4782000000.00,4478000000.00,5050000000.00,3749000000.00,2959000000.00,3182000000.00,1694000000.00,3666000000.00,3241000000.00,5357000000.00,3305000000.00,4150000000.00,3206000000.00,2049000000.00,767000000.00,695000000.00,452000000.00,211000000.00,301000000.00,0,0,0,0,0,0,0.0
8,买入返售金融资产,9954000000.00,23923000000.00,44710000000.00,2410000000.00,10790000000.00,945000000.00,63551000000.00,107917000000.00,54626000000.00,1827000000.00,19443000000.00,29247000000.00,170804000000.00,33576000000.00,96747000000.00,5151000000.00,138561000000.00,117573000000.00,78489000000.00,114353000000.00,135765000000.00,282134000000.00,384382000000.00,302851000000.00,286767000000.00,217332000000.00,217677000000.00,193694000000.00,69082000000.00,180161000000.00,225462000000.00,97072000000.00,162211000000.00,72175000000.00,134052000000.00,186457000000.00,147632000000.00,122367000000.00,143032000000.00,102999000000.00,185203000000.00,27452000000.00,30786000000.00,28832000000.00,57698000000.00,42496000000.00,44745000000.00,93155000000.00,118046000000.00,57353000000.00,40328000000.00,44811000000.00,40265000000.00,7225000000.00,11384171000.00,0,0,0,0,0,0.0
9,应收利息,0,0,0,0,0,26686000000.00,28544000000.00,28208000000.00,32643000000.00,32250000000.00,33214000000.00,35049000000.00,32922000000.00,32843000000.00,30961000000.00,33402000000.00,30512000000.00,30297000000.00,27542000000.00,29935000000.00,26125000000.00,24155000000.00,21428000000.00,19944000000.00,15545000000.00,14393000000.00,13656000000.00,14021000000.00,13040000000.00,11635000000.00,11379000000.00,11080000000.00,10051000000.00,7831000000.00,6893000000.00,6765000000.00,6095000000.00,5288000000.00,4771000000.00,4814000000.00,4135000000.00,3621000000.00,3485000000.00,3483000000.00,3941000000.00,4351000000.00,4022000000.00,3865000000.00,3359000000.00,2573000000.00,2321000000.00,1996000000.00,1650000000.00,1587000000.00,2534989000.00,2920779000.00,0,3714000000.00,0,0,0.0
10,发放贷款及垫款,4008091000000.00,3956104000000.00,3844796000000.00,3725963000000.00,3616750000000.00,3511095000000.00,3379294000000.00,3298496000000.00,3196887000000.00,3168318000000.00,3091095000000.00,2949235000000.00,2877927000000.00,2838800000000.00,2749227000000.00,2665723000000.00,2528780000000.00,2377570000000.00,2308003000000.00,2244011000000.00,2187908000000.00,2124128000000.00,2119144000000.00,2043630000000.00,1941175000000.00,1882968000000.00,1824552000000.00,1755719000000.00,1662901000000.00,1601815000000.00,1535352000000.00,1476869000000.00,1434037000000.00,1384243000000.00,1354819000000.00,1297863000000.00,1264245000000.00,1200479000000.00,1192838000000.00,1132777000000.00,1065649000000.00,991160000000.00,988748000000.00,836099000000.00,664924000000.00,652024000000.00,633812000000.00,605982000000.00,575208000000.00,537808000000.00,535519000000.00,463167000000.00,370254000000.00,306571000000.00,91965292000.00,72786440000.00,54247834000.00,120735000000.00,75875000000.00,59683000000.00,0.0
11,代理业务资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,可供出售金融资产,0,0,0,0,0,0,0,0,631690000000.00,622817000000.00,556285000000.00,524480000000.00,534533000000.00,499814000000.00,440139000000.00,409556000000.00,373770000000.00,360001000000.00,309951000000.00,242107000000.00,209404000000.00,185770000000.00,185935000000.00,180259000000.00,177829000000.00,200155000000.00,225433000000.00,215870000000.00,196717000000.00,174583000000.00,173876000000.00,145146000000.00,134387000000.00,115242000000.00,147884000000.00,125821000000.00,136976000000.00,127788000000.00,120442000000.00,94175000000.00,94231000000.00,72193000000.00,89967000000.00,88712000000.00,85203000000.00,68028000000.00,78443000000.00,60313000000.00,43843000000.00,53404000000.00,48472000000.00,31503000000.00,31876000000.00,40749000000.00,0,0,0,0,0,0,0.0
13,持有至到期投资,924234000000.00,845522000000.00,924893000000.00,948078000000.00,778238000000.00,0,0,0,216586000000.00,209655000000.00,229483000000.00,223751000000.00,217498000000.00,185051000000.00,191451000000.00,194819000000.00,179930000000.00,181482000000.00,184448000000.00,178779000000.00,177957000000.00,171222000000.00,158781000000.00,157928000000.00,154849000000.00,152535000000.00,160918000000.00,148528000000.00,135014000000.00,138316000000.00,127401000000.00,120503000000.00,108468000000.00,114807000000.00,110298000000.00,104910000000.00,129041000000.00,106424000000.00,114578000000.00,102720000000.00,107466000000.00,107795000000.00,95755000000.00,91853000000.00,105151000000.00,134134000000.00,166436000000.00,141576000000.00,109391000000.00,112782000000.00,115366000000.00,68196000000.00,67727000000.00,61370000000.00,0,0,0,0,0,0,0.0
14,长期股权投资,3672000000.00,3949000000.00,3672000000.00,3617000000.00,3881000000.00,4246000000.00,3066000000.00,2193000000.00,2341000000.00,2441000000.00,1056000000.00,1080000000.00,1111000000.00,1038000000.00,1049000000.00,1003000000.00,976000000.00,937000000.00,1026000000.00,864000000.00,870000000.00,2289000000.00,2260000000.00,2393000000.00,2307000000.00,2252000000.00,2240000000.00,2250000000.00,2266000000.00,2328000000.00,2342000000.00,2349000000.00,2343000000.00,2335000000.00,2390000000.00,2396000000.00,2386000000.00,2270000000.00,2260000000.00,2279000000.00,2254000000.00,114000000.00,114000000.00,114000000.00,114000000.00,114000000.00,114000000.00,114000000.00,114000000.00,0,0,0,0,0,40087700000.00,32319829000.00,34125966000.00,139000000.00,187000000.00,98000000.00,0.0
15,应收投资款项,0,0,0,0,0,0,0,0,531118000000.00,581887000000.00,841359000000.00,1063654000000.00,1035728000000.00,1077189000000.00,1172889000000.00,1288028000000.00,1112207000000.00,865162000000.00,901425000000.00,912678000000.00,653256000000.00,510784000000.00,563697000000.00,475087000000.00,300158000000.00,196891000000.00,140667000000.00,60689000000.00,56435000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
16,固定资产合计,22372000000.00,21446000000.00,21210000000.00,21243000000.00,21385000000.00,21646000000.00,20610000000.00,20896000000.00,21330000000.00,17563000000.00,17370000000.00,17684000000.00,17834000000.00,15440000000.00,15571000000.00,15678000000.00,15983000000.00,14664000000.00,14748000000.00,14677000000.00,14738000000.00,13817000000.00,13520000000.00,13562000000.00,13734000000.00,12525000000.00,11739000000.00,11378000000.00,11520000000.00,10254000000.00,10196000000.00,10266000000.00,10116000000.00,9706000000.00,9807000000.00,9861000000.00,9974000000.00,10131000000.00,10201000000.00,10209000000.00,10321000000.00,8632000000.00,8607000000.00,8550000000.00,8645000000.00,8531000000.00,8555000000.00,8357000000.00,8444000000.00,8171000000.00,8206000000.00,8393000000.00,8475000000.00,5804000000.00,5082863000.00,5192382000.00,4826294000.00,2625000000.00,2674000000.00,2135000000.00,0.0
17,无形资产,2826000000.00,2714000000.00,2703000000.00,2730000000.00,2872000000.00,1995000000.00,2024000000.00,2080000000.00,2163000000.00,1774000000.00,1797000000.00,1832000000.00,1894000000.00,1543000000.00,1563000000.00,1609000000.00,1653000000.00,1225000000.00,1230000000.00,1258000000.00,1283000000.00,1251000000.00,1246000000.00,1256000000.00,1263000000.00,929000000.00,937000000.00,946000000.00,966000000.00,899000000.00,893000000.00,862000000.00,869000000.00,838000000.00,834000000.00,823000000.00,838000000.00,810000000.00,803000000.00,791000000.00,795000000.00,768000000.00,770000000.00,759000000.00,762000000.00,403000000.00,399000000.00,385000000.00,389000000.00,386000000.00,368000000.00,370000000.00,360000000.00,234000000.00,90281000.00,95081000.00,101926000.00,0,0,0,0.0
