,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3378436298.12,3160345726.67,3720994599.25,1296106412.11,941817884.53,991775042.23,1341548051.33,1222314883.37,1498429923.70,1124642373.45,1143308334.08,1217904235.65,1234259934.17,961914623.65,1068241163.60,1046072721.81,1049900241.45,911012247.86,759290521.55,756496918.01,1081032523.78,851388055.22,1118441723.99,984851927.92,1298571326.90,1520018467.93,2292198642.73,2480804314.29,2507967989.21,2317553341.42,2262317780.59,2020358378.46,1511607012.83,1437365150.42,1435712757.54,1081101770.30,939707813.33,588492442.27,714870188.55,707582537.56,766460476.78,610724342.60,751714230.50,542096174.62,568847146.93,336464018.82,190120270.56,172013325.78,363584083.51,477650339.33,497403175.86,385463519.19,460943572.15,239217811.67,255090519.76,139996358.64,163984110.21,191074369.17,177236562.78,112953303.93,170614851.01,176002154.31,165271458.18,105436337.71,152943762.28,136614800.11,123665701.49,111416471.15,80664162.96,69070870.55,9101194.36,74396876.31,40467464.96,39730959.12,40863032.27,37669448.67,15758967.38,34646868.45,34626947.72,33607012.40,0,22441812.29,0,2122182.22,0,10074000.00,0,235413.31,19470739.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2757123810.28,2638418746.68,1972175886.47,3706101399.17,3361536798.67,3638353199.50,3366746871.92,2199326283.64,0,2370735135.83,0,1516550602.25,0,1590280605.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,2739037299.19,2619058858.70,1937053307.34,3695298648.52,3259056682.54,3603074304.37,3265239245.32,2187506229.03,2206159961.45,2340206413.63,2429972047.97,1454937260.93,1343695814.34,1555183557.12,1684014992.85,1227435986.32,1011328387.73,1144899783.28,1181050070.39,1076409124.88,673571232.98,902102695.85,1265928964.60,1156712378.05,1439087105.06,1211599993.76,1399233305.16,907653785.45,634090043.85,587933412.00,1153309445.46,576029971.14,430432495.48,601957065.74,742711560.54,479040416.60,429446710.00,497877818.00,511552426.60,361909152.00,330645731.54,320686784.55,293403092.73,283544310.25,255568031.49,283010481.37,486096702.58,572891103.67,375987785.90,331810701.13,407088146.12,321315292.91,318706455.92,356800609.13,500656552.75,302337778.22,293713124.96,217033286.92,231405953.25,275830042.90,154218198.22,108543694.78,119236140.81,157475631.94,83986881.77,43347686.28,94947306.84,79910944.14,72020479.10,47015121.00,102352175.09,89684984.62,29267345.00,60171246.58,23440640.00,36279808.00,22495000.00,22684800.00,17532121.86,19551000.00,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,18086511.09,19359887.98,35122579.13,10802750.65,102480116.13,35278895.13,101507626.60,11820054.61,61805878.36,30528722.20,58656381.25,61613341.32,78282527.53,35097048.03,56231524.74,10915604.40,55987136.65,38471092.39,63001197.86,1444155.61,66977760.36,31779373.07,32029584.10,1012045.72,99317666.23,71734591.27,73221202.81,18879202.80,109655800.13,101035553.83,66878783.93,23145910.95,136335825.74,100250034.52,58009312.27,25738199.99,124107145.63,121413639.85,94619474.44,44962847.60,100387690.35,73211525.94,54425787.61,39138410.76,94599605.77,120416952.51,106916434.22,163990908.27,149947931.67,113880587.48,103854814.88,76742724.48,79370096.09,81316942.67,125839228.56,92896182.97,134920370.19,110133019.40,111349673.98,98280690.28,123688047.58,110753679.76,123343442.28,113017024.74,136499217.76,136443692.19,137161995.20,123196076.56,144294369.40,156483895.98,214405931.45,123808175.76,181953700.70,147015250.80,181768509.79,174655788.13,169427208.01,159494248.46,164375932.53,167532795.45,0,141714314.83,0,195182482.32,0,0,0,161398835.02,18644324.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,96399847.22,60059608.05,168376566.97,103738166.02,180398636.68,119992096.63,224952872.85,188491466.23,88188288.06,19266588.26,26177671.31,46849989.19,16956606.55,19252481.86,32288549.25,37255148.34,29913424.68,36134143.82,53117347.11,61613626.94,81783081.69,77270569.49,39792479.38,82063799.93,123853973.16,124812686.79,68104578.13,101320859.42,77821403.73,89803726.19,91653387.20,133136653.88,102014686.07,91508799.10,81045773.63,222515479.98,21311263.66,21915538.87,18836351.45,42411718.20,15469894.28,18124686.64,15027934.35,15130394.42,20638740.28,19618186.27,19246540.28,14405556.62,19887688.78,20465567.74,38800129.62,38227518.83,15349727.70,18060120.71,10350627.05,11559928.23,9523030.56,2994433.33,2637384.85,1004982.85,204982.85,2994585.99,1221614.07,537982.85,446851.69,810918.22,446851.69,4962470.49,446851.69,446851.69,563416.74,100500.00,720171.74,1365009.74,628412.29,628412.29,735814.82,798418.29,628412.29,2286412.29,0,4335455.15,0,12067190.76,0,0,0,2444185.83,12044847.00,0.0
10,其他应收款(合计),59849680.67,45380788.61,48605167.79,35420246.62,27679747.84,30641067.97,38552055.97,41933245.04,0,18467489.86,0,32407323.11,0,19491393.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,1129727.98,1129727.98,1129727.98,1129727.98,365713.00,1995054.67,3733827.40,3733827.40,2855809.19,3086809.19,5277772.23,5277772.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39220.42,39220.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
