,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,709987019.77,696636868.91,532800141.33,774439421.20,560818716.83,653788544.42,929346953.85,1556869998.14,676993491.74,611666161.80,433419341.57,604865145.22,450284123.03,670492861.97,652536460.14,519521759.91,413156913.69,609820730.46,282913808.38,252015410.81,155261460.85,201862374.58,251070574.66,306279412.25,188601913.63,224836910.44,241842162.69,239696959.35,197562158.25,265468604.32,236104583.09,300292050.71,280470752.99,298458118.56,325409240.99,312627319.58,250683030.12,238669417.77,324105456.91,337102255.39,243415333.92,236338270.00,294192678.49,244605279.88,241742577.69,195303684.67,207700355.07,275165474.70,192590766.55,179359106.35,167404756.00,202103920.75,133065905.68,152401550.76,168294096.57,167909960.18,117807577.71,132334104.08,149465503.36,214021943.74,162579673.71,159964277.70,257782646.42,321739030.69,43004001.95,74630043.83,46181577.11,43177901.04,0.0
3,交易性金融资产,161628317.45,116178264.10,115295173.80,0,0,0,0,0,0,0,6781000.00,0,9686000.00,19603000.00,19504000.00,19361005.00,0,0,0,0,0,0,0,0,0,0,605414.65,600680.12,0,0,10050.00,11000.00,14380.00,129926.50,176480.00,79850.00,2465018.00,42185.00,150580.00,91675.00,86005.00,0,54525.00,54525.00,2773701.24,2526995.00,3888119.32,4578789.99,4658080.81,5468399.33,2394387.25,33000000.00,59604607.84,50769635.27,27981990.34,37830607.34,77500149.10,64176140.40,69686869.93,62255491.41,48972938.20,48998498.20,10025560.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,984302929.56,1040869054.97,1036514198.57,771291180.39,893584507.92,1040158274.08,827760834.84,633628012.62,0,799426602.05,0,528002853.10,0,527817591.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,8906962.22,16091575.95,17794692.36,35611682.72,21452297.07,7620795.20,11415193.70,63889792.76,15027764.00,18434728.94,12421114.36,97157988.76,27820132.42,37557868.10,23656488.78,28258343.26,18543804.58,20914769.02,41278511.44,45883593.32,21641649.42,20007523.55,33284201.74,27360977.28,35166697.65,56179697.87,71839214.28,24885630.10,28090611.22,36889543.76,43704146.50,37911840.55,53947231.79,29137335.71,33087890.93,34442436.39,36617156.01,11803678.82,38179605.07,18799888.02,15184374.90,10960799.00,18718028.10,15980133.00,19962496.48,23217205.92,17874068.28,11808175.11,5543285.74,11362915.44,14577845.25,18732333.00,9889833.00,5988470.60,6362351.10,15125325.97,4153842.95,11765163.70,1952010.77,3939096.00,2699209.60,0,100000.00,100000.00,0,0,0,0,0.0
7,应收账款,975395967.34,1024777479.02,1018719506.21,735679497.67,872132210.85,1032537478.88,816345641.14,569738219.86,680705846.05,780991873.11,596993719.81,430844864.34,475293179.48,490259723.67,450267294.96,337571743.32,343257525.73,387499276.22,268199415.50,203811616.66,332537246.79,339582490.77,318687488.34,219299313.03,299168011.80,295946181.52,288626154.20,209519881.57,306125312.12,310592553.95,271216400.04,159200917.26,222918759.61,219350093.26,146798370.41,123339859.41,155735824.01,138737567.89,130544114.94,88279202.13,112406344.37,94650962.28,84938201.79,95470890.78,95730102.70,82906872.30,83308936.35,91757613.44,122689233.48,96006959.65,112151663.67,121681279.52,95639083.87,104917928.14,77386066.17,77972259.09,115316692.03,100203665.07,79727727.55,78169928.30,52333388.71,46577039.85,23840129.92,20646507.03,35208279.92,16087969.33,9958692.04,10182386.06,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
