,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,256518215.24,177563944.43,259784432.15,284860348.94,212758526.37,123479920.04,264230131.29,129503152.27,148950655.70,214226195.97,150461581.44,107717252.37,174969663.20,416133249.53,154701153.35,780957354.76,25453724.41,23876985.12,26503371.34,28188329.20,22884293.54,21976490.59,22173641.92,65529642.80,24281541.03,16556758.95,10237700.04,18774707.27,8844418.50,15665579.28,5804994.04,13822798.34,25150889.53,10037592.36,15303506.86,14528306.95,12501502.88,6488230.98,6483049.22,7759172.90,5895319.77,7052163.74,5166407.86,7048666.39,6407344.08,5826461.62,4541946.46,137906033.44,17630886.57,92170014.27,119027611.33,175440997.19,252157278.25,52758218.04,57942586.34,57326152.95,48678935.01,37159792.25,38435234.86,54845703.20,787360304.24,977720544.97,1289028977.25,243903706.99,750955717.65,753028990.56,305975332.26,418842104.80,749373677.94,751711792.05,713798844.75,548301015.63,464956757.97,108445328.43,68562559.86,100335272.06,80229362.23,153395296.08,82635004.83,165624525.49,0,9042588.93,4227862.12,5796501.64,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352822.25,15540.00,14962.20,48017.20,65398.00,61933.00,65899.00,75994.00,78216.50,86755.50,95238.50,95238.50,102217.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000.00,0,0,0,0,0,1000000.00,2000000.00,5000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,455707087.12,454590519.61,456826232.22,351144882.18,443062585.40,473999498.38,429450628.59,368626238.85,0,378781356.82,0,243765832.99,0,230526928.10,0,0,2634946.54,2694984.28,3130032.56,3441008.39,1992153.65,1183163.27,2518479.94,2185142.25,3136444.92,2667225.73,2472509.33,3259274.66,4574512.14,1995630.28,1795504.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1880705.61,2110705.61,7314934.00,4277834.80,0,330000.00,7813690.06,1410000.00,17198344.00,4370006.00,200000.00,6669630.00,2325195.74,530000.00,10026631.76,3028212.00,200000.00,280000.00,430000.00,423676.86,150000.00,0.00,950000.00,950000.00,0,0.00,100000.00,117370.00,467370.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219440.00,1171940.00,680000.00,2867280.00,50000.00,1272851.00,693720.55,124181.50,2661700.00,3734381.00,12899421.00,31268599.73,14260145.30,4976092.82,4945257.74,0,200000.00,988185.00,498600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,453826381.51,452479814.00,449511298.22,346867047.38,443062585.40,473669498.38,421636938.53,367216238.85,479648599.29,374411350.82,183537562.02,237096202.99,325655729.08,229996928.10,311866741.51,197703176.59,2434946.54,2414984.28,2700032.56,3017331.53,1842153.65,1183163.27,1568479.94,1235142.25,3136444.92,2667225.73,2372509.33,3141904.66,4107142.14,1995630.28,1795504.07,2208224.88,2921728.38,3081378.59,4076987.43,3913421.35,5132120.72,5999463.89,5746004.09,6247317.47,9289968.59,8446094.32,10046883.60,9535294.40,19672100.47,19465079.63,18936270.85,19903542.62,42686066.31,58657553.40,78476111.32,81477686.60,136548561.19,149733159.78,144816054.91,146643451.17,168634800.40,173159102.85,221738239.95,182148221.27,341868901.88,354788676.72,351529261.51,323713605.10,281015260.13,264833866.27,314552270.92,329181725.32,265838694.47,298065073.35,328271494.19,285489625.62,305328987.40,273568794.01,247652485.30,233635216.65,202691704.42,180723495.63,209996842.05,180543190.07,0,143029638.39,112700151.29,134399395.44,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
