,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1313913059.67,1654138463.92,1399246413.07,2236296733.58,1520954211.53,1585710599.95,1799872362.47,2033398884.01,1346208306.65,1260884277.69,1384434664.83,2122394939.02,2157430845.11,744392406.81,720633111.18,633251726.57,471131016.85,337730153.82,389417110.15,639258485.16,326256195.46,382490604.87,673687078.20,598040495.85,638435762.95,522955247.88,534862275.46,606505474.32,471375052.50,555464390.85,343295242.30,539517665.54,281241085.00,449215023.96,347130992.20,433722542.84,419113105.62,503695804.00,588138353.58,602800870.40,458017817.17,369291865.90,330812807.06,437576407.37,364809690.65,314115573.73,577196260.74,177640252.11,158835184.23,172584946.92,320152798.99,237690528.70,131329012.40,136914114.19,136287633.91,188012737.98,255971000.92,146407852.24,107314821.01,80722164.77,84194618.48,60527116.02,89202698.88,146830319.31,136472528.29,189460624.21,243976496.69,290385892.27,75611992.86,68063112.24,46483991.70,49118124.08,0.0
3,交易性金融资产,664727385.61,2240897369.65,2235524536.35,180019073.32,834663831.49,1105583013.78,1687223003.99,1809236330.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,572787949.07,555424760.05,600060894.22,1249314960.32,1059294585.19,941756714.59,805303250.46,1050149585.93,0,659580700.43,0,500386767.81,274221968.55,321610178.88,0,351277324.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,3940000.00,7590752.54,4000000.00,1100000.00,3050000.00,5150000.00,6700000.00,0,0,700000.00,400000.00,0,0,0,0,0,0,200000.00,200000.00,200000.00,0,0.00,0,2300000.00,2300000.00,1300000.00,4792192.47,2100000.00,0,2000000.00,0,9500000.00,13700000.00,0,0,0,365000.00,615000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,572787949.07,555424760.05,596120894.22,1241724207.78,1055294585.19,940656714.59,802253250.46,1044999585.93,810967416.13,659580700.43,431342565.95,499686767.81,273821968.55,321610178.88,281822621.86,351277324.55,520590581.28,462639792.80,321183130.38,443639533.68,287026364.88,290832726.49,280303648.97,435247302.72,336944851.43,338100823.42,314752004.53,401819092.78,348807894.30,438878000.26,417302135.91,478079659.76,481375068.21,467372554.54,487168378.23,586490821.90,455969313.61,438178849.81,418639091.74,515815425.64,584442003.45,440221030.37,420789681.64,508318189.16,393219976.00,359477903.77,310560736.87,379431358.54,292909472.86,299217321.39,272642680.33,434504704.09,350269149.15,301358233.32,271920109.08,373808897.25,320370595.37,319187610.43,257202070.18,385545170.11,295229591.16,317127224.58,261391596.56,303510657.02,305392279.05,250266498.61,213452015.82,246031586.82,218921971.16,189093887.03,234800986.69,210837567.54,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
