,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,964553447.33,1028146907.49,880878933.19,895476119.88,956676796.48,885916346.04,892794138.58,625132231.73,285815430.78,301725761.89,439486569.66,353525264.36,172509726.76,181442656.38,187029155.14,486062297.07,343258446.15,582825434.31,265776822.75,192977732.97,316731323.34,382699801.61,202060497.67,290869742.57,134020702.71,307905563.67,113218573.34,488502415.15,294498331.74,546714122.22,209312007.93,352022150.06,182214707.01,239347219.42,137110842.46,214631044.11,116603918.86,109863454.92,229891623.95,168894770.58,118360329.53,227428189.77,133066407.01,207831124.08,110912993.02,312087540.88,303549511.14,357686720.98,230766383.24,211141670.45,217636523.66,455201186.05,125696834.22,181888733.08,88088948.57,124763625.37,103166839.18,142807262.97,118099472.99,171400102.16,163598617.93,277597907.76,129821000.87,180183644.00,310609484.70,321948783.15,316957752.82,266835715.39,304361051.66,87574843.45,391547546.21,314882371.59,270339314.71,519661183.60,98897387.72,396781333.45,179920746.46,256149585.08,24772728.36,32660243.68,24260802.09,0.0
3,交易性金融资产,130000000.00,0,0,0,0,0,0,0,0,0,0,684560.00,684560.00,22337255.60,52513661.00,47705992.70,9880223.20,35674936.88,5836896.00,53550.00,4488890.00,60675332.80,57415502.91,49895104.59,51735575.00,122966.00,147325.10,146040.50,166283.50,178172.00,181715.50,195345.00,240573.00,279926.50,320960.00,170990.00,213830.00,117550.00,59280.00,43440.00,67060.00,0,0,0,0,0,0,3715200.00,2293380.00,0,260130.00,0,0,1940400.00,0,0,0,0,0,0,0,0,49998248.02,0,109965509.20,190015456.04,190015456.04,0,122062942.48,122534720.28,32528928.00,60000000.00,149976126.37,99428019.37,118396414.98,47342976.28,282496892.42,253496892.42,0,135000.00,135000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,145229834.42,122329599.43,112443780.76,120353047.79,149474052.31,126465854.34,117256464.05,105273544.31,0,64433489.93,0,69841285.41,0,44690676.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,18076944.59,19877728.38,18626696.40,32189457.69,26992134.37,23875227.04,27001564.41,20072366.55,9853954.09,888397.00,29911750.25,42041595.64,6643901.06,791471.72,5289901.80,34196272.40,15565848.90,19854584.80,26126147.80,33988427.80,11442616.58,11993091.36,9906224.84,32695409.47,7984732.20,17334792.21,17870499.20,39528178.50,35756366.59,26966244.60,15807086.23,53819898.39,24725686.21,13951865.78,13474167.91,27539906.70,10306889.93,10979617.48,7008264.94,11697454.80,8146999.55,8135573.07,8293518.29,18020334.45,16519410.79,8023095.69,4761800.37,13929705.97,6929843.52,5793909.50,4431732.96,12045975.81,5036884.53,2048653.18,4382625.43,11037671.68,6795500.00,6446024.83,11869974.15,10363357.60,8453127.35,5809371.05,6768518.20,8753069.47,5649093.52,3853614.30,3627991.94,5708647.91,2595001.27,6743140.00,7308400.00,3030000.00,2093136.00,6249852.00,2440000.00,480000.00,1100000.00,470000.00,887512.00,1400000.00,200000.00,0.0
7,应收账款,127152889.83,102451871.05,93817084.36,88163590.10,122481917.94,102590627.30,90254899.64,85201177.76,58754729.13,63545092.93,30561162.84,27799689.77,56009902.98,43899204.77,31026039.52,103323820.74,237300980.10,234038135.19,192963903.23,136502884.37,231223218.95,186396843.62,138182140.02,73862063.50,175200163.54,149294529.83,89864088.97,36716192.59,145237423.80,123089475.18,94250086.30,32405780.15,206499087.62,113035999.42,92389135.56,28023101.91,125712190.16,111381943.52,117611173.45,28474083.14,139112580.75,116892596.95,93784719.14,48146321.45,199956538.85,171517539.06,172162684.77,89490860.59,183526930.80,158740528.77,145040425.12,71601957.28,164183527.32,144461552.68,131163363.01,82426489.51,147242513.96,133808583.63,124433736.98,85613115.60,122036129.66,108053299.18,105994353.26,75985292.05,81558355.48,73956570.98,67385377.57,43046779.13,88869838.23,72011850.19,0,50440659.54,60500097.59,49603586.47,57170889.61,52308675.46,63098988.47,59825679.57,70295613.05,74552110.70,70929450.64,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
