,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110630,20101231,20100630,20091231,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,12074739149.97,11347547842.70,13361498842.10,13735735770.50,9773024016.28,10203230371.32,10540129471.06,11020117061.74,10499431350.46,12021557316.97,13681248043.66,14570546978.44,14587007497.45,13759748104.63,15622148902.15,19247701164.34,19835107971.74,30028528653.77,26582097627.80,15960700716.40,7534696458.33,10014079291.62,6061564412.55,5586654570.24,5572557043.45,5817364904.48,6455225219.37,6670899839.54,7438455546.05,7774842513.81,7916810150.77,7189597517.68,7183802101.68,8763497887.91,9674284096.44,9512111330.13,10056073977.60,6206134024.03,6216712528.22,7993157978.34,9026852043.04,2016444239.29,1939209121.09,1049316468.45,1447747708.63,1353086293.02,1961589455.94,1838698583.29,2241863278.47,2539453702.43,3449062510.71,2629989661.34,0.0
3,其中：客户资金存款,9661085880.29,9586288854.27,10710207361.29,10759131524.56,7461603225.44,8139264214.13,8008524075.52,8894133042.35,8949943642.21,9684596656.34,9812546320.77,10850528643.77,11053210930.84,11876805137.70,12710790275.41,14693422067.46,16001182650.77,21298310144.18,21959917715.82,12850623615.57,5907694210.40,8762266480.32,5450793286.21,4690722151.09,5043556315.09,5060930787.05,5348622920.54,5470645492.10,5416518554.75,0,0,0,0,0,8280241086.63,8364402530.41,8499978983.18,5200929498.10,5011704866.19,7447474134.44,8492252248.94,1619893855.59,1780154680.52,986277296.14,1222349740.74,1280292269.20,1896639916.28,1806643727.52,0,2431330373.05,3106071575.63,1970048204.66,0.0
4,结算备付金,2871252167.01,2697473388.96,3178707818.97,3395501642.22,2742188799.94,2460151817.85,2694667971.92,3000368457.84,2650676290.43,2525435329.48,3136421410.87,3214244359.24,4302279151.25,2999971759.02,2811203959.67,2840392494.01,4684112878.54,2188037260.93,3708780330.95,3151981392.39,5692490847.20,793611829.12,549852402.98,804683939.74,523064492.85,598070418.35,506813870.70,671146500.53,352087447.83,311527721.16,384051692.00,322629549.46,308117920.34,301876597.87,538701734.57,395069983.99,3167237535.31,332450827.36,584378291.40,2189260203.90,2848519844.52,1818471793.82,478729108.90,353736422.03,98796818.73,68198149.10,60913750.92,95660551.36,92895883.04,47681626.53,580941632.75,2038187978.01,0.0
5,其中：客户备付金,1692932142.76,1669500463.49,2169554786.81,2216951251.56,1502670106.01,1296156523.31,1733417494.52,1903177782.81,1443878064.79,1600968058.76,2142938975.67,2306402652.40,3206532862.60,2090508719.84,2092923056.99,2131065355.47,4184381786.87,1421211114.63,2498860458.56,2716875089.21,5443675189.69,455520763.27,433747362.75,586347878.33,426523501.63,496046105.22,443082747.39,539883295.71,312205982.19,0,0,0,0,0,514249124.27,279961890.37,3051232416.73,250952031.51,484163366.55,1584939521.67,1905777010.04,1351473641.34,353347185.17,218981535.05,46971836.98,37899542.72,42692517.46,54590060.41,0,7214692.85,63939700.51,2038187978.01,0.0
6,融出资金,4592771030.85,4471693093.49,4371523742.04,4518308026.79,3621144713.29,3833074065.11,4484737892.59,4942570206.93,5444086048.67,4940852244.59,4777165222.14,5080108600.51,5386788866.54,5174139970.43,4914722296.86,5316026622.38,7395193497.07,5260249481.77,11251404034.46,7511641033.04,4407629275.53,2309993735.69,1395902162.93,1211099558.71,1086603703.70,794768735.91,603803182.43,385717959.14,154389849.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,23611853750.30,25711820961.11,24441707350.77,26652399885.86,26209380040.38,27182868927.79,21388353796.57,21838711851.60,20528558632.46,20550363579.30,18888250681.43,16262666780.11,15288358020.52,15468728077.86,13280071236.22,10852720366.59,9258672638.98,7196903343.86,6577396831.37,3593961487.88,3100303523.66,2659370805.70,1919880526.58,2045914719.16,2416008777.41,2545657368.47,2449386989.52,2402725155.77,906081143.92,878522634.25,614431320.32,456675404.76,581777371.66,481522681.31,351816485.52,63902862.80,263976597.60,680151520.00,36335364.40,21102850.57,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,23034937.96,7294135.00,11426250.00,16561049.79,35844267.88,3514235.00,10683597.00,518459.30,820100.31,4379886.00,15738728.00,7013144.80,2209112.76,2712673.00,192241.00,4708169.00,72719.00,21302094.00,498429.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,买入返售金融资产,997504747.84,676866558.64,1212763284.01,1293915265.26,2853230536.30,2255644662.91,3295619410.01,4288395174.93,5376225528.43,7464663060.68,5108987344.88,6155981373.01,5916673930.32,4943723208.04,7242681651.07,7789619740.59,8482332414.03,4022198225.60,7225005253.22,5748981748.83,5202650186.09,2423228719.97,718109349.76,569263523.84,392668247.55,319467684.80,780584477.78,110539630.41,938155900.48,742052775.82,905232482.85,1038879671.76,672706060.86,502300000.00,0,200000000.00,0,0,0,0,0,0,0,0,0,50000562.50,100000806.01,0,110001237.50,100002000.00,0,6230016.00,0.0
10,应收账款,92630870.79,293123221.25,538531010.67,871995057.40,926577511.82,584904171.39,532081398.96,634975030.05,647105645.68,61011475.72,201741526.34,417129032.74,485150314.14,187760935.95,326350968.59,181371626.81,786860642.57,96796111.62,223676050.66,30529604.63,64981595.06,11098126.19,6905904.12,9435156.23,5001499.73,0,0,0,0,2583693.50,2380840.94,1607695.77,1541246.72,3117136.08,0,1402164.06,0,0,7172644.34,0,236312096.42,54075135.90,184717048.53,93447949.09,201458923.90,102601470.30,200852269.09,197863099.38,214662322.82,217040604.72,192995713.36,285135708.34,0.0
11,应收利息,0,0,0,0,634378169.81,678668436.05,725224724.62,628661143.86,502704674.43,450996433.92,496518290.39,447413314.71,372667873.29,403325123.67,433853482.55,398226954.96,305864801.31,254815429.96,255587963.70,174613536.16,132199245.78,114389727.02,20098512.50,21075333.15,13872937.78,9306113.79,8616897.29,3732964.78,1097153.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,存出保证金,1493524839.29,1198696704.99,1011284295.51,916594727.08,655532308.17,865868075.25,728823459.97,789400544.73,820642532.66,898283805.43,928173868.50,903207333.69,892823665.72,854255390.18,993172098.73,583158061.82,523903352.10,742736394.41,915325637.90,408822736.45,280492456.94,247477305.49,164379033.59,211635230.07,197187927.97,182356035.96,149421626.86,151447083.65,187825043.99,0,0,194787066.62,198113872.42,207629326.59,177129315.94,155270835.56,168745189.50,59565570.89,101783290.93,908147109.44,120951439.23,27810919.93,23941928.81,21278511.96,11003803.23,11463500.36,19817428.16,9947447.20,10030094.78,10269792.46,12885247.96,16067291.92,0.0
