,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1472460123.42,1347486408.38,1290667328.43,1282755239.89,1360708052.48,1323416626.68,1271642548.06,1275169873.12,1312698631.06,1220115021.75,1177784479.66,1186985912.36,1172049751.72,1115478618.97,1094745538.50,1109450985.89,1167018273.12,1098343578.96,1194431708.05,1251143056.15,933354247.33,842634054.11,830800210.81,929863338.46,821272436.48,734215251.09,649551957.88,584630257.78,660647488.84,613138070.44,633682311.21,515617787.47,599865811.53,587340904.99,576675167.31,542272204.11,659034577.00,546666083.75,538570154.03,517828442.73,594107983.41,622050473.95,651345593.83,630714124.06,673870540.19,585975949.02,544579455.00,533508063.31,610566690.00,502068247.39,538488951.67,412565689.23,504666600.47,536058885.36,539601532.08,454139172.14,546816714.06,381367369.94,491045603.42,0,478745396.93,411202472.21,455413489.10,356225167.13,410242333.37,378824862.92,345177765.99,0,427389924.33,384260297.42,444122245.67,429863300.00,524492566.39,606503744.76,451468774.10,228315318.34,94218226.98,74143699.18,80059543.11,0.0
3,交易性金融资产,124583751.61,127829183.58,125003302.60,112390593.01,114694652.90,122282639.95,121991080.95,123665371.86,123739507.80,125986937.78,125632924.47,124790599.89,122614717.72,113813021.51,116181022.91,114721760.82,113151206.00,111160021.58,103922015.50,35846690.24,35163733.44,33729945.12,30936276.55,29913068.28,29587444.61,32142687.40,31353575.53,31174940.30,31438033.60,31556853.00,31091713.00,30858754.40,28699139.40,25837650.80,31747861.00,30547641.90,23409108.80,26889207.20,23832739.20,24740185.20,19420385.30,25846883.40,32353061.00,28620434.00,19947485.60,29897647.44,22738627.00,29847944.64,505000.00,863390.54,2335853.30,32587575.47,679680.00,14661523.75,27622092.02,31138587.37,28760693.94,28320045.15,30017563.13,0,29439429.42,30191116.26,19700547.88,29947626.23,12821009.40,30407280.76,30785286.26,0,22488233.64,17604091.40,0,0,0,1482131.70,8769960.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4056379.48,8669771.27,7290559.07,9321150.03,6402687.49,7945020.63,9656998.01,9091421.95,7501053.91,0,27233112.01,0,4556622.84,0,5839345.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1067602.64,1130304.84,978902.54,1399611.76,773560.68,732637.07,775686.00,592566.00,652301.00,444905.60,518091.00,730429.00,1062550.50,296955.00,142152.00,0,388412.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716600.76,2939410.00,952328.70,11790074.00,698606.42,2790593.00,2813523.54,9446544.64,5921145.51,10710302.46,3136221.34,1584136.38,846850.00,1711148.00,0,2568514.25,8824990.73,5028123.64,3156476.24,6543824.93,4107756.00,2826876.95,0,1223648.61,144000.00,1950532.00,0,0,0,0,0,0,0,0,0.0
7,应收账款,2988776.84,7539466.43,6311656.53,7921538.27,5629126.81,7212383.56,8881312.01,8498855.95,6848752.91,18662780.21,26715021.01,5689236.30,3494072.34,6546592.83,5697193.15,5007519.58,2316707.48,4563331.00,3204957.58,2628662.03,2601836.55,2056587.16,2321394.94,3089655.77,1758093.25,2927077.77,3495721.52,3122846.03,3246603.33,3691037.27,3496427.61,4516752.93,2908353.05,8003191.49,8789339.98,10090707.66,10283461.92,8373835.93,11960717.68,11012615.38,9184666.23,8716164.19,6231382.98,8900569.29,13566879.07,81101056.42,187796981.00,160182501.17,147579204.00,183474452.87,167380642.95,149960826.46,134588165.65,182242402.09,185683175.72,177650749.52,149495617.66,200606373.55,196520253.92,0,148838588.70,188838009.72,201330450.63,181794986.38,155707412.57,179737782.00,193917588.05,0,151859935.26,135576320.10,128965863.36,106328800.00,131118279.62,149659808.09,187909127.99,165949033.68,136902471.23,96704538.33,39086864.39,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
