,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,130902479.07,150971566.86,140136255.89,149457705.08,211438394.49,266635154.66,216200979.01,182701296.17,267879261.06,199456811.48,294323612.61,314457039.71,320790370.25,245158323.52,273421148.05,254509945.90,367390430.54,319068255.78,280953909.41,278044094.48,336659744.92,249875822.45,282392686.28,247547234.99,328119190.35,316268904.63,320708318.08,368293115.64,364941959.01,325518098.96,477216076.90,483442862.77,538184407.45,679048080.34,635879611.29,361698199.72,413518166.55,189032157.28,242991037.79,229014436.78,350088928.84,294187283.96,466879133.86,516320459.61,330682343.94,387665633.71,267814425.40,211595851.53,187594105.61,200273631.34,162953913.16,164064855.21,194160375.81,189107651.41,187076284.95,272002470.87,293775550.01,267432810.82,235995038.64,236102394.03,252812381.25,240053720.72,273591834.36,45606451.64,32087581.38,15447797.59,0.0
3,交易性金融资产,23075428.00,0,0,0,0,0,0,0,0,0,0,20000000.00,40000000.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,285463843.20,444723144.07,453288590.83,409092970.77,472030200.65,446200081.25,498674089.06,549067151.20,541728399.99,0,379267597.73,0,282892421.22,0,429131738.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,2801178.00,133261559.51,114920030.19,60466114.88,170171865.64,126140662.79,191123146.72,326316390.27,293640615.46,217829932.60,178038512.95,243821874.20,137067720.79,261420251.71,247703941.29,288592880.67,159564497.50,97588244.30,229128448.74,331405564.08,210151002.80,212962740.50,188497796.33,172904539.33,147381553.49,100140906.32,85427801.63,62711415.36,119261248.87,155772573.35,68744071.76,114771091.74,111362156.40,131667627.64,204029330.87,117432899.39,117624466.49,68725340.00,78900027.18,86984125.00,75562469.65,27267460.83,17835800.00,22510905.36,17734177.12,35949500.00,19020960.61,58168620.00,34690378.66,44011368.87,63524663.70,35038506.84,19397022.96,11803998.89,11300450.75,17321418.00,9391500.00,19238842.40,18819000.00,10565074.61,13632700.00,22813200.00,11850500.00,10240400.00,3433000.00,1330000.00,0.0
7,应收账款,282662665.20,311461584.56,338368560.64,348626855.89,301858335.01,320059418.46,307550942.34,222750760.93,248087784.53,191874234.51,201229084.78,219813723.14,145824700.43,168782716.59,181427796.78,246740931.29,246929323.28,185699365.60,177301732.02,139649127.84,190166207.46,248322282.84,265107122.20,282619795.20,267681937.98,389497858.21,359574525.92,357705540.00,381378642.80,448545405.21,555240003.91,573196778.48,645396576.89,338128967.36,314348246.95,147632387.59,150844647.20,196521106.74,174778469.19,173880504.48,132552891.37,140710125.41,109431432.15,121664519.43,110756159.05,150061432.93,155657814.96,152286795.28,133299696.00,144446568.69,165942645.90,151943476.87,131392769.22,151030209.70,141115474.76,120867633.71,119759746.30,110463042.69,96109619.02,87684876.97,80134078.41,77273728.59,40102139.69,27151985.64,20228002.29,16563174.70,0.0
8,应收款项融资,174943683.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
