,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,20041231,20031231,20021231,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,现金及存放中央银行款项,92323033000.00,115591377000.00,94699285000.00,93712878000.00,95447460000.00,105277185000.00,94047846000.00,106225841000.00,104446967000.00,104925694000.00,103801820000.00,93065245000.00,94445333000.00,89086755000.00,89910396000.00,78780243000.00,77009380000.00,71262624000.00,74653125000.00,71767567000.00,61479121634.02,62120324000.00,58340947075.15,49593789000.00,49551042513.93,46786620000.00,44468965619.80,42228880948.41,38556596266.33,37699217000.00,36983949704.60,32840607611.48,29316489818.13,30146265000.00,25830370025.60,23958327398.71,20187919659.40,17571754030.05,16905329890.39,15189787644.84,13387591759.13,11682060339.72,9952592436.83,8834007192.48,10000576795.71,9493291455.57,7543686881.64,7471214544.15,6336588166.40,5342420926.07,3929911376.44,2669498875.27,2555961207.96,1697781625.78,1590383169.47,970708466.17,2017030277.12,1652393377.55,0.0
3,存放同业款项,20069302000.00,23895356000.00,25037584000.00,36847497000.00,42963969000.00,43055894000.00,62830857000.00,56229113000.00,62825345000.00,60025292000.00,91719165000.00,94497562000.00,56905885000.00,62004078000.00,41833691000.00,27644249000.00,32537784000.00,42934470000.00,38618721000.00,20109623000.00,18546965836.14,24872072000.00,27470443403.68,17484492000.00,17426573246.48,23957036000.00,16345348829.85,17479215620.87,22166129106.95,28489614000.00,23106194927.69,20861716215.44,9156710590.35,11413065000.00,4829396428.52,4156530482.00,6280509635.82,13092729220.20,4899359175.30,4484048953.88,5503334425.45,5943701571.95,2970554987.77,1780093181.49,1258262491.18,2453144361.62,3145729331.57,1691730700.54,2311040697.05,1688562946.69,1018800104.54,781797882.22,1249152497.35,1796384921.39,745723501.43,1236371501.61,958646353.59,785121919.37,0.0
4,拆出资金,1999933000.00,2564272000.00,3856186000.00,6919136000.00,14090443000.00,727122000.00,2956021000.00,4767424000.00,1135226000.00,7376791000.00,9597692000.00,8654903000.00,8447333000.00,6547541000.00,8045862000.00,3947399000.00,3164501000.00,11037145000.00,5604988000.00,7001201000.00,7007711040.00,2961949000.00,1967992340.00,1996547000.00,4313211330.00,6562086000.00,5354595087.30,9534547665.91,10709287689.19,10103258000.00,8211230850.00,8682559320.00,6046809567.00,4987863000.00,3660805358.72,2198161040.00,1690551200.00,1771841000.00,950000000.00,600000000.00,650000000.00,800000000.00,2069000000.00,610000000.00,680000000.00,1100000000.00,740000000.00,306048799.33,185746700.00,531406538.65,0,8070200.00,28967750.00,1636492995.00,1505195287.27,250845475.00,311945475.00,254145475.00,0.0
5,贵金属,4914000.00,4914000.00,4914000.00,4914000.00,4914000.00,4914000.00,492272000.00,4914000.00,4914000.00,4914000.00,4914000.00,4914000.00,4914000.00,4914000.00,6436000.00,6735000.00,6044000.00,6151000.00,6227000.00,5531000.00,5436676.59,1977000.00,178882.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,交易性金融资产,155314396000.00,153341622000.00,148717367000.00,105216259000.00,82923841000.00,86027976000.00,76242768000.00,61991469000.00,74325123000.00,47604445000.00,30060335000.00,25250348000.00,36007858000.00,32421903000.00,30531671000.00,19551593000.00,22098312000.00,18595152000.00,11090337000.00,8269534000.00,6679494297.17,6209229000.00,5357016770.52,3454611000.00,7607935757.54,7959813000.00,11362665052.42,5830233081.97,7328979382.34,11698934000.00,9204372776.69,6995061023.79,6872375334.54,5741085000.00,8301791412.96,9519774104.35,8579109189.31,8394324616.57,8098617239.14,7986114896.75,7026885434.91,9464548918.28,11662899222.42,7815781075.81,8107754244.71,4283073820.53,9780033614.35,6740641513.76,7674757448.47,7879143584.87,9129777488.41,10037456297.27,3358102231.76,409114000.00,300000000.00,241696395.88,476107717.09,0,0.0
7,衍生金融工具资产,13096802000.00,6966400000.00,9032985000.00,8959729000.00,9969947000.00,10885912000.00,8055322000.00,6445992000.00,4329180000.00,1912277000.00,2715468000.00,4878781000.00,1492099000.00,2626200000.00,1999079000.00,2329577000.00,2388269000.00,1786065000.00,1086375000.00,763809000.00,546004661.00,384994000.00,460493620.82,399400000.00,124062468.88,115770000.00,71130940.43,50027817.97,56720095.21,73781000.00,46833392.84,71432945.66,16902072.00,2190000.00,1510281.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,买入返售金融资产,22884132000.00,35995199000.00,26771622000.00,12049954000.00,1012631000.00,9539825000.00,13908575000.00,11916207000.00,3212498000.00,33106492000.00,30300151000.00,2190000000.00,8997500000.00,2797700000.00,3532186000.00,8966907000.00,27614149000.00,17999627000.00,15141092000.00,14497978000.00,33095282564.07,40170868000.00,64964969028.23,60388771000.00,64589738602.82,63534746000.00,60146120235.53,53846118596.86,52196510978.06,53273759000.00,49064076838.10,40836242709.57,43286773589.91,48450767000.00,45228747395.80,39376292752.04,31136007479.86,31851591747.39,19358630430.28,18863351018.35,19661033202.79,9867245610.93,4708252650.30,6277196947.96,6480507760.56,7843317767.41,7364899409.04,6154947205.38,10207504823.91,9185442768.80,4451850000.00,3870788450.29,3853106274.64,2320400000.00,2731000000.00,1073000000.00,1292000000.00,600000000.00,0.0
