,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,895038720.06,1102140804.24,1084377628.80,1452177122.04,1047295998.90,1179536815.31,1736404113.32,1944300410.60,1712970897.24,852919017.84,1104581784.62,1188016477.14,1114353137.37,1013058522.28,1161549225.12,1392697833.31,1452056796.66,1570308972.07,862947143.13,1209759130.71,1099227885.92,972352472.27,686314737.88,802635939.80,398380053.43,357557830.34,30364121.08,24315018.12,25343941.30,38657064.69,42911088.93,10151036.68,7489976.15,7340946.74,9868859.47,10294877.97,10776306.31,16000149.93,13626326.97,17225114.16,15481915.90,14297796.11,16462704.81,32780023.22,66974027.53,57270842.98,93675522.88,111095403.03,124081124.45,138425741.03,148927571.56,127810019.20,130169719.83,108541632.45,207229983.28,241588531.65,299289968.44,289115643.63,304662501.41,292378668.73,298447060.95,286831831.78,48058938.29,57793057.69,54747603.65,0.0
3,交易性金融资产,75860.00,81790.00,84320.00,73600.00,90920.00,80360.00,1584290.00,95510.00,92120.00,86720.00,83290.00,83840.00,1985370.00,79030.00,1643340.00,98770.00,98260.00,124830.00,113750.00,106110.00,71080.00,63930.00,62360.00,66960.00,67970.00,61660.00,71460.00,77460.00,72690.00,77550.00,79060.00,77630.00,79480.00,91400.00,99500.00,96920.00,87420.00,87500.00,110040.00,113240.00,102730.00,112420.00,90110.00,72570.00,94980.00,112630.00,138930.00,252850.00,0,800000.00,200000.00,200000.00,280000.00,1000000.00,0,0,0,0,0,0,0,10169651.30,34533701.68,27235512.98,12719654.08,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1979684099.49,2057345864.07,1915617844.97,1854793978.05,1899124695.56,1754046824.03,1751602534.82,1783875774.65,0,1621084435.15,0,1332734859.95,0,1386316444.73,1281798947.71,1308712010.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,76363182.36,63153409.37,50842154.33,101850535.41,143362067.31,117519157.90,283282801.18,399313857.91,425810959.51,314236196.57,281994262.44,155418685.29,430269592.98,230399493.23,436942806.73,419652749.78,199176733.43,79064622.46,148004183.84,106287312.46,229675297.79,209039901.50,330712076.40,147287167.63,163170836.62,54101543.33,5986391.90,6056561.95,14288635.80,2393399.81,3847681.78,6336172.19,1273413.10,1410351.05,948520.55,1182218.00,1426509.60,695671.00,1208917.63,916064.03,229864.60,1157705.99,478970.40,148571.52,1454314.70,1047841.58,3914638.25,3873696.75,488566.97,2451838.10,4474141.86,3909814.20,3254752.20,1684782.95,3230806.02,7549476.57,4700921.15,2680180.87,4442094.49,1507313.90,3550567.33,2927434.44,7138758.60,2728127.89,570000.00,0.0
7,应收账款,1903320917.13,1994192454.70,1864775690.64,1752943442.64,1755762628.25,1636527666.13,1468319733.64,1384561916.74,1518192687.76,1306848238.58,1300461431.48,1177316174.66,1257573131.54,1155916951.50,844856140.98,889059260.32,674579633.62,595667288.66,558621980.29,460806104.71,603868599.48,543237417.28,301910836.16,240879196.23,173818872.22,148908572.51,23841958.53,23486495.45,27793144.56,22041111.88,23692887.79,20692062.01,20481766.31,20922637.02,22125699.43,21697412.02,19802323.11,22604054.30,22319102.30,20127188.40,25352446.52,26244555.52,29480605.19,28024774.71,34371502.15,38185642.38,43720631.22,38799086.60,47734313.58,53066832.94,41335653.60,36698938.80,43388825.04,44337664.85,45824031.10,38323898.76,38778330.92,40849801.79,41351832.35,31765500.01,32725025.13,25808276.80,16666017.11,16268235.28,17437410.97,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
