,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,279005423.94,227912228.11,291005096.63,114219173.04,126462646.01,140878335.57,140731891.90,185333717.84,96611024.28,75746489.95,34943994.92,70978159.19,53074957.88,42445938.78,35422752.86,136155485.20,86742732.25,112422793.60,25805214.98,332189889.86,337509692.98,398726233.11,39286470.57,41467947.88,24774236.75,19397575.30,18071086.00,34211830.30,22294132.77,20424813.14,39394197.95,24730538.25,12388040.27,18768796.87,24892584.12,40876555.90,29691588.29,29839616.87,28624618.72,61058422.95,11977878.66,7296836.09,4621186.72,6557071.02,4301809.83,4912735.10,7556966.96,31353546.67,74610490.02,135637745.65,133213771.60,176174592.72,185071216.14,209831539.47,209676789.41,209997127.60,210622110.11,225825379.06,123570228.23,104233616.64,277807802.57,297372522.05,218666440.60,220957356.51,269367862.81,291856892.03,285591488.64,22702678.79,32893991.57,27752166.81,18946210.65,12685051.42,0.0
3,交易性金融资产,0,60000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,0,0,0,250020.00,50000.00,0,0,0,0,0,0,492567.40,436547.80,465446.80,449935.20,421530.20,490887.80,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,172577316.06,162436608.47,172299170.97,168831441.08,173947040.34,169149469.21,177053410.64,169795601.77,0,213125486.09,0,209618488.22,0,209091081.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,6220954.69,3901876.01,7808176.06,7808176.06,9333813.17,5472788.55,5742283.00,7670373.92,4111056.00,5590190.49,2972587.49,5630457.15,2910280.70,4302695.02,8037671.66,14153021.74,4411221.62,6637558.47,2654773.10,8189408.86,3181264.04,2524150.14,3575378.06,8425377.81,1663862.80,1590128.20,5061169.95,6535069.75,1952783.00,1547671.00,1630468.25,1920931.70,1115212.35,490391.00,951961.55,2674634.20,683115.30,289655.65,185135.60,644139.25,231767.00,0,17985.00,215785.00,0,0,0,0,3215000.00,2470000.00,500000.00,2306516.00,3016374.10,1595000.00,512205.08,2718975.00,4529500.00,898700.00,171405.72,67572.00,44072.00,340000.00,0,50000.00,579000.00,235000.00,0,0,0,0,0,0,0.0
7,应收账款,166356361.37,158534732.46,160967000.17,161023265.02,164613227.17,163676680.66,171311127.64,162125227.85,205022201.69,207535295.60,229652159.74,203988031.07,212199858.08,204788385.99,192592433.14,159100635.73,163585013.57,149234682.75,146553918.16,118085552.75,128209987.64,124960571.44,118965107.60,113217440.37,120024688.00,114527627.87,108925467.48,80987717.88,103434967.84,110995426.15,113495780.61,95809671.31,95678175.60,88393353.24,87611222.52,90123382.11,96437303.45,103054543.42,107448132.03,93881862.95,99759645.53,102363116.52,106759005.76,110467167.62,156620468.53,163680920.38,158006851.58,145972148.14,149862840.53,148161365.31,148021169.78,132557732.70,124218050.95,124607802.18,137807522.20,115148664.54,114682437.16,106918211.68,85210557.50,57005068.92,79448806.70,72405420.48,65487651.62,40058145.97,42229931.81,39739019.30,29490849.38,20504889.91,18045153.55,17475669.36,16601343.08,10981926.47,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
