,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,10146348317.85,9572774042.19,8208284578.48,7383244255.24,8395162971.80,7974082364.72,8069581276.13,6700873346.76,8678517266.79,8300710573.47,8094531939.84,7722111579.67,7818011870.59,7773070775.91,7282309340.52,6868218024.14,6843225413.36,7005895484.90,6927155831.41,6183324693.33,6138231290.48,7236409435.45,6417159780.61,6195145750.16,7117987697.93,5732238743.20,5883182188.72,5734785113.44,5917341882.97,5458972774.80,5855770187.86,4841602770.41,6589422502.86,5507765630.23,5428293627.99,7616976310.39,5156781341.57,4566336118.80,4471290901.28,3674895688.59,4511612603.85,4621879303.43,4356050729.21,5486520254.64,3709448154.14,3634680364.10,5077602247.45,3545631310.47,3526630078.04,3139282257.31,3721963053.41,3250728334.01,3824780270.20,2526995794.52,2189710463.75,1798459640.77,1774990897.34,1696307606.33,2000648067.85,1911169311.76,1859310748.63,1657200404.55,2546275273.52,1230737589.11,1307584136.03,1652907685.64,1366498674.72,1219907516.30,918454306.85,1112997486.43,1783685280.23,835346627.75,548686459.42,503882501.61,502504983.46,447288100.81,924272702.43,1404065796.74,1478045673.10,596196108.85,571978386.82,0,266411256.78,0,233937613.25,0,154001300.00,0,338792658.52,70419127.22,154747179.41,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12021750.00,0,11292000.00,333460354.80,200254834.80,150254834.80,150254834.80,150254834.80,153894834.80,153894834.80,148548000.00,148548000.00,149499833.40,109488000.00,251028832.00,251028832.00,465141310.13,536274240.00,1260560018.25,1377702093.20,1357691999.24,1365037499.24,367935905.01,0,60000000.00,60000000.00,87549365.27,546509735.83,878069032.50,2416827835.13,2106444734.95,1829178245.38,622500000.00,0,490700000.00,0,176684745.00,0,42332000.00,0,34887350.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2912100921.52,3390154965.65,3527536972.40,3957275173.91,2500659175.02,3420807446.55,2910411855.53,2460418998.61,0,1520647262.22,0,2186517125.59,0,1424975525.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,276199384.71,220024515.07,233745489.58,333221378.61,272384944.13,185429020.69,213407723.27,143231670.00,181001671.97,157003893.21,153924891.28,119497651.38,94579550.40,125874241.58,44607194.26,38435464.39,2500000.00,0,1850000.00,1950000.00,25100000.00,1654499.00,2510000.00,8486908.45,9656908.45,5719319.50,7059319.50,2460000.00,1850000.00,2750000.00,2387310.00,1850000.00,5951811.80,3581811.80,4480000.00,3949281.34,2982046.00,2843423.00,1494245.00,1182436.00,835453.00,4112571.60,4134517.11,2480000.00,5168378.49,5819538.70,10891055.13,9031187.28,7758981.63,9153391.71,4955660.89,5530319.94,7803060.59,13493321.60,6418536.79,6470600.00,12029500.00,10174500.00,14195860.80,4126809.60,11478200.32,6122873.32,12190000.00,11254434.40,12689023.15,10003465.58,12013855.49,11713855.49,13172926.08,10370566.51,9130718.60,8836303.90,7800207.84,5870991.70,5744535.84,7398244.30,5310000.00,6810000.00,6880000.00,1500000.00,1100000.00,0,4478759.00,0,0,0,0,0,0,15000000.00,45000000.00,0.0
7,应收账款,2635901536.81,3170130450.58,3293791482.82,3624053795.30,2228274230.89,3235378425.86,2697004132.26,2317187328.61,1679833919.38,1363643369.01,1553686428.64,2067019474.21,1224834505.87,1299101284.18,1580879407.80,1706226022.61,898681580.10,1123122585.38,1390111420.34,1805322882.28,459412635.09,1217823347.03,2064978373.53,2653638016.77,1261482806.01,1215951581.91,1856689395.99,1890302131.92,857825227.09,1111677928.01,1407340073.99,1703263604.72,879599550.17,1156000539.52,1353742657.35,870494072.44,1053341140.52,835379689.17,1638216757.20,1525737854.83,897080527.18,1091149130.50,1099838462.75,1075641900.43,641720754.17,638064308.71,549958880.65,611013519.25,264643492.15,352299846.04,477170922.64,659972024.99,748509610.59,798918292.11,832081461.33,744245193.36,588203172.05,573344960.69,850802450.70,719692577.29,520177186.04,466834059.78,469641914.36,253239018.66,508726980.70,506346902.82,595935969.42,312616650.77,309440248.16,332088312.21,409423789.10,285400432.06,361647112.88,356340167.71,399513702.71,500284946.18,556746847.66,29232655.48,24971506.16,25559967.55,24361165.60,0,16040753.02,0,24650503.33,0,0,0,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
