,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1343945887.70,1329537033.50,1006755744.94,810975773.44,792186241.79,782197078.77,681265487.75,624235830.77,563045204.36,632066363.43,543347552.72,679684102.37,649987746.20,809982832.54,678246162.73,608190074.00,523154960.22,781405180.19,721134876.46,442785034.65,366552926.04,502960841.16,628984663.50,626516095.57,618658477.02,570510765.96,819126466.16,575669918.47,405270670.28,477695907.77,486093884.31,419212542.49,405648079.27,475177129.80,379350420.79,506033844.63,364381596.87,311552410.72,383463019.68,431330064.43,289954848.92,509227270.40,557462004.66,702194572.35,874980782.40,820030786.72,942197457.45,1204892540.27,933348268.47,529051580.83,220869133.40,354383601.20,174706225.58,394187933.33,218833436.90,242450062.24,151638649.64,365144762.92,232388087.50,231113391.07,231136481.21,269328219.55,148079562.26,180307750.43,260870866.37,231269647.96,204998017.95,175478800.66,146104464.08,199188140.44,152479662.27,135101492.35,114228430.64,255021665.67,172595941.68,83279707.40,70000612.42,74562131.57,22590530.39,58753334.13,33008825.05,39677024.85,0,36596520.30,0,36957712.83,0,19209110.00,0,7418516.33,0,0,0,0.0
3,交易性金融资产,30356002.84,30356002.84,10000000.00,0,0,0,39897043.63,42335605.29,48471179.51,99004716.11,80638813.32,73146408.64,77865401.26,24463834.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21720.00,0,0,0,0,407700.00,0,1625420.00,0,110970.00,661000.00,51333480.00,50010000.00,949303.67,1042368.05,320976.51,393198.22,407035.36,741300.00,726800.00,55391406.10,51161953.29,51278770.50,90299263.97,92214336.73,67817889.13,129095034.82,150355854.45,98016575.79,144745488.64,151459405.50,120010742.57,21073388.90,233210.00,80234430.00,58822365.87,38980633.90,0,0,0,0,0,75730.46,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,32218550.54,41004154.32,30131558.02,45604862.21,60829313.07,45823432.85,68301878.05,88904086.13,110740924.95,118794236.15,180242354.67,170947502.85,173989522.40,248050907.92,437981598.71,418905338.67,339828994.13,328447013.36,0,0,0,178061737.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,1000000.00,1000000.00,1000000.00,0,0,0,0,1000000.00,1223410.33,71501760.00,209759220.00,273704400.00,262410390.00,263180250.00,343611450.00,344287350.00,280951200.00,144058500.00,0,0,0,0,2600000.00,2600000.00,0,0,0,0,0,0,10000000.00,0,0,0,0,0,100000.00,100000.00,650000.00,4500000.00,150000.00,10070000.00,86000.00,0,7074650.00,7074650.00,767436.45,767436.45,0,5000000.00,0,0,0,100000.00,100000.00,0,0,0,0,0,0,0,0,0,150000.00,150000.00,0,0,0,0,0,0,0,50000.00,0,0,0,0,0,0,0,300000.00,0,0,0,0,0,0,0,0.0
7,应收账款,32218550.54,41004154.32,30131558.02,45604862.21,59829313.07,44823432.85,67301878.05,88904086.13,110740924.95,118794236.15,180242354.67,169947502.85,172766112.07,176549147.92,228222378.71,145200938.67,77418604.13,65266763.36,113862581.96,134966259.76,116730548.14,34003237.15,93083159.56,58897122.04,84552472.23,42626255.83,94879965.17,45486660.71,80034328.81,23185078.31,83319953.61,69975051.51,51561680.41,33144569.67,78123633.84,73009236.92,69690232.80,116731782.35,70711113.44,83003020.16,89892979.17,45873821.15,51063569.41,53877636.00,51986164.29,60789462.94,92643938.76,80250471.20,74930697.51,99458394.24,41570700.33,58377253.00,39980066.01,241129540.22,360540025.23,337208420.89,308486746.97,261189589.28,279496008.26,212699185.71,246391095.67,142599133.92,169844476.33,144942103.74,5281238.42,33600107.63,5269797.47,8852131.69,10660804.05,25405306.51,18032438.14,37299164.40,30095907.00,42697774.94,31717102.07,32786699.52,26049636.92,15526233.55,24231188.09,49347137.28,38127868.62,34443927.24,0,22220064.06,0,9054277.77,0,0,0,8565445.98,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
