,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,7147448420.00,4041625231.00,4440702448.00,3900025801.00,5530811375.00,3162827514.00,3660954239.00,3284853997.00,4022148465.00,2912750598.00,2921118992.00,4333309313.00,4545989288.00,3593656347.00,4077585477.00,3705971909.00,3879048001.00,2691579429.00,2537394843.00,2227610203.00,2963403868.00,1872918576.00,2155108148.00,1574975256.00,2099836650.00,1137751858.00,1119836025.00,1380357956.00,1697036209.00,743945519.00,815901572.00,888801662.00,1397118426.00,779418654.00,910218391.00,984879683.00,1398007780.00,695697671.00,761488602.00,1336960468.00,1625137464.00,983696133.00,1093841612.00,1294913923.00,1085138211.00,615090951.00,613152002.00,802746980.00,909403286.00,361812332.00,431254414.00,519294372.00,713202672.00,514398325.00,615101607.00,697598784.00,666336767.00,554316375.00,639731329.00,694866680.00,714904736.00,594790470.00,735806180.00,746381968.00,773319985.00,668664113.00,693958225.00,773693256.00,810178233.00,880604359.00,635835510.00,694941350.00,726080174.00,946576287.00,44574573.00,27329418.00,25642803.00,0.0
3,交易性金融资产,221059354.00,1287742914.00,1221635881.00,1320354774.00,0,0,0,0,0,6777422.00,24811274.00,0,0,0,0,60222670.00,58794001.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30056411.00,60503942.00,91750406.00,132090146.00,181043114.00,137966401.00,306444075.00,217892662.00,149292973.00,63254984.00,89856059.00,73051416.00,105251275.00,210924213.00,206084628.00,164456583.00,129041178.00,129041178.00,180000000.00,50000000.00,102940862.00,105279472.00,150000000.00,200000000.00,100000000.00,100000000.00,0,240500000.00,240500000.00,279476049.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,4513140.00,0,12601106.00,5238594.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1367517456.00,1410053401.00,1379926345.00,1446982440.00,1505233097.00,1558328984.00,1559915567.00,1628130422.00,1619091312.00,0,1689547498.00,1680467960.00,1680335395.00,0,1651737730.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,133306487.00,95526998.00,87418428.00,104039070.00,115302348.00,82646218.00,81618561.00,92826491.00,123939211.00,65716498.00,59399803.00,66076378.00,71473083.00,30829799.00,44399557.00,48003724.00,53649381.00,36932927.00,32932586.00,26553443.00,37513638.00,33605383.00,33463321.00,33634072.00,39126333.00,17290239.00,17816445.00,41693486.00,53428161.00,16648494.00,4535790.00,9731430.00,13254381.00,7682318.00,3797500.00,1130000.00,20000.00,2346400.00,4406400.00,636000.00,22756000.00,4606318.00,300000.00,2840000.00,2353314.00,2657000.00,150000.00,0,0,500000.00,1770000.00,760000.00,3305000.00,853000.00,110000.00,0,0,260000.00,765841.00,351350.00,191350.00,70000.00,100000.00,0,672750.00,0,809574.00,0,0,0,351200.00,0,0,0,0,0,0,0.0
7,应收账款,1234210969.00,1314526403.00,1292507917.00,1342943370.00,1389930749.00,1475682766.00,1478297006.00,1535303931.00,1495152101.00,1595742951.00,1630147695.00,1614391582.00,1608862312.00,1649252201.00,1607338173.00,1568754430.00,1519699082.00,1517064319.00,1504514848.00,1462111571.00,1476189106.00,1489776551.00,1453141828.00,1417472566.00,1393526603.00,1348976519.00,1371114625.00,1335858122.00,1306428847.00,1556181417.00,1600821941.00,1228728984.00,1266411804.00,1160309496.00,1036752678.00,880527876.00,880007569.00,595452012.00,500712983.00,557112903.00,510883978.00,309997391.00,283524536.00,266558790.00,278343391.00,133176745.00,121488272.00,125999741.00,106618313.00,71659942.00,77524670.00,79401304.00,70642849.00,76493254.00,76555891.00,81330735.00,79392389.00,62575098.00,61011960.00,64696885.00,69227444.00,64753525.00,52237002.00,52444141.00,52433091.00,34192675.00,38158403.00,34829348.00,37668640.00,32909119.00,32765576.00,35357434.00,27074628.00,38122424.00,27143426.00,18324788.00,14357521.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,90457997.00,74172767.00,75414603.00,80155277.00,65643720.00,70784088.00,72809448.00,64838055.00,57672699.00,70109029.00,83327831.00,61823460.00,50394477.00,48345267.00,47643357.00,45777466.00,43357365.00,24958328.00,71713662.00,24072631.00,23307247.00,23242623.00,25627924.00,25541134.00,20387305.00,35719120.00,24119471.00,32130610.00,29387378.00,12565352.00,7608340.00,4395400.00,4892105.00,36162274.00,32604284.00,6948257.00,7848197.00,15865180.00,8377666.00,3848401.00,2315006.00,4797357.00,4653260.00,5411640.00,3147610.00,1375688.00,1778368.00,4073834.00,1788359.00,3743777.00,5037224.00,8131488.00,3533599.00,6675050.00,5392183.00,6475853.00,5356087.00,6336926.00,6928991.00,7070396.00,6853559.00,7921964.00,10801823.00,9557044.00,10729047.00,9610526.00,8494539.00,8941308.00,6961318.00,1853798.00,11997167.00,1768600.00,576426.00,1505719.00,636371.00,636627.00,142250.00,0.0
10,其他应收款(合计),456289435.00,553198968.00,529411754.00,592208316.00,393441377.00,622196447.00,411330364.00,355443816.00,240716656.00,0,283894007.00,220501983.00,150826400.00,0,198281564.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,10989094.00,9132193.00,5390338.00,2958695.00,1717529.00,2482798.00,4990071.00,3643103.00,2283297.00,9791637.00,10781050.00,8067682.00,6277093.00,4963076.00,4798636.00,2602998.00,2976705.00,2659272.00,2533928.00,1595211.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000.00,0,0,0,0,0,467362.00,721754.00,306158.00,1576162.00,1962212.00,1942825.00,1560731.00,5082843.00,5001504.00,5001972.00,4709487.00,0,0,0,0,0.0
