,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,361850184.61,344540728.76,268792939.63,326325473.54,489234729.63,657961275.01,674187878.07,641416667.68,529686525.51,550196479.71,480818132.82,492085942.09,433291598.70,713882695.30,407226870.54,611010612.23,305332977.81,455979719.42,268377166.04,209095764.49,295892907.55,836324215.56,102022746.27,70474675.78,101660512.66,205546391.80,219817413.91,191934482.53,220714595.00,206222236.56,213225579.09,204205071.39,181030398.69,171648474.60,161070089.26,222497033.97,206249358.14,214620671.58,218554054.30,235622926.51,207419893.30,205985995.22,199090523.56,180884825.56,149147567.72,112643252.76,117587563.34,130143113.79,181707674.47,154575422.01,163185607.86,178809828.28,183332751.28,189754811.34,225066139.97,212526340.75,212521393.50,220024027.24,260679612.52,264192766.13,264086591.58,31111572.17,60462054.03,43874558.30,17468015.22,0.0
3,交易性金融资产,0,0.00,0,0,0,0,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0.00,0,0,128865.00,403876224.85,40559118.08,50550684.93,0.00,0,0,5400000.00,42690000.00,42063.70,0.00,508324.10,926470.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0.00,840135.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,505872140.35,497292654.44,555613551.75,562279580.26,507265522.86,516397452.40,467404470.98,495793107.63,0,431413050.93,0,433385138.04,0,327935464.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,69682776.26,73625309.40,75344805.77,94954323.08,56787207.33,43397479.42,48603973.60,67943134.10,51909501.20,60966023.70,51088320.97,67590494.08,56421408.30,36718459.12,35081143.98,44488080.21,35666015.30,38888144.69,48089646.55,53705363.37,52956331.28,30140043.16,16761156.46,29123661.93,44991891.47,46166874.26,52854927.77,35266213.62,19083538.84,22008489.12,27444814.51,30866337.76,44020514.63,30497370.82,21701691.57,18229930.10,14792674.93,4682826.35,7044863.93,8592765.40,15947729.89,7443285.15,7186848.56,8858219.40,13004732.71,7083943.15,6483534.10,7992444.41,5740333.33,4910137.00,2234478.60,4654120.10,12553840.40,12488773.99,19603562.34,16497895.44,16439472.00,22494082.20,15514076.20,13854945.20,18431145.20,11577500.00,11029142.53,9519888.00,5730000.00,0.0
7,应收账款,436189364.09,423667345.04,480268745.98,467325257.18,450478315.53,472999972.98,418800497.38,427849973.53,387926882.13,370447027.23,320467813.70,365794643.96,324621319.49,291217005.39,216314359.03,243678958.54,215597091.96,224177075.57,182115125.50,224697704.44,202343677.44,200055521.30,146361593.74,165833710.29,152672291.15,167656159.84,133103285.74,124653449.30,124157216.80,122625741.20,109074670.93,106865301.22,115214811.78,119346237.17,112022753.63,97004711.15,99500495.59,104262178.46,81171816.16,82158789.41,96585656.81,90461274.26,72311436.55,58726989.25,81578373.29,73787110.33,68079360.32,74763593.01,81327017.69,78590190.34,59260539.12,61416503.64,70461315.91,61216016.24,56399250.33,68294902.30,57321667.13,52809073.26,55383948.86,70203667.21,67483673.29,61127005.75,71911300.34,28529710.19,37077088.47,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
