,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,151169108.83,287102466.33,270662836.62,388927457.06,436073468.51,1004781366.52,1062441417.98,1719104272.42,2224725744.24,1993285580.61,2002388452.86,1997167766.99,1886090639.87,2005448730.92,1967054712.98,2447848578.56,2785269948.99,2715499563.57,3070113457.56,2706458657.33,2604581702.44,2272356229.21,2201918270.35,2570723900.28,2717855916.96,2439916848.93,2322124719.40,2543443501.41,1980065216.45,1890025124.86,1653256834.13,1556642824.92,1533499632.09,1082831615.75,1057193362.64,646031585.04,832452161.52,527516124.98,671928964.34,803871673.09,845842133.00,1284836716.05,944481518.79,965610837.76,825940312.54,811861222.98,893894254.46,874462640.77,843919054.93,779723593.37,789076366.36,710972116.92,597551882.11,729567008.54,759123472.31,1001655280.49,786679153.91,773563717.58,992248390.43,1019049163.35,1102251210.02,988694362.58,888697262.09,853353421.98,881267150.49,840053910.18,834341673.69,784762242.68,757336510.00,640937751.21,687246178.01,409011194.23,462298104.63,488928296.59,491426183.46,575350420.78,30895.56,2932587.82,6052048.52,0.0
3,交易性金融资产,1207702823.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1218311675.28,1416124710.12,1725866041.56,1867642100.52,1507833564.48,1284208718.81,1426429691.55,1447308935.08,1509821844.73,0,1941594239.45,2162183444.20,2039994828.63,0,2153627365.66,2143161652.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,611065553.84,843492959.15,1011368186.93,1013646185.26,819359869.18,569462648.43,719624094.85,796762754.32,776904365.72,687526185.86,741370416.48,887233991.40,926202297.94,1086536456.83,859739909.50,774852435.24,815627158.84,590592339.48,627153513.17,611702418.47,433518678.97,515779429.73,1099723767.60,656322463.81,906326912.98,553643188.06,763556111.00,618487441.78,652150995.69,528367476.00,375819314.38,417679543.48,404322660.60,360095097.82,448144130.63,298829542.68,478832714.70,215363046.55,230492644.18,201327345.36,311279477.39,251175020.03,252193443.16,167802909.32,138004860.12,87058719.80,132650222.77,140670340.60,172189492.91,59241777.69,132873538.21,70354783.83,132525056.65,91828846.47,111309511.00,124546502.67,43707847.17,115027732.25,130853715.52,60793913.73,70012808.65,105295987.71,74595774.00,79455456.46,105851828.02,130009454.93,54314820.40,48418469.98,47539045.43,45516310.36,50975700.00,18859500.00,2277432.79,34960890.74,1240907.73,6389742.75,0,1650000.00,9990000.00,0.0
7,应收账款,607246121.44,572631750.97,714497854.63,853995915.26,688473695.30,714746070.38,706805596.70,650546180.76,732917479.01,1318212550.52,1200223822.97,1274949452.80,1113792530.69,1353789480.20,1293887456.16,1368309217.60,1124099290.93,1372251422.30,1263753238.98,1054405242.82,848432497.65,1086266032.63,905072835.23,1272162969.67,864022429.03,1123957804.77,921901877.96,956655288.91,679805342.57,784303602.58,873894810.16,891444925.12,701951628.57,821300094.11,703042833.29,792028566.70,579421809.64,711061651.72,392871673.13,520662115.01,392217404.26,536301498.31,496809684.48,467928186.47,453928294.91,658868851.34,583500085.15,642823079.33,512141942.90,671142341.19,613889161.55,581794602.26,542075702.52,566207494.05,521909896.50,589384257.98,523037050.03,567929236.19,543307363.92,561002339.74,506054612.42,535578733.00,511942077.42,554929525.90,498620016.84,702079575.73,642669231.49,632186492.69,574639568.57,654815630.36,580906450.96,473203138.22,450223585.34,411710114.71,398597151.09,431900551.31,493886997.83,342677262.62,129608522.71,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
