,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2379154941.19,2406187342.13,1982239436.55,1456275995.86,963827602.20,825526856.60,891838857.32,1139922982.80,902332447.48,972902144.89,1152025316.81,1399785135.41,771393479.15,764717961.15,1361710032.65,1060505792.32,459042077.20,409652534.66,530226638.88,897245639.61,343919836.29,512871334.81,299432073.04,701124464.51,365800845.04,405761664.66,833136005.83,991690515.68,266813231.24,294034789.13,446698181.86,620662925.24,417447951.55,519460265.27,572905609.89,920332947.35,1148908777.81,581372844.17,623055471.12,822991990.62,743628633.20,289726181.05,200418555.96,390204736.04,216538680.09,289642321.29,248904974.85,418915777.81,259833345.51,216321951.09,179256619.19,260563057.78,192658948.34,386446954.44,112425821.03,149880551.47,83724834.97,84332806.39,78247581.39,98582061.88,141913772.26,138554690.06,119737227.21,130265269.07,85768370.98,70652512.07,92623052.51,101929981.90,73967109.19,213547109.93,32882914.19,18478203.10,10146307.41,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000.00,170000.00,170000.00,170000.00,170000.00,170000.00,170000.00,170000.00,1770000.00,170000.00,370000.00,0,200000.00,0,0,3015000.00,3015000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4130828847.68,4024503725.44,4385972205.71,5510460405.50,3579225208.73,3589961855.94,3351489687.42,3803866312.94,0,2431869441.01,0,2492755212.50,0,1832407429.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,85006964.88,116086988.74,203981702.88,182658189.25,61914467.79,82896572.88,140949882.48,122037890.84,78979577.56,52326269.64,54535820.14,83044926.00,23126318.12,34947528.65,31552970.24,75988345.96,45562787.45,16787180.43,43560463.71,40099910.93,56106994.11,43371258.13,61228313.76,120433182.12,0,47781925.93,37513736.78,0,26960143.48,34743180.62,65590898.64,41537057.40,31572211.45,22851909.37,13304114.99,29133399.49,14174295.55,10200553.68,12378470.00,25997415.00,12529500.00,8101800.00,16860140.00,21356985.50,20512835.32,28014631.60,17164587.94,23512652.77,10133531.05,2318996.65,2168200.00,13432680.00,4269040.00,5648245.00,820000.00,1120000.00,1444600.00,900000.00,518600.00,3514096.50,100000.00,552310.00,270000.00,3955000.00,400000.00,800000.00,835000.00,219566.00,200000.00,400000.00,0,0,0,0.0
7,应收账款,4045821882.80,3908416736.70,4181990502.83,5327802216.25,3517310740.94,3507065283.06,3210539804.94,3681828422.10,2533228423.89,2379543171.37,2271677365.66,2409710286.50,1921002002.33,1797459900.70,1823916566.79,1621882941.48,1364113390.34,1164567889.05,1106524312.33,1234603459.02,1091925704.84,1099843336.08,1050112361.31,1140515636.89,51871619.03,1019051859.45,971131190.46,47401890.33,1010001621.34,1109176791.60,897796412.23,1027002007.26,936540828.14,913770477.91,926004223.36,898381697.14,968485884.50,919381141.01,954821483.48,1010101838.89,908095143.03,930687594.01,761821853.12,727788057.90,648135916.87,634911559.39,631398913.45,651982284.11,533499812.50,531148995.95,222081880.76,235680261.85,207610808.72,206580136.87,192746686.10,189547801.32,179972267.30,170255431.94,126002932.26,128698939.46,121274490.69,134560628.54,109157849.30,104562490.03,89998343.30,79711386.44,72806788.37,69046505.91,62543174.11,64044574.98,41338352.75,37307398.77,29302076.13,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
