,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,598400649.72,713642928.29,302629656.07,305115286.72,312908821.80,457343649.22,432937885.55,442999761.09,344383780.21,400196797.34,564458467.96,553060433.50,396213701.95,485337105.89,748949688.76,702328473.35,435215912.49,615907001.69,455247753.45,603088248.05,471768858.85,573844167.83,412814794.55,525653871.53,400973413.38,618451808.40,670508912.68,1212417714.71,626613230.34,1268884490.68,849583591.06,939681800.09,859642297.49,879672214.73,957148005.98,910960099.57,522469777.61,473593480.80,479867116.28,403140718.84,563884931.31,577777620.47,590258370.72,683644450.43,590488149.52,520699538.55,631154241.41,530425647.88,598774960.61,668491881.46,0,877747959.78,847192340.92,858076059.30,0,195386310.30,189936258.01,285790555.71,314457760.17,286827913.09,332655294.16,299002538.20,370342492.55,344249399.26,300196008.22,363220649.21,365604645.05,161593835.33,101834331.24,80615147.06,149269866.13,299509574.28,476164733.74,460970008.21,452317253.10,597707836.88,534115005.74,673369720.69,446174137.25,454046052.65,205036727.99,190674581.99,125562271.86,96966356.99,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993923.14,2664079.88,2448967.84,1902914.20,2051837.92,1563699.06,1087970.51,1224483.92,1543015.21,2655806.34,3672421.20,6297805.03,4669505.94,0,3703068.25,4677264.37,4508799.33,0,6183811.81,4666687.01,4424211.80,5493020.60,5951815.48,8835069.47,7780904.33,11007624.30,12965702.01,17422853.89,26381587.91,33230840.84,34542270.45,52823400.99,63071826.39,55394239.49,64813681.93,84000.00,84000.00,0,0,0,0,0,0,0,0,475393.00,790889.80,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,8538406.04,9814197.86,10299227.43,11714543.05,13886713.59,14103711.37,20882755.99,20225305.38,0,9627457.13,10050128.79,8168181.53,0,11979014.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000.00,0,0.0
7,应收账款,8538406.04,9814197.86,10299227.43,11714543.05,13886713.59,14103711.37,20882755.99,20225305.38,48885190.05,9627457.13,10050128.79,8168181.53,12164232.53,11979014.61,18306285.43,16995905.22,22072266.48,23693849.43,22264138.62,31606626.89,36476316.34,9296829.65,10834410.91,10121638.48,16817311.75,16676681.67,15663985.32,3929824.04,18409645.25,20197720.18,16760391.30,225496663.32,229304659.54,228823290.71,230175336.17,227204904.59,548042178.20,528377469.77,511396629.97,493082634.97,477601972.68,452126127.48,433640185.29,414362116.33,176169907.57,153270862.16,128219688.53,108235340.29,106976361.45,85245798.96,0,40791124.30,74877306.11,63848298.24,0,612019326.73,607237609.72,613333130.90,625635753.67,619897466.63,607991389.69,619871334.86,630280173.58,630753939.70,621131110.16,615587811.15,619614860.22,620846447.74,807600952.37,813351548.15,963982348.04,746187915.88,893343437.93,726816608.05,826715058.39,751690018.92,581601338.35,509330501.49,486549422.60,424847463.11,440973285.19,353264117.05,110655664.92,122103506.15,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
